,cont1,cont2,exp1,exp2
C07731,4.64356157930631,4.4916685557792,3.1609412943063,4.9651821647792
C02201,7.98959212640897,8.62265210313048,8.44826374140897,8.07921480513048
C14039,4.09057793554992,4.25735926894656,4.00806870454992,4.37171358494656
C04715,5.38667894513713,5.16932175077815,6.75254234513713,5.35624227477815
C07844,4.34532222819673,3.89040723430803,4.47063604019673,3.09383162530803
C02055,2.35237034438918,2.33184093842053,3.47088504638918,2.18755121542053
C01093,5.73250327560607,6.36654713540043,4.22323725360607,6.93626772840043
C14448,1.70945888629352,1.28261117105203,0.0931176222935155,0.905021158052031
C05993,5.23691707440908,5.05042312681107,4.85627285740908,5.87686614581107
C00232,5.66887837451595,6.55329027484954,3.63966165151595,6.44065935284954
C01408,2.74296464261905,2.19334376888237,1.99806833361905,1.40164648488237
C01561,5.63689342456204,5.79238602251053,6.24322497756204,8.86940500151053
C04382,3.57168181405244,4.25686543749526,3.27667388905244,4.86553760149526
C06232,6.73818757425757,6.55620935340109,6.79549022225757,7.46109883140109
C00104,5.71489004885312,5.23032072854619,4.24783864485312,3.64685357154619
C02574,7.06818338091186,6.59030399998368,5.90731303791186,6.40769852798368
C07119,4.14265175608894,5.21079852646363,3.86468245908894,5.02949087046363
C10994,6.77347581148149,6.63370856646977,8.11414189548149,6.63411301946977
C10315,4.92179100465817,4.85092676385346,5.28078590465817,4.48638715285346
C15881,9.42687650976198,9.85009102388778,9.53320780276198,10.7403430738878
C16190,4.53666837949318,5.04198523057233,5.42377783649318,4.98119693457233
C06535,3.03134710608563,3.04221687094716,3.07708373408563,4.05700513194716
C08856,7.84521786060256,7.6179544119163,8.67775545760256,8.5264119049163
C02612,4.48377025306851,4.09164447915896,4.47312693406851,3.83388134015896
C04225,5.88168168057383,5.50955782822808,5.20891738357383,4.18635655422808
C13376,5.50857044585429,5.91369650476006,6.15101755685429,6.61810117076006
C09884,4.94875134485559,5.08358311096118,4.47713241785559,4.20056539896118
C14616,4.13459300038265,3.55313908639771,4.72365901138265,3.34571297739771
C03019,6.05200055262554,6.94385683538154,6.61411976562554,5.97386663438154
C15667,6.19857960782604,5.88196889187686,7.36968189282604,6.37332116887686
C00094,4.80656539788398,4.82749159191164,5.83797284488398,3.75655997191164
C12126,8.69118026883367,8.30535043645283,9.33899244883367,9.73189647045283
C06188,4.95048952713338,5.03630343675464,3.00948526713338,6.57228776475464
C05841,6.23842142410156,6.16975976642473,5.06098242010156,6.44406270142473
C14702,4.51163184263608,4.60478620583499,4.74938132363608,5.88668106783499
C04896,3.87559681362946,3.7447232199837,5.35676734662946,3.3171713489837
C08088,5.36982725659011,5.62880041648371,4.98293269359011,5.12089768948371
C07438,4.13850653994731,3.88735625653835,3.66285256594731,3.79118456253835
C12647,7.95744150992812,7.74120530412719,8.30598376792812,8.25853316812719
C01219,8.71530165331781,9.5186236992066,11.0156866513178,11.7702491042066
C02539,1.26976116768612,1.71820407683208,2.50296796268612,0.0926859908320807
C13173,2.73678413245902,2.58979282034691,2.84057328045902,1.75539229434691
C05449,6.98091644659555,6.35781421106822,8.11590024859555,5.12142538706822
C07159,4.04906657755578,4.06898916786765,4.06843353555578,4.49832949786765
C01888,7.74447579545721,7.85767280416366,6.88324682045721,7.94099072116366
C02199,7.07526945878975,6.71602705629132,6.34478592178975,5.32057459229132
C11118,4.61352874357505,4.57424047444632,4.11408316257505,4.44643052244632
C06334,1.10846333079573,0.458631564645713,2.68488482179573,1.25613772364571
C11276,6.53231073398381,6.71900484116884,6.31830491598381,6.90716796316884
C06500,4.51388060665995,4.73638491177271,5.17034074365995,3.40205017877271
C00893,3.63471219607152,4.25697828863099,4.66645652607152,2.53011185463099
C08059,5.73168802520138,5.23064947241516,4.48936867220138,4.05419017241516
C04379,6.35235446810337,5.85662095197128,7.36287130110337,5.21719729097128
C00111,3.32469846786126,3.65501760369507,4.27473051486126,2.86353170469507
C00381,2.99010192183792,3.03987972007517,2.19422349583792,3.40432760107517
C11829,1.61928318266816,1.18244263711577,4.49196631366816,-0.077334714884234
C12395,3.5577122643659,3.5241699445625,2.9120967973659,5.2597044785625
C06007,3.82670381616598,3.88758581275252,2.92365405616598,3.40097276775252
C00824,4.94279486212356,5.50846425784269,3.04784475512356,4.77813627884268
C00965,2.37805251972423,1.77625103058419,2.13275733872423,1.75788579158419
C01410,5.01212034483396,4.98788761367353,4.09191676483396,4.43943146967352
C06863,7.2271332163184,7.07586408420572,8.2456842083184,8.09006019620572
C07143,7.66554885472432,7.75407120698847,7.55644617172432,8.59740112398847
C02702,4.73508906251347,4.45044435792174,5.50520648751347,3.69016250592174
C03804,4.38852194393638,4.88698907949825,4.78538535293638,3.93148879849825
C11392,5.95461450450822,6.68937081659078,5.08685673850822,6.16368115659078
C01042,5.5799260056455,5.57766016824293,8.0749928016455,5.35294687424293
C09329,4.12203055793072,4.02664673124218,3.93668528793072,3.38765169924218
C00143,3.54336043682764,3.89196152236939,4.14952465782764,2.08269318736939
C11469,7.32705452558308,7.0464212688833,6.98068543958308,8.3428046818833
C05562,5.81831644017605,5.69426772733611,6.73521155117605,6.13556859033611
C14272,4.55105490916133,4.32983885883876,3.57923490616133,4.85393146983876
C01960,5.12497353545972,4.97507007020482,5.13958971545972,5.66086647920482
C01733,-1.00162796650115,-1.1114227678738,-2.53631497150116,-1.6878908158738
C04122,3.22819550629788,3.2767994319411,5.08848522329788,4.1097329589411
C08239,3.48881393340255,3.4326793435358,3.67848557540255,3.1878837665358
C02623,8.27884596194977,8.51780972166622,8.25385503794977,9.66901121666622
C15547,4.47857952179721,3.72770043563988,4.01350673679721,3.54635168863988
C16672,3.93622928836921,4.06688352281166,2.41389026336921,3.40468627981166
C08882,6.8262783637758,7.15578733994697,7.5058180947758,6.65231086294697
C01234,5.83755453571184,5.97318748815977,6.35502033771184,3.93179842715977
C06213,5.08006604600026,5.27289606932271,4.55946603900026,5.29492714732271
C02642,9.94094469036105,9.16900934540505,8.93183957436105,8.86277114940505
C15770,9.1696231064239,9.35170011498295,8.1633878604239,9.90186467098295
C07323,6.48128893522616,6.63420867949615,7.57912378222616,7.91007975649615
C01608,4.14129690961788,3.9982162426955,4.41182215961788,3.8973440996955
C03404,5.37847559644946,5.42212772235016,5.75852180244946,3.58166639635016
C14219,3.91615703475195,5.40734133859426,5.99219371275195,5.38422308159426
C00062,0.76116052340587,1.20924295121587,-0.58189464459413,2.34981321721587
C04108,4.67161315496595,5.24626012237079,3.43597011996595,6.89524816637079
C03511,4.30157445375612,3.90698978801362,3.30781582075612,4.37356028501362
C11882,5.48181827947562,5.65465321218778,6.19904008047562,4.57296573918778
C00817,6.03333454355867,5.95195820289741,5.69207192355867,5.78270462589741
C05528,7.21538444838624,7.06919416186309,7.92693956038624,7.68338513686309
C11627,3.26539661658741,2.33596340502381,4.42629224158741,1.17346676902381
C12248,5.00229189507966,4.99605613882178,5.39284421307966,5.83956966182178
C00582,5.81094418066227,5.7886352544176,5.88473374966227,5.1640751404176
C03476,4.20916464197122,4.37886178981428,4.91328422497122,4.46770274281428
C01972,2.75199891783232,2.45251839220862,2.82166116183232,2.68877591120862
C11720,4.0317477118645,4.06095845771563,4.7653463708645,2.99673197771563
C06349,4.11617423443171,3.72681657765957,3.86212229343171,5.84774100465957
C05590,4.63191550629211,4.73527323004115,4.67006157029211,4.70488026504115
C03465,3.63873060417136,3.25114081741328,3.26149141617136,3.00375587741329
C08481,3.67062001953145,4.40817565897112,3.20850478053145,5.29215916697112
C08829,5.23592512240576,4.86110141773862,5.09875834440576,4.98866752873862
C12986,4.64790575550574,4.76329290401738,4.52076743050574,5.24045542901738
C13827,1.48909958714996,0.767847280098279,2.15459400914996,0.243348914098279
C07914,7.85510691304643,7.85920264740193,7.84222432804643,8.65062136340193
C07202,4.88036771937859,4.53201183345528,6.81061226937859,5.25128589945528
C02200,6.12709534461481,6.36068276264367,6.54323924461481,6.81076176764367
C14402,3.86204712146197,4.07887097343626,3.70449353146197,4.36338008543626
C04512,3.67238907638172,4.02444871151001,5.08368955438172,3.19991261551001
C01382,5.12524121064585,4.9628108305155,6.33807714364585,6.0393071275155
C02740,8.6837055418211,8.01024361306792,8.3460769508211,8.68699734506792
C05264,5.6490500726354,5.34921049326764,5.8443051516354,4.58105243526764
C00684,7.56556959650199,7.66954278237579,6.43301405550199,8.53417912337579
C06688,3.08052256674503,3.2078287067861,3.46497560874503,2.3722135227861
C01832,3.47977420407085,3.60695869630721,3.54850487807085,2.50503177130721
C14136,3.56559279175896,3.43843827721839,4.38097849675896,4.38749750221839
C08876,8.65673223556102,8.46758265841409,9.11196994256102,8.20742144741409
C09898,4.00460760059806,3.80908764660068,4.56646226859806,2.96212251260068
C00442,3.45594202840534,3.38410009906889,4.56224957640534,4.49568359806889
C11513,4.5594124424422,4.50011851326815,5.0971471854422,4.87902059526815
C01035,4.96521774714176,5.0531152525528,4.25152804214176,5.6700035205528
C08363,6.24275145165263,6.89345456513503,7.82156895165263,7.87453499413503
C04574,7.5644480814926,7.01352591536129,8.2025589194926,6.69551717036129
C00314,3.50580642430955,3.73374897879273,4.91809308730955,4.05547018479273
C02034,3.82914198611801,3.36966291589721,3.18077952411801,4.67401596889721
C13768,7.07383174720011,6.5753716512912,7.11045305220011,6.2228891722912
C04637,5.94637654357083,7.36606586765698,5.39594701857083,6.82579421865698
C01617,1.09657829101919,0.716912893299173,0.211777099019193,-1.70096759770083
C08832,5.31517537511661,6.042818360724,4.95503819811661,6.954856462724
C03546,3.51988169329126,3.25630598707279,3.74808855529126,3.08853419207279
C02442,6.60383881325266,6.25039944983907,7.81010364625265,5.20868155983907
C04433,2.99808079470271,2.01979131345232,2.67411873270271,1.42861036945232
C03143,4.3724075722073,4.63915242941176,4.8426682472073,6.10162813941176
C00147,4.44984592926773,4.25474481522343,3.58054560526773,4.41933756822343
C03607,5.54814220887561,5.62895557996972,4.42954280187561,4.00028070996972
C05949,7.37049021197154,7.20736097929515,8.42510540097154,6.53885806829515
C09288,4.9109438172496,5.19362357483323,5.8791681932496,5.12589494383323
C04713,2.54643728065116,2.69341909762185,3.61664457665116,1.65133638462185
C08018,0.89063730211351,0.350470739611342,0.0534173591135101,0.00746925861134168
C00575,3.72214969526637,3.46943205277427,3.66176970326637,1.34101316377427
C11849,8.73395775244043,7.84752817983845,8.42290825044043,8.55599315583845
C02004,2.6399761793022,2.30935620271278,1.3121575163022,1.88616734671278
C02488,3.01082285087714,3.64180580591336,2.00295732287714,2.89257412191336
C12628,4.27288889205839,4.17841836096941,4.31641373605839,4.74628046896941
C07094,4.07771754775326,3.65578387579632,4.94689090775326,1.25353248079632
C08392,2.3599721322572,2.25497816299365,3.3167858302572,2.38820697199365
C02648,4.27960591015581,4.98095361264611,4.67533093615581,5.29466972864611
C06167,3.38784009067649,3.11736412279706,3.72326648467649,2.96067317379706
C16839,3.13780244676289,3.68204924964157,1.73150818976289,5.18048496864157
C00242,1.96377012544557,1.76836397242791,2.06713175444557,1.30923837942791
C00557,3.39147939695113,3.18401063625889,2.90780166695113,3.38058159925889
C06001,3.7664657400442,4.11510429681421,4.0136145290442,4.71960265881421
C01278,4.58193866252051,5.04294284616025,4.43891906552051,5.72837218916025
C04213,3.63397754906426,3.51160765848723,4.78143479106425,3.49394249148723
C06421,8.81457161946434,8.95210680107234,8.89665423146434,8.86872441907234
C12375,3.58023234065817,3.28936457790931,5.73096452165817,3.60236977890931
C09637,5.96404510970941,6.39402940721316,5.77142606970941,6.90781616021316
C11016,4.19239260309424,4.56038044439495,5.60107727609424,5.02856446939495
C03982,4.93388352826632,4.35504745445549,5.14613483526632,3.62158820545549
C01077,-0.210461527037042,-0.0387361835912703,-1.46446454003704,0.96437853440873
C07727,4.97322006560236,4.2749936163997,6.05358511860236,4.9729983993997
C04554,6.7959525249781,6.46077096235238,6.6567589619781,5.73539803335238
C14335,3.28569950765763,3.0426825682678,3.41424666065763,5.6530274712678
C07047,-1.46522084735977,-1.32399414782624,-1.12449341335977,-1.61693289182624
C09210,4.70122637835062,5.07743854005324,5.53964493035062,6.48036554805324
C02744,4.27645257682758,4.57883245011246,5.93328297382758,7.83905294511246
C00818,5.28036181031266,4.74419751627192,3.44544420331266,5.61433710027192
C08499,5.63119039041996,5.08176152847364,5.69476667141996,5.01612688647364
C14222,5.40745656313174,5.23339586377984,5.24740538513174,4.37709339577984
C14388,0.644392173452711,1.73042651817203,0.160550859452711,-0.119537406827974
C08367,2.24690327208171,2.25131715052277,2.49099227008171,2.15959295452277
C04259,3.58689606637143,4.60324246425983,3.53610449637143,6.07149277325983
C02636,8.48894375363696,8.50054466748997,8.31571483263696,9.23551505648997
C00942,6.52726065587077,5.8205110597834,9.06416974487077,7.9241377617834
C07877,4.98587445126113,5.08486555160373,5.70884604426113,6.62726767560373
C12951,7.51690439375844,7.04724501864042,9.13955541175844,8.67868362364042
C06683,5.53973287329095,5.08549888023437,5.07671322329095,3.39648686323437
C09598,7.89906100832206,8.26267928965495,8.13246439132206,7.49068667365495
C06255,4.6395917496511,5.03370554302026,6.9136491106511,5.21034490902026
C06714,6.16346357670894,6.55973230870379,6.79521303970894,6.50203416670379
C01100,7.4165650301254,7.88181102071409,5.9183744841254,7.40501439271409
C06701,6.94039676114079,6.19351550799988,8.29730585714079,4.58350732999988
C00696,5.32477790612399,5.00991534629154,6.31691743912399,4.74304903629154
C01302,4.34967033117989,4.39597323743518,3.11257692917989,3.12679713643518
C11822,4.65372104940295,4.52386766770654,4.69268372840295,4.24005616470654
C15651,3.80027908390608,3.82748562661811,4.61174765390608,4.27891605161811
C12641,2.52636413577545,2.32710154874989,1.34870856277545,1.57407370674989
C11093,2.94423460412566,2.69300668963496,2.87220289412566,2.11880899363496
C05773,4.58855305731958,4.93696337570848,4.17595804431958,5.83121476770848
C02162,1.93451127988395,1.19758848657039,1.26329960088395,0.490267588570392
C01103,6.24664430876191,6.11298095679769,5.49415705176191,3.24909345179769
C03998,8.07319033509551,8.21405785432531,7.86435833009551,7.66708758432531
C01699,2.98626551411673,2.82302778933129,3.95981727311673,2.51776636733129
C05138,6.4229793080709,6.45334576740543,4.9806540820709,9.37780622040543
C08063,6.37658228998441,5.84417901322356,5.80294215298441,5.36566567422356
C06257,4.2880916150638,4.59222691334489,2.6930766960638,3.86687267734489
C00275,5.53262007678498,5.52206892592513,4.48091232178498,4.93664626392513
C11908,6.7271597986193,6.26259551228326,6.3989472576193,6.20967926228326
C06954,6.89268541964057,7.22563345316599,4.98877429464057,7.10981816916599
C02238,6.14963381143973,5.72331350684402,5.96129564843973,5.38268901784402
C14494,6.86088401136746,5.94941916301352,7.46828645736746,8.47438254301352
C00538,5.06159443970891,5.18173748324392,4.72602715270892,5.29283442824392
C05451,4.2353735965285,4.03339866163509,4.4995171525285,3.80431187763509
C07049,5.86130504128425,6.39648047075398,4.24677538728425,6.40806108175398
C06424,6.53459293496803,6.43715863576043,6.37102644596803,6.77665645076043
C02489,5.19953556821947,5.17540907060332,5.02812847621947,5.74793897860332
C04456,2.89873828410388,3.21795266200142,1.73994351010388,2.27295626300142
C08606,4.251714651243,4.06573613346563,4.901124108243,4.80836637946563
C03238,6.71960074416376,6.87265345487555,5.39714945816376,7.11085877587555
C01545,7.14128585775094,6.98847465530891,3.87878074075094,5.63870394430891
C14152,1.92494099988399,2.31548536459682,0.886631695883992,1.26090480859682
C00845,4.05621578357636,3.67658916511216,4.88151027157636,3.44589900311216
C05649,4.91449237802859,5.01507115650098,4.38896420602859,5.34020986350098
C11898,6.07999080302075,6.11114253167717,6.42909318402075,6.68947864067717
C00616,2.67382257869095,3.02700570010241,3.46792498069095,3.41497206910241
C02467,9.03405067527315,9.27675819039907,8.99102042027315,8.66515639239907
C04555,5.95617713345476,5.89231480626973,5.73763273745476,6.82710997526973
C03470,7.46114351488948,7.08525075463296,6.10572557988948,6.83409971763296
C11121,4.30144639191393,4.49320430036955,4.88168638591393,6.54719122536955
C08315,4.35361185401215,4.22599914705712,3.40019844201215,6.54643738505712
C11142,6.12372805608414,5.90727231787362,6.12512577208414,5.04903767387362
C02759,7.74197548414529,7.10195080179431,6.63011651514529,7.93038446979431
C00756,6.57978326036856,6.40036785299935,4.83512683336856,4.20195792599935
C01747,4.03779356266865,3.31345959231461,3.98310980266865,4.06789909231461
C08160,5.48248917060813,5.85380935508635,5.47213356660813,5.19289217408635
C01705,6.05053938680677,5.35809684695677,8.09562351780677,5.73970903795677
C00959,4.77593259995435,5.00897312061537,5.37463269295435,5.76440874261537
C12452,7.27038666300902,7.05536975072188,9.33316769100902,7.60917483972188
C14088,7.85452111478334,8.16094011777526,8.46670911778334,8.37689799577526
C04126,4.57163880000542,4.7818915177448,4.84391320800542,4.0742574547448
C10500,7.71894440349931,7.39318951667566,8.52792389549931,9.46370605467566
C05118,3.09537920068536,3.58398730886802,4.29765621168536,3.94811073286802
C11838,3.6039812660736,4.14843097612122,1.6292053860736,3.99586207812122
C03802,8.38801222943623,8.31821667160476,9.68086090543623,9.48212218760476
C00284,4.08127898768499,3.58311119178416,4.69426064868499,3.57032012978416
C03462,3.85788091734253,4.05376716754516,3.03010305734253,5.72164207254516
C17268,7.12118460856129,7.12510099909704,7.54062149956129,8.33712953309704
C03851,8.43698194551765,9.05696577384417,7.82174979851765,7.15819722184417
C05382,6.90087638967501,6.65402175410789,6.21455735767501,6.95527196810789
C08375,0.169200992798678,-0.339645885142006,-1.25149286220132,-2.66565399014201
C12888,6.92310303429921,6.56478002043884,6.36086283329921,6.65922565343884
C08093,5.98543969047305,6.08708350411613,7.81197779847305,7.18183957811613
C13244,6.04130199194373,6.60664991160862,6.28108195294373,6.92825451360862
C01240,6.08805078393927,6.07880238013785,5.09256636593927,6.81477796613785
C03314,1.82800063376312,1.99249541944943,2.87972540276312,3.14480252344943
C07625,4.93234768919267,5.19184007337204,4.64433274119267,5.88020898737204
C12305,6.79098648933262,6.81573149173041,6.00763249133262,5.31140066873041
C04638,2.63494699949158,2.99618562071665,0.925651966491579,3.23318172171665
C02196,1.58971700555756,0.928749000485914,1.87672872955756,1.83812424648591
C11714,4.50934325394713,4.42012953009058,3.37698260594713,4.48090912709058
C13431,4.80988692695084,4.72201500294309,4.79744460395084,5.02104855894309
C05243,4.01490280689635,4.22358085180771,2.54714713189635,3.48754800880771
C14569,4.09971305048212,3.8415557357038,4.27936775948212,4.2907173777038
C05029,4.53797350651612,4.97876836091442,5.25504084551612,7.02159902591442
C06096,5.69064226801282,5.36484598158369,6.15770331001282,6.07852669358369
C15926,2.61685437888217,2.84123017113528,2.20569194788217,3.84337859713528
C00037,4.33731020263407,4.56044232541604,4.82399987563407,4.62607840341604
C03953,6.00148611992757,6.05310881396473,5.66387488192757,6.18642337796473
C07273,4.65304675099099,4.52452499203186,3.56214729399099,6.39198970803186
C06751,5.51447908177973,5.55263779065486,5.69512512977973,6.25170700865486
C07879,3.76234583579392,4.3626143372717,4.18669680779392,3.6396064602717
C09256,2.78115608987795,3.00138400106445,1.51622796287795,4.86900543306445
C00049,0.659329544343707,0.849516711480186,2.32888501134371,1.27966946548019
C14794,4.93739386437936,4.99114461931919,5.00970916537936,5.24192986031919
C07178,4.47920304990627,5.4116225082354,4.05473662790627,5.9892777462354
C14409,6.06886094428321,5.84145109270647,5.22992692228321,4.65785779370647
C08580,3.88112126805353,4.24760709720549,1.16213105905353,4.12817010620549
C09347,8.21674037023467,7.92020497571712,9.14303258623467,8.39549206971713
C08061,6.11327950016426,5.86547287341102,7.16990036016426,7.72481944741102
C13910,5.37124495483542,5.25118029518877,4.58454002883542,5.65454116718877
C08326,2.92118338816085,2.3467728093414,2.24205565516085,1.8093715443414
C01341,4.273235915926,3.90812700460402,3.735334531926,4.10775340360402
C09330,2.24621883403826,2.54128848672407,4.26404588703826,3.19499004972407
C04165,3.92905452258171,3.82460146129978,4.06988167258171,5.07708538629978
C05201,5.54966941934816,5.20635790638,5.54146313734816,5.00570309838
C00547,7.6313911028861,7.1621239824527,7.9897351768861,9.2806619444527
C12282,4.65900837781322,4.72832843395688,5.52875173081322,6.87009792095689
C02097,7.89390729393444,7.71629175585591,9.03213914993444,7.25444402785591
C00799,8.29442701008113,8.30208621257446,7.95859452508113,7.73012207657446
C01284,7.02698285550321,6.73281686482295,9.89531624650321,6.43187970482295
C01045,5.10638247525933,5.20657476762557,4.73568834825933,4.35336090362557
C11453,6.98635441654377,6.19979476518593,5.72108890054377,7.24562026918593
C07675,1.68441849850899,2.36014161612675,2.55144193050899,1.40001810312675
C06325,5.28396940053355,5.44967909057762,4.74830605753355,4.76313199857762
C14111,3.65365224295696,2.8354913785175,3.77544956395696,2.4705804775175
C16489,2.11620889838626,2.48453473629528,0.174410611386265,3.84540914529528
C00277,6.66424858242014,6.69394387679249,6.04237716842014,7.03995273079249
C00241,5.51320992367947,5.01808366772608,5.29812928967947,4.87944515872608
C00611,3.62685976482341,3.66523391458008,0.91535644482341,5.27057541158008
C02509,4.9692867793371,5.30253097418782,5.2406823503371,4.96002361318782
C13966,3.28931670825752,3.14419369453091,2.68602458225752,3.62581516353091
C07074,1.25563671118666,1.63684500914402,0.0187261681866593,0.708106325144023
C04832,6.48211806692066,6.63254880197346,7.51596826692066,5.73172081197346
C15524,4.30770053819983,4.46563301044715,5.67750487019983,4.76525003844715
C06312,2.21373449505538,1.56712527826943,1.59251138105538,1.15242936926943
C00432,3.43725952487152,3.40220768041687,4.78344753987152,1.96633634541687
C07557,6.23397034267544,6.27743176280718,6.98835919467544,4.17142981280718
C00580,4.4487846268755,3.7146912830597,4.1477050758755,3.8385524850597
C06417,8.20063126487184,7.91096501189072,7.61270165887184,8.25465192489072
C08179,4.70029705714811,4.03991843195758,4.18715786314811,5.93337664495758
C07490,8.02228553741984,8.31597665463608,7.72391426741984,8.82050956763608
C01951,5.83034482910469,5.98686877266384,5.42992026010469,8.50168964066384
C08277,3.52384997729704,4.01989628472142,3.66842541429704,3.08077837372142
C03686,1.77915354690351,1.29175175856922,3.18390468890351,1.63815146556922
C10216,3.96327719689465,4.53736305166568,5.17475554489465,6.25379016166568
C00082,7.36546378851554,7.8716717484495,6.83767987451554,8.3464747174495
C08299,5.41919170145657,5.94704572438665,4.61130753045657,6.27800556138665
C04164,4.58508518907274,4.19619045930437,5.17080656207274,5.00558162930437
C11124,2.77135240827248,2.93746392461175,1.97511670227248,2.77676031361175
C04874,8.67480825306307,9.05621445654498,9.54035658806307,9.21799872654498
C14790,3.60312911993371,3.50177878904324,2.64909446393371,3.86447848504324
C06988,6.76693334888361,6.01939406507693,6.69649285088361,5.21857882107693
C00007,6.61300794132913,6.6085447078197,7.97879804632913,7.4299709098197
C03495,5.69652351028744,5.28522482749677,7.18897635528744,6.54125843649677
C01111,7.69547625174906,7.27844391699636,7.37439965474906,7.61689016599636
C05960,3.72597063205809,3.51054646809001,4.89722223905809,4.11930574809001
C00243,7.79783139938431,8.58414239182267,8.35633182138431,7.72226346082267
C05856,7.46017143570888,7.83124171474788,8.04892709770888,7.78887671474788
C04525,5.58789826274354,5.97553909770765,6.48117120574354,5.99983883670764
C06719,10.9918395543711,11.8766750783384,12.8266977923711,10.8406785783384
C06753,5.20507634216026,5.6594511217617,5.06447173616026,6.9975277277617
C10912,4.38999226447431,3.97449632377703,2.31343176647431,3.48859255877704
C15481,5.55545542742478,5.96865757183006,6.36975481442478,6.34636756283006
C13993,2.0000774646519,2.12194291759542,3.6562870366519,4.57880846559542
C04760,2.60762090138059,1.77486423154038,5.65762415738059,2.33823304254038
C04695,3.16188447724717,3.39535945410629,2.11231797624717,3.02280676110629
C09538,5.27521823773001,5.41453260462004,4.01993648673001,5.67497032162004
C00642,2.92798730266835,3.54141793434551,0.693638663668354,1.64409329434551
C01188,4.07200039891863,4.37881401294432,1.48886414791863,4.65172854594432
C14654,4.96145163225387,4.7572806944534,6.12417711225387,6.1625618104534
C00366,7.25486710698665,7.56313159852007,7.91596325898665,6.40725138352007
C02330,5.48920938102919,4.97592565715112,5.36998894602919,3.45559104715112
C00744,6.42333678381877,6.57864257443612,7.20799727281877,6.98995681843612
C11853,2.52941649817863,2.38638769852901,2.32402293917863,0.789087320529007
C11569,2.93364814140207,2.68198655622998,2.63258114040207,0.962549823229985
C06427,4.21138968806719,4.76178926040017,4.12177257206719,5.87078636240017
C04521,4.10120162476503,3.85416781056469,3.28251810276503,4.00008415156469
C05235,4.51206485119063,4.66787638595767,4.10459281919063,5.24352069395767
C09253,6.84392675104996,7.49297114030339,5.21236089904996,8.32288099830339
C07884,7.99612712224297,8.14108150633559,6.91067699824297,11.2200161883356
C08825,5.5630684968851,5.95684546390962,5.5642965018851,5.56060653790962
C00596,4.91833705588851,5.73391461830316,4.29244675088851,5.34809000330316
C02362,4.93327574916561,4.48486903510531,4.93104278016561,5.15041722210531
C00681,3.67102179773936,3.68596372302179,4.11206929873936,4.00923055402179
C10770,6.88386339340934,7.41687156104911,8.23006806140934,7.39911491604911
C07839,4.67139467626687,4.90689075693555,3.93620583126687,6.00244001593555
C06144,6.58094050777172,6.08863079029738,6.84866550677172,7.16150555729738
C03047,0.985893506173079,0.908647561528504,0.923742642173079,1.2241625815285
C18132,3.73510020426468,4.11694459571853,2.22594763926468,1.62645343071853
C02130,7.24894574172754,7.73249391748602,7.22074368672754,7.84336929548602
C00653,3.34826795812636,3.53282764548426,3.02530883412636,4.88980046148426
C04052,6.95335079316657,7.70139466451987,7.82981871516657,8.59910443851987
C00308,1.50604860280252,1.00558715719051,-0.355814171197477,-0.385089968809493
C07114,3.38499525673273,3.48954741030165,2.10849554873273,2.91821597030165
C06002,3.98983430520008,3.73033168052109,4.26200445120008,3.98459597652109
C14446,1.93912599880848,1.2003428377995,3.25328205880848,0.709399404799502
C08273,5.41421622709743,4.94408326809739,6.40050825909743,3.64563545009739
C06639,3.87073100356227,3.70612381346807,4.81145462456227,2.20076335546807
C01011,3.87366471455768,3.94989838702841,5.14785407155768,4.58995778102841
C04636,4.4266519816606,4.88153770406303,5.1063211976606,3.38303020806303
C10101,7.3373312841262,6.89326878578975,5.4908610071262,5.54868093078975
C10257,9.04351015023149,8.63190964525366,8.66869023423149,9.27690247825366
C06470,4.4685229043015,4.52823498024109,5.9737075783015,5.76361285524109
C15568,4.84125416844282,4.72513622233821,4.47586299644282,4.99888853833821
C07078,4.47946789837941,4.9144736081059,3.06692611737941,4.7394975671059
C06337,6.30165301447348,6.70811637281154,6.56381067747348,5.55294741581154
C01861,6.91087213149949,7.26338221376247,6.77411176449949,5.70828710076247
C04170,12.2487227058812,12.457769809254,12.8457303968812,13.139099651254
C02074,3.44580549929968,2.97433366216483,4.81557607029968,3.97101456516483
C01024,-0.0614537255460554,-0.0335587463435492,1.06830188445394,-1.41374170434355
C16257,2.58369192704297,2.6090744813408,1.15564965704297,2.7085407903408
C02096,3.75716829958055,4.12413248161834,3.14847926458055,3.65265860061834
C03823,7.81883383837986,7.3430156025478,8.93174746137986,7.9981612385478
C00455,6.16034478259658,6.33895022070652,6.67760926059658,5.26283137870652
C04422,5.4904709786772,5.43983223575048,6.0124590976772,4.96139688075048
C06580,3.63354565149267,4.00960721438789,5.16083777449267,3.45061979038789
C06411,7.71596083435346,8.35714424356904,8.93140067135346,7.12435363156904
C13636,2.5632010652494,2.30529787158658,1.5829388472494,3.93640158458658
C13008,3.97976504316004,4.71086494137942,3.41197287916004,3.67254351937942
C03920,10.1721140964993,9.84348671956831,9.84218137249925,8.59026118856831
C03127,3.5218766668938,3.53193527233289,3.42884416989381,3.29882330233289
C08587,3.33107683465451,3.82254017125171,3.50853095865451,3.63494242725171
C03901,4.57436022399012,5.033743028586,4.85423917599012,5.474153109586
C02988,5.10568395647428,6.29515160153665,4.70720130647428,5.58336857953665
