cont1	cont2	bcpd	bcpd2
NA	3.45594202840534	3.38410009906889	4.5622495767091	4.49568359850581
(24R)-24-Methylcycloarta-25-en-3-beta-ol	4.5594124424422	4.50011851326815	5.09714718587396	4.87902059525786
4-Guanidinobutanoate	4.96521774714176	5.0531152525528	4.25152804262488	5.6700035205177
(6Z)-Octadecenoic acid	6.24275145165263	6.89345456513503	7.82156895205219	7.87453499397702
di-trans,poly-cis-Undecaprenyl diphosphate	7.5644480814926	7.01352591536129	8.20255891925295	6.69551717063372
Pyridoxine	3.50580642430955	3.73374897879273	4.91809308687924	4.05547018525517
Gibberellin A19	3.82914198611801	3.36966291589721	3.18077952393898	4.67401596868686
Colistin sulfate	7.07383174720011	6.5753716512912	7.11045305209169	6.22288917274469
1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate	5.94637654357083	7.36606586765698	5.39594701855207	6.82579421904473
Taxifolin	1.09657829101919	0.716912893299173	0.211777098572747	-1.70096759806581
Podecdysone B	5.31517537511661	6.042818360724	4.95503819761997	6.95485646230434
myo-Inositol 4-phosphate	3.51988169329126	3.25630598707279	3.74808855555454	3.08853419240771
N-Methyltyramine	6.60383881325266	6.25039944983907	7.81010364575797	5.20868155988124
(E)-3,7-Dimethylocta-1,6-diene-3,8-diol	2.99808079470271	2.01979131345232	2.67411873292898	1.42861036927356
NA	4.3724075722073	4.63915242941176	4.84266824769315	6.1016281396339
Adenine	4.44984592926773	4.25474481522343	3.58054560560008	4.41933756799476
Deoxynucleoside phosphate	5.54814220887561	5.62895557996972	4.42954280166579	4.00028071008717
12-Keto-leukotriene B4	7.37049021197154	7.20736097929515	8.4251054005498	6.53885806806474
Acroptilin	4.9109438172496	5.19362357483323	5.8791681933915	5.12589494342098
N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate	2.54643728065116	2.69341909762185	3.61664457697399	1.65133638502024
Oxycodone	0.89063730211351	0.350470739611342	0.0534173590186164	0.00746925843590718
3',5'-Cyclic AMP	3.72214969526637	3.46943205277427	5.32425454570563	3.00349800594069
3-Hydroxy-palmitic acid methyl ester	8.73395775244043	7.84752817983845	8.42290825014927	8.55599315584031
Aristolochene	2.6399761793022	2.30935620271278	1.3121575164832	1.88616734634788
(R)-2-Ethylmalate	3.01082285087714	3.64180580591336	2.00295732275366	2.89257412173247
Vitexin 2''-O-beta-L-rhamnoside	4.27288889205839	4.17841836096941	4.31641373606729	4.74628046907665
3,6-Dichlorocatechol	4.07771754775326	3.65578387579632	4.94689090796421	1.25353248045839
Triacontan-1-ol	2.3599721322572	2.25497816299365	3.31678582978265	2.38820697159905
4-Hydroxy-2-butynal	4.27960591015581	4.98095361264611	4.67533093580697	5.2946697287787
1,2-Dehydroreticuline	3.38784009067649	3.11736412279706	3.72326648426298	2.96067317408451
Brevetoxin A	3.13780244676289	3.68204924964157	1.7315081900343	5.1804849684632
Guanine	1.96377012544557	1.76836397242791	2.06713175429249	1.30923837956296
Cyclopentanone	3.39147939695113	3.18401063625889	2.90780166671306	3.38058159890543
(S)-3-Hydroxyisobutyrate	3.7664657400442	4.11510429681421	4.01361452884408	4.71960265927107
2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	4.58193866252051	5.04294284616025	4.43891906519261	5.72837218871969
Dolichyl diphosphooligosaccharide	3.63397754906426	3.51160765848723	4.78143479080376	3.49394249178703
alpha-Cellobiose	8.81457161946434	8.95210680107234	8.89665423097713	8.86872441909704
Tetracenomycin D3 methylester	3.58023234065817	3.28936457790931	5.73096452189555	3.60236977844871
beta-Chamigrene	5.96404510970941	6.39402940721316	5.77142607009882	6.90781616066045
Diphenylamine	4.19239260309424	4.56038044439495	5.60107727635297	5.02856446925402
2-Methylpropanal O-methyloxime	4.93388352826632	4.35504745445549	5.14613483528898	3.62158820495575
O-Acetyl-L-homoserine	-0.210461527037042	-0.0387361835912703	-1.46446453976689	0.964378534337011
2-Indanone	4.97322006560236	4.2749936163997	6.05358511832993	4.97299839950599
3alpha,7alpha-Dihydroxy-5beta-cholestanate	6.7959525249781	6.46077096235238	6.6567589623401	5.73539803338245
Pyrene	3.28569950765763	3.0426825682678	3.41424666026638	5.65302747086031
Ifosfamide	-1.46522084735977	-1.32399414782624	-1.12449341369662	-1.61693289178569
(-)-Columbianetin	4.70122637835062	5.07743854005324	5.53964493071051	6.48036554797563
Psychosine sulfate	4.27645257682758	4.57883245011246	5.93328297426127	7.83905294518485
D-Glucarate	5.28036181031266	4.74419751627192	3.44544420313758	5.61433710070603
Nona-2,6-dienal	5.63119039041996	5.08176152847364	5.69476667121317	5.01612688676645
Chrysene	5.40745656313174	5.23339586377984	5.24740538479242	4.37709339543277
Permethrin	0.644392173452711	1.73042651817203	0.160550859052882	-0.119537406868436
(11E)-Octadecenoic acid	2.24690327208171	2.25131715052277	2.49099226970373	2.15959295431721
N,N-Dimethylhistidine	3.58689606637143	4.60324246425983	3.53610449612103	6.07149277370808
3-Dehydrocarnitine	8.48894375363696	8.50054466748997	8.31571483263898	9.23551505609547
3',5'-Cyclic GMP	6.52726065587077	5.8205110597834	6.70258390516071	5.56255192217742
Chloroprocaine	4.98587445126113	5.08486555160373	5.70884604470599	6.62726767588986
NA	7.51690439375844	7.04724501864042	9.13955541160382	8.67868362378528
Ceftriaxone	5.53973287329095	5.08549888023437	5.07671322339361	3.39648686325861
Oxyacanthine	7.89906100832206	8.26267928965495	8.13246439133914	7.49068667335191
2-Oxopentanoic acid	4.6395917496511	5.03370554302026	6.91364911071982	5.21034490870713
3-Hydroxypimeloyl-CoA	6.16346357670894	6.55973230870379	6.79521303974239	6.50203416626306
L-Histidinol phosphate	7.4165650301254	7.88181102071409	6.81033080128435	8.40326994847339
Phosphonic acid	6.94039676114079	6.19351550799988	8.29730585743888	4.58350733025733
Prostaglandin D2	5.32477790612399	5.00991534629154	6.67198512462468	5.09811672185959
1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate	4.34967033117989	4.39597323743518	4.23517959983121	4.48471646972202
2-Aminomalonate semialdehyde	4.65372104940295	4.52386766770654	4.69268372889935	4.24005616468393
2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate	3.80027908390608	3.82748562661811	5.90341322329199	5.53511552462488
4'''-Demalonylsalvianin	2.52636413577545	2.32710154874989	1.34870856273974	1.57407370681737
Cyhexatin	2.94423460412566	2.69300668963496	2.87220289437833	2.11880899359006
Cobyrinate	4.58855305731958	4.93696337570848	4.17595804420205	5.83121476814925
Isopimpinellin	1.93451127988395	1.19758848657039	1.26329960044976	0.490267588732426
Orotidine 5'-phosphate	6.24664430876191	6.11298095679769	5.49415705222862	3.2490934518728
7-Methylguanosine 5'-phosphate	8.07319033509551	8.21405785432531	7.86435832963643	7.66708758453366
Gibberellin A3	2.98626551411673	2.82302778933129	3.95981727341524	2.51776636698477
17alpha-Hydroxypregnenolone	6.4229793080709	6.45334576740543	4.98065408240168	9.37780622048277
1,4-Cyclohexanedione	6.37658228998441	5.84417901322356	5.80294215317771	5.36566567434855
1-Deoxy-D-xylulose	4.2880916150638	4.59222691334489	2.69307669571654	3.8668726770534
D-Mannose 6-phosphate	5.53262007678498	5.52206892592513	4.48745747790172	4.94319142058414
3,6-Dideoxy-3-oxo-dTDP-D-glucose	6.7271597986193	6.26259551228326	6.39894725804277	6.20967926265597
Diethylpropion	6.89268541964057	7.22563345316599	4.98877429437124	7.1098181691557
NA	6.14963381143973	5.72331350684402	5.96129564885838	5.38268901773689
4-Chloroacetanilide	6.86088401136746	5.94941916301352	7.468286456989	8.47438254326494
2-Oxoaldehyde	5.06159443970891	5.18173748324392	4.7260271522652	5.29283442787775
7alpha-Hydroxy-5beta-cholestan-3-one	4.2353735965285	4.03339866163509	4.49951715290086	3.8043118779426
Imipramine	5.86130504128425	6.39648047075398	4.24677538721373	6.40806108188343
Tetradecanoic acid	6.53459293496803	6.43715863576043	6.37102644556641	6.77665645105568
(R)-2-Hydroxyacid	5.19953556821947	5.17540907060332	5.02812847663353	5.7479389790315
NA	2.89873828410388	3.21795266200142	1.73994350991584	2.27295626279004
Neoxanthin	4.251714651243	4.06573613346563	4.90112410864937	4.8083663790053
5alpha-Cholestan-3-one	6.71960074416376	6.87265345487555	5.39714945832946	7.11085877549564
1-Octanal	7.14128585775094	6.98847465530891	3.87878074055308	5.63870394468433
beta-Tocopherol	1.92494099988399	2.31548536459682	0.886631695445114	1.26090480893516
2-Furoyl-CoA	4.05621578357636	3.67658916511216	4.88151027144687	3.44589900312712
Dihydropteridine	4.91449237802859	5.01507115650098	4.38896420632844	5.34020986303948
Taxa-4(20),11(12)-dien-5alpha-acetoxy-10beta-ol	6.07999080302075	6.11114253167717	6.4290931840637	6.6894786410651
Quercetin 3-sulfate	2.67382257869095	3.02700570010241	3.46792498060404	3.41497206921064
UDP-galactosamine	9.03405067527315	9.27675819039907	8.9910204202412	8.6651563928763
Dehydroepiandrosterone sulfate	5.95617713345476	5.89231480626973	5.73763273695736	6.82710997535946
3-alpha(S)-Strictosidine	7.46114351488948	7.08525075463296	6.10572557978232	6.8340997179132
Propiconazole	4.30144639191393	4.49320430036955	4.881686386223	6.54719122523299
(9Z,11E,13E)-Octadecatrienoic acid	4.35361185401215	4.22599914705712	3.40019844232078	6.54643738466484
Dimethyl sulfone	6.12372805608414	5.90727231787362	6.12512577230437	5.04903767370338
alpha-Pinene-oxide	7.74197548414529	7.10195080179431	6.63011651521033	7.93038446992052
1-Octanol	6.57978326036856	6.40036785299935	4.83512683375903	4.20195792648184
Psychosine	4.03779356266865	3.31345959231461	3.98310980292303	4.06789909272129
Bicalutamide	5.48248917060813	5.85380935508635	5.47213356615231	5.19289217440898
Glyphosate	6.05053938680677	5.35809684695677	8.095623517875	5.73970903774928
Prostaglandin B1	4.77593259995435	5.00897312061537	5.37463269274153	5.76440874310408
Acetyltropine	7.27038666300902	7.05536975072188	9.33316769132005	7.60917483946467
3-Methylsalicylate	7.85452111478334	8.16094011777526	8.46670911795386	8.37689799587267
L-1-Aminopropan-2-ol O-phosphate	4.57163880000542	4.7818915177448	4.84391320817455	4.07425745501229
1,3,4,5-Tetracaffeoylquinic acid	7.71894440349931	7.39318951667566	8.52792389568916	9.46370605514449
S-(2-Methylbutanoyl)-dihydrolipoamide	3.09537920068536	3.58398730886802	4.29765621192963	3.94811073300926
(4S)-4,5-Dihydroxypentan-2,3-dione	3.6039812660736	4.14843097612122	1.62920538619838	3.99586207784444
Ribonucleoside triphosphate	8.38801222943623	8.31821667160476	9.68086090496174	9.48212218716677
EDTA	4.08127898768499	3.58311119178416	4.69426064834811	3.57032012957227
3''-Adenylylstreptomycin	3.85788091734253	4.05376716754516	3.03010305721054	5.72164207222534
Pyruvophenone	7.12118460856129	7.12510099909704	7.54062149983332	8.33712953293427
Adenosine 5'-phosphoramidate	8.43698194551765	9.05696577384417	7.82174979847896	7.15819722172967
Sedoheptulose 7-phosphate	6.90087638967501	6.65402175410789	6.21455735808854	6.95527196819436
(3Z,6Z,9Z)-3,6,9-Dodecatrien-1-ol	0.169200992798678	-0.339645885142006	-1.2514928626068	-2.66565399008338
Hydrocortisone succinate	6.92310303429921	6.56478002043884	6.36086283314643	6.6592256537522
Oseltamivir phosphate	5.98543969047305	6.08708350411613	7.81197779814419	7.18183957831885
Antipyrine	6.04130199194373	6.60664991160862	6.28108195271824	6.92825451321575
2',3'-Cyclic nucleotide	6.08805078393927	6.07880238013785	5.09256636635768	6.81477796632214
Xanthine-8-carboxylate	1.82800063376312	1.99249541944943	2.87972540307804	3.14480252319798
Chloroquine	4.93234768919267	5.19184007337204	4.64433274094957	5.88020898752203
Methyl salicylate	6.79098648933262	6.81573149173041	6.00763249154361	5.31140066894057
2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate	2.63494699949158	2.99618562071665	0.92565196651951	3.23318172168986
Tertiary amine	1.58971700555756	0.928749000485914	1.87672872943343	1.83812424688073
1-Naphthol	4.50934325394713	4.42012953009058	3.37698260591311	4.48090912676489
9'-cis-Neoxanthin	4.80988692695084	4.72201500294309	4.79744460397744	5.02104855897518
(R)-N-Methylcoclaurine	4.01490280689635	4.22358085180771	2.5471471315828	3.48754800897678
4,4'-Biphenyldithiol	4.09971305048212	3.8415557357038	4.27936775928402	4.29071737786603
NA	4.53797350651612	4.97876836091442	5.25504084547151	7.0215990258867
Gibberellin A29	5.69064226801282	5.36484598158369	6.15770330983236	6.07852669323963
beta-L-Galactose 1-phosphate	2.61685437888217	2.84123017113528	2.20569194754249	3.84337859707585
Glycine	4.33731020263407	4.56044232541604	4.42809608131648	4.23017460893761
N-Acetylglucosamine 4-sulfate	6.00148611992757	6.05310881396473	5.66387488215542	6.18642337762324
Succinimide	4.65304675099099	4.52452499203186	3.56214729419657	6.39198970819276
Prenyl-L-cysteine	5.51447908177973	5.55263779065486	5.69512512981183	6.25170700886147
Dibucaine	3.76234583579392	4.3626143372717	4.18669680771574	3.63960646026372
Yohimbine	2.78115608987795	3.00138400106445	1.51622796286783	4.86900543271708
L-Aspartate	0.659329544343707	0.849516711480186	2.03046096301166	0.938329534985144
2,3-Dinor-8-iso prostaglandin F2alpha	4.93739386437936	4.99114461931919	5.00970916566352	5.24192985994267
Trimethobenzamide	4.47920304990627	5.4116225082354	4.05473662823102	5.98927774665457
2-Hydroxydibenzofuran	6.06886094428321	5.84145109270647	5.22992692181126	4.65785779381802
Astaxanthin	3.88112126805353	4.24760709720549	1.16213105945363	4.12817010638086
Atherospermidine	8.21674037023467	7.92020497571712	9.14303258668471	8.3954920698432
2'-Aminobiphenyl-2,3-diol	6.11327950016426	5.86547287341102	7.16990035977772	7.72481944740924
Undecylenic acid	5.37124495483542	5.25118029518877	4.5845400292641	5.65454116690692
Anthemis glycoside A	2.92118338816085	2.3467728093414	2.24205565496009	1.80937154453696
E-64	4.273235915926	3.90812700460402	3.73533453234604	4.10775340371268
Alangiside	2.24621883403826	2.54128848672407	4.26404588697945	3.19499004957269
(+)-Neomenthyl O-beta-D-glucoside	3.92905452258171	3.82460146129978	4.06988167223581	5.07708538607
(R,S)-Tetrahydrobenzylisoquinoline	5.54966941934816	5.20635790638	5.54146313733548	5.00570309865081
L-Noradrenaline	7.6313911028861	7.1621239824527	6.83963489083686	8.13056165880849
Polyvinyl acetate	4.65900837781322	4.72832843395688	5.52875173087225	6.87009792105927
dTDP-galactose	7.89390729393444	7.71629175585591	9.03213914985447	7.25444402746792
Isoflavone	8.29442701008113	8.30208621257446	7.95859452474232	7.73012207624631
1D-myo-Inositol 1,3,4,5,6-pentakisphosphate	7.02698285550321	6.73281686482295	9.89531624628055	6.43187970457523
N-Formyl-L-glutamate	5.10638247525933	5.20657476762557	4.73568834872479	4.35336090336818
2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	6.98635441654377	6.19979476518593	5.72108890025238	7.24562026948158
Pioglitazone	1.68441849850899	2.36014161612675	2.5514419300641	1.40001810272366
2-Quinolinecarboxylic acid	5.28396940053355	5.44967909057762	4.74830605766773	4.76313199809047
5,6,7,8-Tetrahydro-2-naphthoic acid	3.65365224295696	2.8354913785175	3.77544956441218	2.47058047748559
Fructoselysine 6-phosphate	2.11620889838626	2.48453473629528	0.174410610915299	3.84540914529608
NA	6.66424858242014	6.69394387679249	6.04237716848108	7.03995273040983
Amide	5.51320992367947	5.01808366772608	5.29812928928008	4.87944515866472
N-Acetyllactosamine	3.62685976482341	3.66523391458008	0.915356444892125	5.2705754111188
3-(ADP)-glycerate	4.9692867793371	5.30253097418782	5.24068234995806	4.96002361341814
NA	3.28931670825752	3.14419369453091	2.68602458257	3.62581516315901
Lovastatin	1.25563671118666	1.63684500914402	0.0187261681631152	0.708106325020589
Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	6.48211806692066	6.63254880197346	7.51596826684662	5.73172081244999
Phenylglyoxylyl-CoA	4.30770053819983	4.46563301044715	5.67750487066002	4.76525003850822
L-Tagatose 6-phosphate	2.21373449505538	1.56712527826943	1.59251138078068	1.15242936917312
NA	3.43725952487152	3.40220768041687	4.78344754036012	1.96633634553142
2,3,7,8-Tetrachlorodibenzodioxin	6.23397034267544	6.27743176280718	6.98835919496686	4.17142981260574
Dimethyl sulfide	4.4487846268755	3.7146912830597	4.14770507552679	3.8385524848311
D-Valine	8.20063126487184	7.91096501189072	7.61270165912031	8.25465192515821
Methylprednisolone acetate	4.70029705714811	4.03991843195758	4.1871578635894	5.93337664472358
Trichloroethanol	8.02228553741984	8.31597665463608	7.72391426764368	8.82050956790341
Piperitenone	5.83034482910469	5.98686877266384	5.429920260366	8.50168964098488
Sebacic acid	3.52384997729704	4.01989628472142	3.66842541458662	3.08077837416286
O-Methylsterigmatocystin	1.77915354690351	1.29175175856922	3.18390468918479	1.63815146588702
Daidzin	3.96327719689465	4.53736305166568	5.17475554513525	6.25379016124688
L-Tyrosine	7.36546378851554	7.8716717484495	6.8376798748352	8.34647471735109
Bufotenine	5.41919170145657	5.94704572438665	4.61130753092103	6.27800556124117
trans-Cinnamoyl beta-D-glucoside	4.58508518907274	4.19619045930437	5.17080656172945	5.00558162882767
Spiroxamine	2.77135240827248	2.93746392461175	1.97511670207125	2.77676031402441
2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine	8.67480825306307	9.05621445654498	9.54035658757323	9.21799872672371
1-Naphthylamine	3.60312911993371	3.50177878904324	2.64909446394711	3.86447848543826
beta-1,2,3,4,5,6-Hexachlorocyclohexane	6.76693334888361	6.01939406507693	6.69649285110997	5.21857882112238
Oxygen	6.61300794132913	6.6085447078197	6.30730264783614	5.75847551173608
Deoxy-5-methylcytidylate	5.69652351028744	5.28522482749677	7.18897635512687	6.54125843646544
7,8-Dihydroxykynurenate	7.69547625174906	7.27844391699636	7.37439965451151	7.61689016598741
15-Keto-prostaglandin F2alpha	3.72597063205809	3.51054646809001	4.89722223876894	4.11930574817894
Lactose	7.79783139938431	8.58414239182267	8.35633182164148	7.72226346081373
Thiamine aldehyde	7.46017143570888	7.83124171474788	8.04892709764221	7.78887671501767
Fecosterol	5.58789826274354	5.97553909770765	6.48117120606395	5.99983883669412
Dihydrophloroglucinol	10.9918395543711	11.8766750783384	12.8266977921568	10.8406785787822
2-Chloroethanol	5.20507634216026	5.6594511217617	5.06447173594069	6.99752772803382
Buprofezin	4.38999226447431	3.97449632377703	2.31343176634641	3.48859255923833
N-Acetyl-D-quinovosamine	5.55545542742478	5.96865757183006	6.36975481483851	6.34636756323103
Ciprofloxacin hydrochloride	2.0000774646519	2.12194291759542	3.65628703651156	4.57880846540735
3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	2.60762090138059	1.77486423154038	5.65762415763362	2.33823304286608
5-O-(Indol-3-ylacetyl-myo-inositol) D-galactoside	3.16188447724717	3.39535945410629	2.11231797629247	3.0228067613673
Qing Hau Sau	5.27521823773001	5.41453260462004	4.01993648679724	5.6749703212067
4-Hydroxyphenylacetate	2.92798730266835	3.54141793434551	0.693638663796881	1.6440932942118
3-Hydroxy-2-methylpropanoate	4.07200039891863	4.37881401294432	1.48886414784989	4.65172854628298
12alpha-Hydroxyprogesterone	4.96145163225387	4.7572806944534	6.12417711272193	6.16256181017282
Urate	7.25486710698665	7.56313159852007	7.91596325884457	6.40725138335243
UDP-L-iduronate	5.48920938102919	4.97592565715112	5.77274830138462	3.85835040264647
Macrocin	6.42333678381877	6.57864257443612	7.20799727245092	6.98995681852898
Gibberellin A14 aldehyde	2.52941649817863	2.38638769852901	2.32402293921562	0.789087320501648
2,2'-(1-Phenyl-1H-1,2,4-triazole-3,5-diyl)bis-phenol	2.93364814140207	2.68198655622998	2.63258114039057	0.962549822988344
(9Z,12Z,15Z)-Octadecatrienoic acid	4.21138968806719	4.76178926040017	4.26686831209894	6.01588210244182
2,7-Anhydro-alpha-N-acetylneuraminic acid	4.10120162476503	3.85416781056469	3.2825181029104	4.00008415138723
Hydroxyacetone	4.51206485119063	4.66787638595767	4.10459281915727	5.24352069379342
Vobasine	6.84392675104996	7.49297114030339	5.21236089874494	8.32288099834411
Dextroamphetamine	7.99612712224297	8.14108150633559	6.91067699860005	11.2200161883217
Lophenol	5.5630684968851	5.95684546390962	5.56429650212898	5.56060653810886
2-Hydroxy-2,4-pentadienoate	4.91833705588851	5.73391461830316	4.29244675087212	5.34809000343716
2-Oxosuccinamate	4.93327574916561	4.48486903510531	4.93104277998957	5.15041722192237
1-Acyl-sn-glycerol 3-phosphate	3.67102179773936	3.68596372302179	3.48180288442608	3.37896413945014
Bilobol	6.88386339340934	7.41687156104911	8.23006806111978	7.39911491562609
Ethotoin	4.67139467626687	4.90689075693555	3.9362058315357	6.00244001634631
3-Butynoate	6.58094050777172	6.08863079029738	6.8486655070677	7.16150555778873
Arcaine	0.985893506173079	0.908647561528504	0.923742641809536	1.22416258103234
3''-Hydroxy-geranylhydroquinone	3.73510020426468	4.11694459571853	2.22594763901852	1.6264534312084
Acetyl-maltose	7.24894574172754	7.73249391748602	7.22074368626303	7.84336929507683
Poly(ribitol phosphate)	3.34826795812636	3.53282764548426	3.0253088337688	4.88980046155131
5-Carboxy-2-oxohept-3-enedioate	6.95335079316657	7.70139466451987	7.82981871482392	8.59910443853711
Canavanine	1.50604860280252	1.00558715719051	-0.355814171425741	-0.385089968953084
3-Oxo-3-phenylpropanoate	3.38499525673273	3.48954741030165	2.10849554894931	2.91821596993543
(S)-Methylmalonate semialdehyde	3.98983430520008	3.73033168052109	4.2620044512571	3.98459597681146
Tris(butoxyethyl)phosphate	1.93912599880848	1.2003428377995	3.25328205844111	0.709399404982882
2,5-Dihydrophenylalanine	5.41421622709743	4.94408326809739	6.4005082590212	3.64563545056522
2,2-Bis(4'-chlorophenyl)ethanol	3.87073100356227	3.70612381346807	4.81145462478186	2.20076335578406
(3S)-Citramalyl-CoA	3.87366471455768	3.94989838702841	5.14785407122628	4.58995778078421
1-Acyl-2-linoleoyl-sn-glycero-3-phosphocholine	4.4266519816606	4.88153770406303	5.10632119797892	3.38303020808023
(-)-Usnic acid	7.3373312841262	6.89326878578975	5.49086100741882	5.54868093096783
4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene	9.04351015023149	8.63190964525366	8.66869023388444	9.27690247775484
Muramic acid	4.4685229043015	4.52823498024109	5.97370757809505	5.76361285477906
7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate	4.84125416844282	4.72513622233821	4.47586299622247	4.99888853868697
Lomefloxacin	4.47946789837941	4.9144736081059	3.06692611785569	4.73949756707487
Terephthalate	6.30165301447348	6.70811637281154	6.56381067761794	5.55294741621501
Trithionate	6.91087213149949	7.26338221376247	6.77411176479689	5.70828710115085
13-(2-Methylcrotonoyl)oxylupanine	12.2487227058812	12.457769809254	12.845730397208	13.1390996507905
Raucaffricine	3.44580549929968	2.97433366216483	4.81557607037584	3.97101456547321
Hydroxymethylbilane	-0.0614537255460554	-0.0335587463435492	1.06830188398784	-1.41374170472985
(R)-Phenyllactyl-CoA	2.58369192704297	2.6090744813408	1.1556496574621	2.70854079060102
beta-D-Xylose	3.75716829958055	4.12413248161834	3.14847926458856	3.65265860015577
2-(2-Hydroxyacyl)sphingosine	7.81883383837986	7.3430156025478	8.93174746109913	7.99816123877286
Nicotinamide D-ribonucleotide	6.16034478259658	6.33895022070652	6.67760926092254	5.26283137850535
N6-Alkylaminopurine-7-beta-D-glucoside	5.4904709786772	5.43983223575048	6.01245909739728	4.96139688104578
2,3-Dihydroxy-p-cumate	3.63354565149267	4.00960721438789	5.16083777457947	3.45061978992985
NA	7.71596083435346	8.35714424356904	8.9314006717274	7.12435363127907
4-Hydroxyphenyl acetate	2.5632010652494	2.30529787158658	1.58293884727978	3.93640158412936
Edaravone	3.97976504316004	4.71086494137942	3.4119728790123	3.67254351947987
2-(Methylthio)ethanesulfonate	10.1721140964993	9.84348671956831	9.84218137241766	8.59026118812262
L-Isoleucyl-tRNA(Ile)	3.5218766668938	3.53193527233289	3.42884416940083	3.29882330262412
beta-Carotene 5,6-epoxide	3.33107683465451	3.82254017125171	3.50853095897233	3.63494242683063
Thiomorpholine 3-carboxylate	4.57436022399012	5.033743028586	4.85423917614135	5.47415310923024
L-Histidyl-tRNA(His)	5.10568395647428	6.29515160153665	4.70720130609441	5.58336857947184
NA	3.38175585723285	3.57981962226538	1.98479496289368	4.88517460182212
Isoamyl  acetate	3.13027949349446	2.95876170942937	2.45822356721178	2.77773785744599
17beta-Hydroxy-5alpha-androst-1-en-3-one	3.38833988733747	2.72655705675006	4.01532136560037	2.91250301111879
NA	9.66071690533218	9.66775199202524	9.81528484263012	9.37095640802847
Gibberellin A36	4.35178897465644	4.22006735892436	3.57015465098877	3.9448645434248
Octanoyl-[acp]	8.41984546848327	8.52129558754873	7.60930404216146	8.0856158289278
Indole-3-ethanol	9.56603203313721	10.0429185015526	9.83777163304975	10.8198347695132
Histidine	6.25364653607426	5.94917342667829	7.03254485439182	6.67971980134301
Coproporphyrinogen III	5.18249438909934	5.38238331973582	8.16270943963541	5.60934496090413
5,10-Methylenetetrahydromethanopterin	5.4711833559394	5.31929062959456	5.90445861821954	4.79561680616895
2-Amino-3-oxoadipate	5.27542353433178	5.50045618688251	4.89958215451118	6.35905562933221
Ursolic acid	6.64545510793944	6.77666618915861	7.70862372838971	4.44493277413458
DNDS	4.95714358243921	5.12075825963954	3.42809458180597	5.46629254433219
2-Ethyltoluene	6.1690981474756	5.87524200298143	5.34479337452789	6.1801439681934
Choline sulfate	2.46313613724915	2.11191447112933	2.10607430360865	1.76893915972577
Alizarin	1.52529969481499	1.58913282426672	1.66212554639193	3.44235141236316
2-Acetyl-1-alkyl-sn-glycero-3-phosphate	5.39306414285681	5.60339851485618	3.37438622225668	5.41571837259574
Glycyrrhizinate	7.04939935778184	6.89153916689518	7.95908939984464	4.68697000924088
Cholesterol-5alpha,6alpha-epoxide	6.29014607975779	6.69917731273891	7.50874518653984	5.91065274705291
N2-Succinyl-L-arginine	3.51638372623237	3.13663104623881	2.92588952390944	3.60717114943347
1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate	0.506279571550874	0.306441514354755	-0.248516706312864	-1.19332787426443
Granaticin	1.97602733250391	1.88530682811653	-0.151075702007572	0.879464608056611
Proflavine	1.27287986786107	0.596435133777349	2.14763802678613	-0.761380299671015
hn	8.08738064089009	8.47851140831667	6.14160308947965	8.07781656932858
NA	6.04421490241679	5.66261237704037	5.51972430972864	4.19873859126309
5-Oxohexanoic acid	4.60176979555861	4.32077446619654	5.34565163151993	4.24758472014576
cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid	2.58150335393874	2.47660941430987	3.6915808691079	2.48207362074412
Fluvalinate	4.15627006965168	3.71670906309287	2.79211102825743	3.04685178779145
UDP-L-Ara4O	5.17351469838801	5.06954208705444	5.6714709830205	4.73136356774725
4-Hydroxymethylsalicylate	2.96754538095562	3.28157715857072	3.67729185189422	2.20182999001041
Tetrabromobisphenol A	7.08950490075195	6.62507124229311	6.08705428773596	6.47005788146766
3-Methyladenine	3.38643994995167	2.98761647711567	3.29556505719187	3.84207494028583
3-Oxotetradecanoyl-CoA	3.66262519154673	3.35666024834953	3.64396874026281	4.21245183559493
N(6)-[(Indol-3-yl)acetyl]-L-lysine	7.07509470709428	6.82301898210906	6.87527468520971	7.40518351655413
Hydroxylaminobenzene	4.32343193093694	4.07232518283905	3.55933220883671	3.48726197045331
1-Phosphatidyl-1D-myo-inositol 3-phosphate	2.16889890299849	1.96419943230578	4.1883991554182	1.81754939630325
CoA-glutathione	5.61377142660474	5.89238108143687	5.38877236844286	6.92147073408596
Metformin	3.67366997466244	3.12468774443394	3.801656457807	2.87654712869839
