Compound ID,cont1,cont2,exp1,exp2
C06585,7.190375496,7.60918177,7.888675073,7.558070546
C15599,7.680960086,7.835465675,8.064214585,7.365995284
C14329,5.228811093,5.786044899,5.230130287,5.886625092
C03918,4.215470759,4.329354625,2.812532728,4.077157159
C08639,8.304715686,7.939924792,8.907248461,7.369179431
C12093,2.512604782,2.304120533,2.407085898,1.422385109
C12115,3.176148258,2.931034453,2.446873826,1.03999204
C06947,6.700086944,7.323268434,6.972987309,7.670679065
C05259,3.14937401,2.857655206,2.928938117,4.26052282
C02614,6.787162429,6.185582077,6.204852646,6.919665324
C03568,3.117980524,2.891265726,5.05541664,2.394758237
C15557,6.077904188,5.236122739,5.5236181,4.96762873
C05313,4.636051204,4.848343975,5.976014361,4.980832535
C00330,6.78353519,7.430608844,6.376120214,8.350384439
C03197,7.65841641,8.132229153,7.213152194,9.900738768
C00707,4.79306775,5.543601096,4.842830251,5.615652536
C00795,6.230129221,6.047818871,5.431028512,6.600759469
C06810,1.400455209,1.668148282,0.633061606,3.671429856
C03107,4.474589717,3.961386743,5.168000327,4.000943273
C12642,2.579716246,2.421036207,-0.111687325,2.339805874
C03995,5.408954505,5.361533285,4.868950408,6.712329798
C15584,4.972011791,4.589125752,4.645383922,4.358646375
C04731,4.52959832,4.697053416,3.76057389,4.470947198
C10682,4.623362692,4.580490822,4.779976478,5.124731157
C14568,6.902566138,6.782998716,7.793003485,6.217804016
C03243,4.691970428,4.81587865,3.538735257,4.333270756
C00830,8.70848901,8.810361576,8.157834361,8.283882291
C03548,1.191665291,1.262252644,2.949796468,0.905210835
C09754,5.718599404,5.288726525,7.996997526,5.770870272
C00493,9.229069892,9.270811667,7.661231648,9.846990115
C05787,2.728502026,2.243622119,1.983856405,3.298992612
C01230,3.407488028,3.580083489,3.255031115,3.349604112
C02645,4.2048611,3.319633528,2.988591528,3.125327593
C00729,5.183448083,6.278236184,5.65090024,4.722862791
C01251,4.522611852,4.628575669,7.082536572,2.667405114
C05337,4.076075273,3.468458709,5.817747693,3.679920623
C01646,8.852681215,8.850664455,6.856164815,7.646345496
C02355,5.24410963,4.26758997,4.212687361,6.510331158
C03486,7.184101153,7.303653513,7.628966941,7.779925918
C00627,-0.944514951,-1.850690607,-0.777716142,-1.746428758
C04268,7.256978102,7.088707684,8.914178616,6.915361509
C00944,7.624000258,7.575189943,7.444136462,8.578461037
C11539,4.034784054,3.883102387,3.576025578,3.31808183
C09885,4.550282007,4.214488062,4.528497124,3.387154003
C07456,8.335530622,8.608292715,8.14091451,10.84749006
C09239,5.082437065,5.410996257,4.372448141,6.910802318
C09625,7.076349691,6.428203973,7.536433517,5.252539504
C14777,6.175285867,6.138968602,3.780502382,5.35268225
C09314,4.683400846,4.221641018,4.070847825,4.996724402
C10256,4.41582917,4.122542542,3.773052652,3.870345076
C01987,2.160202073,2.506697602,2.703929762,1.822543243
C07255,0.72336395,0.069185291,1.208316346,2.34382433
C02478,4.95499979,5.20602713,6.376227861,4.519036759
C02938,5.539541907,5.285488558,5.309809354,6.424856468
C03408,3.994061202,4.026745248,4.44926985,4.346415343
C01838,6.261614781,6.816742612,6.956638856,7.305949773
C04796,5.949130417,5.999881617,5.208620241,6.409736984
C05437,4.318681877,4.006866845,4.087877745,3.648112379
C04677,5.099203119,5.461011125,6.962728026,6.565334673
C07829,7.590526382,7.330680947,7.955546229,7.044657511
C02376,5.62924841,6.188178881,6.745213781,5.094186317
C00477,6.603145007,7.068253238,6.818978047,8.55782776
C00066,5.972117792,6.145939513,6.365052671,8.081459404
C06712,8.451122113,8.567675184,7.910505745,8.95615246
C07600,5.204865722,5.094145968,5.938369966,3.546693896
C00218,3.02032585,2.29606434,2.26680715,1.194022803
C08065,4.079117582,4.596795907,3.547428901,2.79536521
C03434,5.475322984,5.506303156,4.768532756,5.862731437
C01032,4.461205472,4.152973245,5.839336596,4.097998968
C08837,4.660891861,4.464276563,2.061468002,5.167723385
C13889,6.329737947,5.935041574,7.848816324,6.583017281
C03626,3.44889817,3.460458932,3.592393127,4.116849536
C11830,1.161477738,0.840058694,1.006041184,0.588115171
C01311,9.038665079,7.933634322,7.894368604,9.786496837
C12128,5.87042103,5.802812294,5.852738078,5.252157646
C05892,7.100337664,6.376176768,8.491671356,6.592009808
C05726,4.375770319,4.285536972,6.31129021,4.055804419
C13665,5.187235235,4.826576095,5.703321982,5.774749422
C07228,0.693624499,0.937473144,0.882091891,1.85904886
C03852,5.715986142,5.718350852,5.583025362,4.76418864
C00738,5.935729623,6.506360293,3.866674022,7.524454298
C00464,3.18662233,3.140312531,2.646054071,3.179394218
C15801,3.941300169,3.238533294,4.656440028,2.63596118
C06996,7.687153434,7.686673256,7.092984155,8.261839179
C11033,5.938868113,6.354849069,7.193235803,7.408134947
C02555,4.493789824,4.430440036,3.396064495,4.866435263
C02928,5.738207431,5.953454467,5.488473774,7.314068518
C00750,2.306585619,2.286977258,2.097375255,1.950134791
C04451,7.343870851,7.469956939,6.585130043,9.733489636
C06415,1.18252731,1.372689111,1.824884954,2.312131876
C04743,2.991218379,2.869876411,2.146168264,5.591241522
C02183,6.353375027,6.00877228,5.558812806,7.98891472
C18409,7.304643488,6.675063735,6.331444224,8.332264249
C11148,1.534480165,1.268104117,0.558123675,1.720000926
C04851,6.202617713,6.427346162,8.336168265,7.708344468
C07832,5.683300628,6.436048978,5.053127573,6.172882025
C06693,4.929437982,4.982776419,4.078218305,7.95785985
C00422,3.74766996,3.137658329,2.638827522,2.530956437
C11750,3.288057581,3.535290581,1.607733914,2.867300853
C06625,5.303555684,4.840633786,4.948359964,5.029101179
C04914,7.412745388,7.351094842,7.226955653,8.399071252
C13736,2.022844234,2.183823174,1.914410647,3.528429116
C09842,2.899251754,3.108196043,1.615596507,2.005149646
C01512,8.275748234,8.355586843,7.997377922,8.258072387
C05350,2.585331638,2.455403369,3.548912017,2.896558439
C03647,-0.252310169,-0.564367955,0.166026637,1.716337847
C10922,5.034926532,5.427617376,6.028935262,5.535242893
C11409,5.688388055,5.438178218,3.951075614,5.717085816
C07101,5.025439675,4.455218657,5.633481857,3.202687317
C04462,3.253099734,3.302478804,2.713645503,4.054967467
C11527,5.685600569,5.455059329,4.137517684,5.87428941
C06921,4.645224491,4.684842518,5.752897712,4.197955522
C06019,6.842866509,7.293084479,7.884187254,8.305425001
C11013,5.601888804,5.634874075,6.10359881,5.904073653
C03623,6.386773505,6.444256055,5.743071877,5.252295672
C07166,5.650943813,5.392084637,5.755302775,6.863155365
C05557,5.816102045,6.147638495,5.845899017,6.618074333
C12766,6.519684512,6.505854614,4.787199727,7.852722069
C16699,0.425692959,1.061425619,0.766686272,0.365378703
C00430,6.035676523,5.917291869,5.471192553,5.596482509
C08411,2.305527483,2.835331174,1.179897432,1.592378115
C07568,5.726319718,5.245146997,7.011580408,6.74958562
C01995,7.629505129,7.290322713,6.143126318,6.794897803
C06630,4.103388178,4.234079222,4.450253089,2.729265864
C07182,3.383671063,2.799856307,3.524862315,2.289916833
C00433,4.827463002,5.316740364,2.755550866,5.92443885
C01402,8.170848545,8.102510511,6.722642219,8.985336585
C02135,5.202114896,5.071309263,5.78539215,4.071929507
C07662,5.297524423,5.481207256,5.853525807,3.644031137
C02924,3.907130664,3.736956112,3.676651286,4.105530933
C00619,3.944648825,4.168893728,4.412284818,3.932789714
C03325,4.720256881,4.896225831,5.523330215,6.920203959
C11429,1.821177171,2.058928609,1.591535514,2.229273999
C03505,7.468208331,7.74138581,7.860390353,8.541332358
C08980,4.329090303,3.939005969,2.453834224,4.316479576
C07501,0.997994986,1.604457712,0.800516349,2.459102781
C10629,4.965083195,4.996872908,4.239146608,3.535725707
C02781,4.518066208,4.394006872,5.690487865,4.785605284
C09883,1.416021202,1.474948519,0.441398528,1.889482569
C11036,9.099383022,8.474998461,8.112973594,8.355214923
C02335,2.765564777,2.667276501,4.421018157,1.151355247
C00297,2.29290091,2.083638558,3.520183815,-0.379168936
C11190,5.902604622,6.896888476,4.953948625,7.236070202
C00771,7.06645485,7.756587856,6.74564549,9.427960429
C03939,4.60822861,4.765729004,2.82299364,4.153175983
C00124,5.454620774,5.295872639,4.890136803,6.949626464
C07266,2.7956005,3.099332436,1.861165544,1.955968061
C03502,6.910554737,6.857248344,4.8826868,7.026429982
C01460,5.625660892,5.763759966,6.904679873,5.838490667
C14199,5.202011426,4.705037312,6.989798597,5.783366695
C02922,6.496230829,7.487411744,5.035083628,8.749775418
C05371,6.99792179,7.586030079,7.154538233,8.436664358
C11310,3.534969382,3.613403411,4.048461387,5.81514522
C02911,5.96179048,5.945806488,6.506030815,7.811268942
C14053,3.021099383,2.671908466,3.54429215,1.73820231
C00217,9.459118097,9.450956955,10.64685581,8.334867115
C15535,5.913473199,5.856181398,6.030837132,8.082881658
C01181,4.928369113,4.946484458,4.354969792,5.334961733
C00025,4.019114587,4.210489104,2.894901895,5.080915781
C00348,4.558866778,4.768844005,4.954878756,4.56638603
C07051,2.797581278,3.592122145,3.930631434,3.338641144
C11906,5.126940943,5.272927155,3.879042449,6.177490566
C00885,6.167051866,6.278102609,6.783906293,7.392915601
C04589,3.973282308,3.806827281,1.949486948,2.523604462
C11030,3.374895756,3.449719,2.147399637,3.59981079
C04307,1.741360189,1.350582618,2.963354277,1.445847773
C09241,6.137811413,5.901412721,4.956087402,5.658580844
C00465,5.667566613,6.038261965,6.197636639,6.396887899
C08376,4.577354881,4.376905108,5.718811638,4.358955009
C05229,3.897804139,3.920922946,4.116338606,5.183079225
C07326,5.516722258,5.370759532,5.274967488,6.321677111
C11145,2.249579107,2.297521738,1.691473927,0.984983994
C03990,2.054491702,1.792156002,0.891441584,2.243967814
C01424,2.109580654,2.48692944,2.245223264,0.084447429
C00100,4.277423151,4.373851569,3.60888669,3.809956355
C00789,6.581419929,6.651398544,6.470540646,7.172016087
C01304,6.429315693,6.017879311,7.163697341,6.17947299
C05946,3.869692965,4.079096392,3.06775497,5.708367429
C01721,7.836028607,7.712027556,6.801431518,7.928083749
C11177,2.708486438,3.617116645,0.86535166,2.512923244
C00906,4.014364354,4.819641951,5.182921333,4.88094985
C06366,3.533895453,3.635769444,4.474997447,5.21687137
C04944,5.318464161,4.893154895,5.459655412,5.887163625
C06006,1.497614082,1.809144376,1.299282297,2.098495165
C17583,7.369661734,7.596525646,6.659520372,9.243391309
C04500,7.414063202,7.170234963,6.4971618,7.219997465
C02785,6.955298653,7.559527994,6.600900523,9.002745401
C14120,4.836016512,4.659133149,4.064453455,5.475033953
C11733,7.312526845,6.929986437,5.897276377,7.116693448
C07890,5.973592674,6.351422486,5.535110782,7.308998058
C04553,6.917697326,7.018194987,7.256273226,5.991347216
C06476,5.355584742,4.826949836,5.057574528,4.97051145
C02104,5.584501762,5.330732723,6.180070179,2.702799783
C13723,0.773318631,0.502935915,1.521550524,1.326582915
C08507,3.923904178,3.54916255,3.042168754,4.392472935
C14866,7.02805117,7.358303075,5.912184077,7.55139367
C02704,5.202539283,5.181012408,5.837616814,5.4125019
C13809,2.562585257,3.43966133,1.382093274,5.470438275
C02057,3.083246414,3.329178485,2.552653821,0.762644275
C14246,3.888405031,4.41897248,3.924580171,5.353994975
C11004,9.243751823,9.664641571,10.13140065,8.382007371
C02853,4.640820025,4.594436945,4.999633159,4.513133125
C00075,3.710529184,3.803310831,2.956823714,4.314332106
C07164,0.814832456,1.398083629,-0.283674004,2.283752411
C06406,1.196258325,1.26608927,1.289077087,0.104665421
C02233,7.444500553,7.223349261,8.697028472,8.945108909
C09900,3.297559117,3.531830441,3.049801872,3.314785574
C08932,8.242405766,8.224488768,7.475012163,10.79204955
C09871,4.341794396,4.568762938,3.847692565,4.602637171
C08124,0.347180945,0.625341638,-0.541176558,0.6349467
C02766,9.385995999,9.882136071,9.70550071,9.877085543
C04427,2.835040047,2.807232308,1.756684186,3.306292345
C06541,3.987278065,3.893322564,3.161744818,3.519477261
C06587,5.191837914,5.819284208,6.13752105,6.462617538
C14689,4.759669484,4.914524872,3.526747165,4.118953374
C19355,1.962664741,1.717541918,2.320333968,3.697684358
C08351,1.978829874,1.919785442,1.828616582,2.268105496
C00423,7.791209856,7.650594012,8.145535067,7.922481716
C03454,3.583156112,3.367384584,4.453786991,2.680832196
C08387,6.655876706,6.006136915,7.300907522,5.944968829
C01380,8.415511674,8.814146716,8.979093884,10.33352173
C04584,3.441666886,2.777888834,2.692853253,1.040576393
C03206,3.586201863,3.869556309,2.837475714,4.287893116
C08095,1.014194979,0.325659731,2.101844664,0.598298011
C11897,8.799753066,8.021114209,8.809143676,5.947625297
C06348,3.487586128,3.117948586,4.543019549,4.037724181
C15479,4.244088441,4.410427283,3.533406507,4.405303567
C03797,2.272090397,2.735523996,3.793675904,3.746691587
C16675,6.483916319,6.866675831,7.183962611,9.815528748
C04543,8.221951992,7.621459102,8.831363752,6.048220316
C07813,5.454774894,5.701260864,4.706048746,6.912181918
C12054,4.198968652,4.233686992,4.563988499,3.678272452
C07672,1.660839201,1.778142007,1.898987346,1.547662629
C01912,7.981402195,7.506979019,8.426267982,7.279795201
C06551,6.382974866,5.941814709,6.92394174,7.369083731
C11455,4.918045047,5.449638426,5.720700367,5.771680231
C03108,7.408689705,7.473695137,7.175558813,7.250236965
C07321,7.597029927,7.916143695,8.10050579,9.536558392
C05705,4.075565958,4.084810749,4.650731882,2.941446373
C11166,2.548452504,2.45029661,2.94910636,0.361065436
C08576,6.926533508,5.960526213,6.995642115,5.596961483
C01378,6.386422456,6.891971036,7.205835707,6.999932594
C01551,3.997213668,4.769325677,0.538980989,4.306954771
C06757,11.30794283,11.96215717,10.99539954,12.11620463
C05684,-0.09821379,0.022990096,-0.653628331,-0.953722707
C05318,4.98372383,5.591158653,6.025420494,5.939478708
C05607,7.277561282,7.662231086,10.2264142,8.043515673
C06199,7.964692936,8.12758113,9.701588089,8.582270374
C14690,6.951690018,7.358824664,6.489841553,7.291219066
C16561,5.296700587,5.279569827,6.436068496,5.140781495
C17542,6.577817515,5.815061909,7.671796064,5.455848405
C05796,6.115162439,6.486047362,7.040890718,6.429384475
C02000,4.945211214,5.316218049,4.276592688,6.457744218
C06451,3.245850082,3.685489853,2.51657565,2.522439735
C04814,7.432486941,6.777014755,7.639672786,6.421819035
C07931,4.297500375,3.999516662,3.22517127,3.816547187
C08317,4.411213765,4.350440737,5.901895107,3.350208541
C05119,5.506275619,6.250709616,4.412283055,5.679964255
C03829,5.022995972,4.782131869,5.202318749,4.81186392
C01079,1.048432076,0.711750981,-1.255723521,1.069241111
C07556,4.147346552,5.093643775,2.519984864,6.001229923
C06475,6.22460512,6.230866982,7.982736297,6.646380209
C14447,7.461628218,7.478996379,6.913211781,6.563418044
C11857,2.458384384,2.147252117,2.197203219,2.280396714
C08460,3.698888673,4.072917123,2.995340391,3.306933015
C04556,0.113667526,0.686777006,-0.506184217,2.551198633
C01134,6.993097189,6.523199994,8.534539895,7.716407659
C04740,5.010227057,5.069784282,4.94170787,6.297067187
C15610,6.582049528,6.903986846,6.826854695,5.722343959
C02247,3.873616926,4.330432564,3.214233077,3.152201204
C09484,5.427652405,5.223805428,4.109173178,6.328420143
C01061,6.954165328,5.923674465,6.599155613,5.303822722
C01869,4.531677795,4.455296018,4.48056657,4.585076952
C02090,6.697321108,6.832802501,5.919539836,6.637090097
C05443,6.307941781,6.630488803,7.156391862,6.121517335
C04188,1.818859947,1.22586914,3.088959989,2.728698787
C00514,5.618846266,5.401618194,5.376014388,5.37877381
C06948,0.02803562,-0.121845539,-0.374490106,-0.16399298
C00365,4.443121785,4.238284301,4.282111184,3.824188982
C01046,3.895132481,4.334354627,4.349821725,5.849598299
C00248,6.752084146,6.225416883,6.041402212,6.207733932
C08335,5.586967389,5.326841134,3.590450989,5.608978533
C06248,3.805555906,3.331109935,4.076642158,3.057670463
C00221,4.685592793,4.093767227,4.67040698,4.528554881
C13433,5.368370121,5.801134437,6.595660527,7.077746533
C12569,2.973935971,2.737466725,3.165145163,4.357881422
C16454,3.640313191,3.776578265,2.506330356,5.47383792
C05947,2.514612771,2.104710716,2.261264663,2.040612815
C01478,1.929962527,2.43158327,1.661468518,1.836240034
C06997,3.950919974,3.117666199,6.010437894,2.309862423
C00586,4.962945229,5.057244597,5.127211263,5.977585262
C00273,1.863705658,1.658696011,1.245597677,1.185550884
C07565,5.935703348,6.206332049,5.934143105,4.96337899
C07581,3.664342272,3.225342171,3.524803173,2.70482827
C04580,5.622164719,6.063100313,5.246791707,6.454698725
C02886,5.285102008,4.945544127,4.282841157,7.057429875
C01475,4.251930559,3.804526544,4.127236475,2.526255278
C15493,1.110147248,1.431251355,0.785765053,2.002045343
C00198,1.804637372,2.237381726,2.219171422,2.392408958
C00715,-0.081315722,0.074819971,-0.299623636,0.423579031
C01654,7.724094499,7.540372143,7.806436006,7.382282347
C01585,4.278667993,4.195630541,4.553763205,2.840261566
C03081,8.872794622,8.80448137,9.960115878,7.726125509
C11061,2.088232405,1.498777278,2.879347879,1.348221651
C09845,7.963811417,8.006860015,8.857225702,7.925556195
C10991,7.152239272,7.207233077,6.468991859,8.906447447
C02929,3.485023197,3.215508332,4.000047065,2.286685625
C05769,6.428171089,5.971246934,7.445913873,4.815255127
C08415,6.162769258,6.632953522,7.533379836,8.663730468
C04166,4.706552195,4.516893936,3.980615609,5.018603942
C16216,8.013963555,8.67168696,7.218663665,8.69210273
C05172,4.440934714,4.309553257,4.687598222,4.172797373
C07643,9.055477467,9.116646315,9.286685225,7.19008098
C06855,2.608519608,2.910530577,3.919135893,2.157901442
C04404,7.624635783,7.996346475,8.012805872,7.931891397
C07316,3.951984974,4.428284415,2.668762155,4.045893126
C04642,5.708499018,5.804179167,5.276776338,7.247113831
C06767,4.856651025,5.120854711,5.897425593,4.466554499
C02631,4.733711387,5.30969158,5.818310406,4.906142991
C09631,4.823845231,4.965750914,5.917669925,5.325412426
C08463,6.835577863,7.443039881,5.521943773,7.52823366
C01330,5.062878529,5.183202047,2.758722933,5.721343021
C01667,7.717861164,7.345817731,6.767941262,7.761330958
C10427,5.22698969,5.45039545,2.813581485,5.549812766
C02177,5.348613093,4.749367807,5.983690623,6.757873569
C06204,4.893039191,5.097531754,3.017783112,6.616610131
C07712,4.150483932,3.666831409,4.181511747,1.597775808
C06726,5.415823104,5.285290927,6.025234864,6.098094445
C05347,6.985845836,7.256904939,6.516172979,7.51470877
C00307,6.627715777,6.328690689,5.868191928,5.678172237
C08614,6.992011168,6.410260228,6.72789663,6.781989105
C03189,8.465488542,8.425156087,7.413276489,7.859961387
C14875,5.714084069,5.475763915,5.195731035,6.301338582
C14177,5.311452669,5.768039048,4.754882579,4.361822263
C00438,8.105577313,7.666419429,9.624952328,7.976000479
C07526,4.871860764,4.310849025,4.728692109,3.336226351
C08679,2.983562484,2.679800735,1.166449551,2.011811007
C02956,3.214208953,3.787800936,4.07722492,3.223599661
C00844,3.690970758,4.036428855,3.877677768,3.366800399
C00779,2.132434343,1.836662157,1.230933655,1.44022268
C02919,7.836368706,7.219356571,7.603374531,5.918592618
C04672,3.812228669,3.966290305,5.899004477,3.120960057
C03743,7.237943596,6.656152398,7.830301408,7.507378916
C14091,9.768163127,9.70861802,10.15872254,8.319945149
C02123,4.193427012,3.921969888,4.314841574,3.482828295
C03214,5.740217117,5.581151233,6.190776393,4.919751868
C14809,3.849413973,4.008849193,4.190407286,3.673657137
C04076,10.83845761,11.07988599,9.95672219,9.260993282
C03648,2.842170421,2.957330525,3.051352889,2.622481539
C00785,7.356982659,6.708050421,6.368712741,6.046651056
C02224,6.739205546,6.996557831,6.865527995,6.431537274
C00717,6.86233262,6.711274927,7.685848576,5.495005355
C09327,7.049362455,7.493474587,7.653811785,6.393486864
C04503,6.225950112,6.380591198,4.891998692,7.752021822
C08398,6.216380163,6.040287391,5.504200093,6.028859672
C10172,3.21421658,4.034357727,3.314796773,3.836603674
C01768,5.904071213,6.084660818,7.021287505,7.20187711
C05383,4.250575386,3.833624794,3.369562007,3.832227705
C02508,10.68037029,10.65780499,11.02912935,10.11718862
C00040,6.464786906,6.063084918,6.474739043,6.144877261
C14662,6.681037856,6.134785253,7.341300374,8.409424293
C10368,0.560695765,0.652255529,1.569778347,2.309456043
C06677,2.345072436,2.443532335,0.694160295,1.977412798
C08736,3.046678604,3.36814474,3.404347832,4.867950801
C07040,3.825848256,4.429056209,3.969869151,4.613490358
C14595,3.863974369,4.035123231,4.488883956,2.88188806
C05676,6.287281913,6.290080986,5.067793948,7.126846553
C08681,4.525385785,4.560131058,5.374351193,3.719785245
C01770,4.402843949,4.749006632,6.385681252,4.9938118
C05715,7.379125118,6.991353243,8.058470756,6.287207238
C04144,0.782117592,0.423543098,1.012424241,1.104093772
C10921,4.853435992,4.446307523,5.021863632,4.626391876
C02403,6.726805739,7.095081864,6.573832903,8.248403264
C09420,7.149414923,7.423752691,9.725869624,8.220649993
C04529,4.58829474,3.937768163,5.157294118,2.574935998
C12398,4.132772335,4.421452642,3.342736801,5.439195426
C08350,4.635552431,4.171631115,3.992045077,3.193216202
C05109,4.137842654,4.204257325,4.284980404,4.369712648
C03052,4.150780779,4.572202504,6.974355558,4.376705194
C16308,2.292360647,1.978523083,1.41417034,2.693311792
C00076,4.606810102,4.832286986,4.870275322,4.777556908
C03987,5.468232274,5.341119961,4.921836128,6.15866095
C00903,3.885587412,4.371420106,3.275738551,5.329410081
C03892,2.77334945,3.033607378,3.390022464,1.853115396
C03711,1.738729148,1.972637413,0.181787313,1.774305628
C00355,4.224352237,3.523503775,4.004527302,2.839349416
C05762,8.445264033,8.265796007,10.29584618,9.646697929
C05952,3.8829994,3.143096939,3.421476214,4.193391528
C03104,3.726678308,3.641706232,1.263870815,3.047272854
C09700,10.56277427,10.46892278,10.42147495,10.97482808
C10934,1.085488247,0.939406085,0.967586038,-1.288055472
C00440,5.285055793,5.147871755,3.303316574,4.540419057
C12269,6.328997598,6.201020973,7.732499799,5.95514911
C00077,4.042745015,3.531609369,4.594040659,2.725418267
C04622,7.367379166,7.07921699,8.037373911,6.03569316
C01541,6.610874583,6.380180812,5.907913141,7.463631343
C01894,5.106635516,5.228532015,7.10991709,4.93816553
C00689,2.66530717,3.240107439,3.461848965,3.889839736
C08858,5.646700312,5.402990434,5.304204842,4.061845069
C08818,4.358433955,3.538768918,4.522699989,4.174623122
C07304,3.228099472,3.090040336,3.144317874,1.935713666
C02537,5.302556344,4.906197543,6.156905279,4.447439067
C06612,6.158726944,6.36144595,5.872703508,6.72587425
C06620,4.841666348,4.810470713,3.901008037,6.481843286
C01235,6.697535271,6.89987696,6.968621523,6.34177178
C04859,-0.022066974,0.522427995,-0.892259838,1.006616655
C11432,6.476954229,6.380306374,8.196824263,6.76878365
C01207,3.858011429,3.010057681,3.345673939,1.79252325
C00487,5.573078033,5.308452657,4.724955151,5.035718494
C07724,7.295239712,7.422444549,7.609631333,6.827109684
C01826,5.279117404,5.239766037,4.358049035,6.250933628
C06368,5.177853218,5.163008986,6.091328326,4.817064931
C00703,-0.260318634,-0.639184978,-0.215963487,-0.575999605
C07141,2.565558336,2.347511778,0.714768773,1.308498423
C00193,6.498305158,6.731002042,5.320073797,7.087504927
C03056,2.168134152,3.117315388,2.41293932,2.646498476
C03895,4.775234676,5.169163843,4.975819743,5.037758185
C00501,5.608064012,6.457440379,4.828185517,5.32962385
C11341,4.29197439,4.061108891,5.330066978,3.074460399
C03994,3.297515021,2.927424398,2.533192134,1.874088049
C00522,2.07765385,2.031559969,2.027543878,2.026436254
C01037,5.528503692,5.889910884,3.841016884,7.582550505
C12058,1.185284112,1.695488282,0.495682913,1.198288856
C11059,3.149537468,2.359209663,2.951783414,2.676198534
C04709,4.776857414,4.534550909,5.165027503,2.947033791
C11871,3.069531149,2.438373417,2.348059315,2.960513516
C11729,4.674202152,5.124527167,3.740678502,3.547942834
C07567,6.72036811,7.422940458,6.086533629,10.16954204
C04079,5.03619755,5.508785669,4.351220084,5.847361569
C01241,5.274524912,5.306782881,6.078807029,6.421595874
C08371,8.197772142,7.567059473,7.724641478,7.728653151
C01737,4.777398303,4.592717874,3.96471077,4.343941175
C05824,5.570911747,5.009518022,6.798194651,3.695883932
C06159,1.032180208,1.618300028,3.7223482,1.882114998
C04750,5.061480436,4.563619985,5.510348879,3.117780525
C02577,3.479990227,3.741026987,3.280298651,2.673806052
C07219,2.551973565,2.419575937,3.138637627,2.61176285
C00606,7.004733305,6.436767402,9.216790718,6.112301362
C11174,4.956917154,4.863966909,4.81945818,4.851956598
C01614,6.890642679,7.714398661,6.98863267,6.747917475
C16321,3.183017568,3.863131044,3.252126174,2.765405714
C14184,0.195595546,-0.50066731,-0.165561394,-1.743620369
C11398,5.325876095,4.818533039,4.726921162,5.672881975
C06152,6.886417861,6.491715024,5.035628299,7.273010349
C05903,10.08920972,10.51768909,8.633971415,10.9024304
C06180,6.774381867,6.597715387,6.70142301,5.253971709
C04272,7.120873533,7.06726436,8.077332528,6.93430358
C14445,3.768504222,4.064133979,2.665457825,5.635479405
C06299,5.705709763,5.39655434,5.977597467,5.106501507
C01685,4.049343743,4.20048029,3.208997931,3.434496182
C04064,5.84411274,5.985757811,7.04223361,5.646995381
C05198,2.632881692,2.592465985,1.533584019,2.372030093
C07398,4.232500833,4.798370402,3.559816816,4.087306127
C06263,2.080668389,1.877205591,1.824153053,3.503692225
C03921,5.091546449,5.081042066,5.196930682,4.672107048
C03961,5.904912228,5.535960033,4.34542752,3.885047893
C00164,5.115131741,4.952001259,3.832497541,4.693028328
C03416,3.722612294,3.117487287,5.222418355,3.154747389
C02282,4.522637363,4.624401467,4.973041575,5.125729179
C02476,1.714194757,2.341153614,1.960858266,1.289807452
C06339,4.554850858,4.018339278,4.919870705,4.463438119
C00734,1.448863099,1.07479452,1.48875632,0.830060398
C08368,4.969068194,4.950778958,4.894072086,3.099989396
C00439,8.502093749,7.77430377,11.07854845,8.059309085
C00597,6.408413011,6.156304544,6.091534306,6.299866158
C11909,7.962038648,7.81162623,8.298456277,7.842654044
C05574,7.705775824,7.265435183,7.482317652,7.783106229
C15558,4.340084329,4.251374223,4.050841227,4.517158807
C09649,5.726997481,6.060194165,7.124270123,4.086498388
C01373,1.344674534,1.437301188,1.81599291,0.21641109
C04478,6.787555488,6.67040654,6.18998316,6.406292003
C07661,3.561750131,3.433547203,2.751548262,2.206473863
C01811,6.88101904,6.18955305,8.338529673,6.307553104
C06321,1.257684818,1.053613209,2.090707397,3.266615984
C11990,7.294005434,7.352513963,7.411369367,6.816498661
C10927,3.99401781,4.140410187,3.937892812,3.907279295
C08418,7.851796737,7.593657038,7.541877311,8.497075432
C05644,4.961320089,5.374122473,4.905028945,7.311558589
C04448,3.723852547,4.202822706,2.335179676,4.2041419
C12380,5.996542001,6.025192654,8.19828381,6.545810197
C04920,4.88350653,4.375670545,5.649420512,4.102936383
C11431,3.747566444,3.333024147,4.330843698,3.094426653
C02045,3.210758478,3.339967915,2.752000003,4.033457654
C03455,9.82012043,9.996939897,10.99254209,8.089322139
C07310,3.100705499,3.240552681,2.780909645,4.42999134
C07761,6.118303001,6.619386795,4.325554314,6.100535278
C07943,4.577170621,4.567579323,4.617063842,4.549629224
C04201,2.964290396,2.536561913,3.625532925,1.898274297
C05821,2.219618022,2.70372208,0.312000263,2.035922457
C03440,2.022741382,1.672186288,3.22265637,1.820452317
C03267,2.187910733,2.235831288,3.424959245,3.559077932
C06113,2.007529036,2.222809198,0.975992915,0.859658466
C08586,6.372291848,6.319659799,6.229104766,7.422842206
C00621,4.526476739,4.689370421,5.157468635,6.411130069
C02658,8.998284858,8.984819826,9.356177559,10.54297666
C06517,6.266477366,5.815534903,7.66494597,6.470041821
C14425,8.296395094,8.033913041,6.445044826,7.814677184
C11288,6.005437287,5.734487152,6.567547968,5.960089778
