Gene.Symbol	p7Ct1B	p7KO1B	p7Ct2	p7KO2	p7Ct1	p7KO1
Rpl36a	13.00386878	13.14272494	13.24555556	13.25920089	13.07955451	13.19648027
Rpl36al	13.71565053	13.77190289	13.56644868	13.71857243	13.63883599	13.7333198
Rpl37	14.81932224	14.93372115	14.86888311	15.06440406	14.86888311	15.05043684
Rpl38	10.58585443	10.47634856	10.57831044	10.64358252	10.50390171	10.46571835
Rpl39	14.33867032	14.30360727	14.51631069	14.45258173	14.33867032	14.29068847
Rpl39l	7.734641764	7.741677531	7.70903039	7.732097943	7.662447818	7.764302921
Rpl3l	8.000101419	9.313793086	8.747752972	11.7917496	7.943617253	9.285721348
Rpl4	10.30850361	10.39431828	10.45333025	10.45113572	10.31416717	10.55583403
Rpl41	15.61870979	15.54283766	15.52746416	15.47147266	15.63053789	15.48925143
Rpl6	7.749883971	7.724569587	7.720576376	7.742216315	7.749839118	7.759442247
Rpl7a	11.44658784	11.46032139	11.51179163	11.17111281	11.5061001	11.46947696
Rpl7l1	9.981033881	10.23528072	10.00451452	10.12925915	9.860631265	10.20138293
Rpl9	14.85359347	14.94470704	14.89740538	14.96757963	14.78037513	14.97813011
Rplp0	9.890859774	9.936809541	9.931275273	9.818877079	9.912600018	9.836974153
Rplp1	15.69722928	15.71535372	15.71535372	15.63053789	15.58584519	15.69722928
Rplp2	13.36174729	13.59539433	13.610794	13.74062444	13.45377311	13.619034
Rpn1	7.839634613	7.873744444	7.682984108	7.738012484	7.807028208	7.83953886
Rpn2	13.14272494	13.16809218	12.98091637	12.7816406	13.10703648	13.11219053
Rpp21	10.94250925	10.91993261	11.0329681	11.07209431	10.86396963	10.97178769
Rpp25	7.834618643	7.790914755	7.825911687	7.7899842	7.744893755	7.770811916
Rpp30	10.79872741	10.75647581	10.53455525	10.51460777	10.55050878	10.69322378
Rpp38	8.719377702	8.807050846	8.918116833	8.844956316	8.862502337	8.932045417
Rpp40	7.813911218	7.771135267	7.834259623	7.834259623	7.780565947	7.856306994
Rpph1	7.818029682	7.749501237	7.750848521	7.804672742	7.835494988	7.783508287
Rprd1a	10.57449995	10.55103125	10.41827894	9.76003265	10.56693929	10.72632109
Rprd1b	8.339636288	8.407728834	8.477908382	8.59720976	8.472040652	8.369553082
Rprd2	8.114606885	8.10249929	8.058213435	8.007347222	8.174105611	8.113871241
Rprm	7.82907132	7.823975594	7.922593714	7.916196507	7.866600004	7.838136098
Rprml	7.767691501	7.866151842	7.866558192	7.776618003	7.75558571	7.829449503
Rps10	13.33727965	13.36174729	13.55428591	13.50908707	13.43050356	13.48048886
Rps11	14.55319027	14.57384749	14.67188877	14.78037513	14.55319027	14.45258173
Rps12	15.29894404	15.31148814	15.29894404	15.54283766	15.222093	15.48148332
Rps13	13.21277855	13.0584807	13.25008562	13.44955822	13.16545355	13.0984276
Rps14	14.93372115	14.76985577	14.93372115	14.81932224	14.93372115	14.93372115
Rps15	12.62224649	12.57076901	12.61992617	12.87976036	12.56897017	12.57215567
Rps15a	9.298380811	9.055878411	9.03320273	8.809463375	9.244204502	9.083246697
Rps16	13.99681125	13.88530818	14.03068442	13.9074373	14.07601762	14.02023629
Rps18	7.684156852	7.685097697	7.669786615	7.750798361	7.730085103	7.721370083
Rps19	14.54593309	14.59897383	14.54593309	14.66009902	14.52914973	14.73438683
Rps19bp1	8.410807796	8.410545881	8.343696965	8.458048494	8.273045684	8.39827467
Rps2	14.28071048	14.31027573	14.24259808	14.33867032	14.26108354	14.25111266
Rps20	7.732045251	7.676136752	7.771135267	7.741093471	7.718588628	7.693090924
Rps21	14.29781413	14.38279073	14.35630674	14.42007291	14.35630674	14.40600058
Rps23	7.799742107	7.859195894	7.789601388	7.736891047	7.754728695	7.720878918
Rps24	9.515166272	9.483024403	9.316545401	9.059729104	9.404736027	9.391099897
Rps25	12.61342905	12.69314637	12.54245398	12.79185966	12.64574121	12.69314637
Rps26	14.3492367	14.43654634	14.31027573	14.32597849	14.36966817	14.36464381
Rps27a	11.35068325	11.45336597	11.39471341	11.92698734	11.25869284	11.45932426
Rps27l	13.6066348	13.56147704	13.7991735	13.67050317	13.55159117	13.67498728
Rps29	15.47147266	15.47147266	15.48148332	15.39583959	15.35411074	15.52746416
Rps3	12.22327353	11.91182085	12.55912428	12.44400699	12.22857558	12.11687051
Rps4x	14.91950681	15.06440406	14.8317825	14.86888311	14.8317825	14.98934418
Rps4y2	9.205025822	9.229943797	9.434753207	9.579537724	9.08373303	9.19790755
Rps5	12.20386532	11.98442769	12.25481433	12.47014248	12.167888	12.32613486
Rps6	13.93914528	13.9276062	13.77656712	13.69755392	13.86755417	13.89051912
Rps6ka1	9.461973019	9.500951189	9.534154869	9.19859661	9.426529516	9.45814949
Rps6ka2	7.84123139	7.845998429	7.816300214	7.779418749	7.817044894	7.809122772
Rps6ka3	8.537956697	8.508844303	8.364841951	8.902335821	8.606172369	8.528341906
Rps6ka4	8.499299627	8.522656775	8.800867313	8.718772095	8.428033439	8.670030621
Rps6ka5	8.835047669	8.661394319	8.50444682	8.515673654	8.780199998	8.645634172
Rps6ka6	7.706023141	7.714180849	7.809680615	7.799654491	7.69564463	7.733081117
Rps6kb1	7.948682164	7.862790325	7.808006457	8.023993	7.991102726	7.961955118
Rps6kb2	7.894451488	7.879000404	7.894016744	7.865801034	7.835986347	7.818669863
Rps6kc1	7.802982302	7.840019205	7.776578261	7.810748288	7.876409414	7.846773789
Rps6kl1	7.960055719	8.174373794	7.988145203	8.054351744	7.920512218	8.08393113
Rps7	14.50724284	14.7109393	14.69580875	14.44721218	14.45893447	14.61102826
Rps8	14.43020605	14.45258173	14.41223734	14.55319027	14.41223734	14.51631069
Rps9	14.36464381	14.46716548	14.58521495	14.49849843	14.26850636	14.41223734
Rpsa	7.724031759	7.73151009	7.768506964	7.652109223	7.802840697	7.743805778
Rptn	7.780517041	7.678750376	7.706064571	7.791348169	7.798431209	7.723978731
Rpusd1	7.903872948	7.951658292	8.017830011	7.93172651	7.967528238	7.974295263
Rpusd2	7.737817578	7.679386477	7.701622814	7.761616303	7.700359839	7.738260965
Rpusd3	7.924312716	7.818115393	7.973846998	7.892604702	7.91227139	7.835623445
Rpusd4	9.127849169	9.345074921	9.12463448	9.210794461	9.132983736	9.215270516
Rqcd1	8.823406058	8.769082935	8.725320279	8.681067925	8.755409847	8.838306408
Rrad	7.983340409	8.028553297	8.103480492	8.466036799	7.906425644	8.086091832
Rraga	7.688574966	7.754093885	7.767408482	7.801572602	7.819789878	7.828299532
Rragb	8.153755226	8.116702126	8.211088462	8.053929203	8.17738434	8.110259607
Rragc	11.53707359	11.48302549	11.44241105	11.35155411	11.49846857	11.47798826
Rragd	7.939101742	7.916262237	7.949616838	8.406329851	7.935490458	7.927273811
Rras	10.61342562	10.91668419	10.92146955	11.26966631	10.59656481	10.75102696
Rras2	8.221274995	8.075869268	8.265171921	8.245014278	8.086551317	8.098166773
Rrbp1	8.443458696	8.642329366	8.617031838	8.669441126	8.468275394	8.614512355
Rreb1	8.694484591	8.929192935	8.709591971	8.935561489	8.599206366	8.862915254
Rrh	7.833514943	7.75283885	7.804284021	7.772275679	7.794705822	7.867743128
Rrm1	10.33020995	10.2894712	10.0079078	10.07072609	10.24391322	10.16979103
Rrm2	8.651190125	8.517446623	8.506447649	8.667680106	8.703725367	8.566612884
Rrm2b	9.308726942	9.280770708	9.16038448	8.937759067	9.313111123	9.331673837
Rrn3	8.067721006	8.081122316	8.171421232	8.067144858	8.119917941	8.149950053
Rrp1	7.987587291	7.914651156	8.03432399	7.85007839	7.929381664	7.951818182
Rrp12	8.840588094	8.995475635	9.033849962	9.087778817	8.993608544	8.95259273
Rrp15	9.734329144	9.688606319	9.621651109	9.856065983	9.648855704	9.805541087
Rrp1b	8.781971021	8.766640624	8.803095376	9.057035208	8.715597586	8.683257614
Rrp7a	7.802323781	7.840589616	7.736305093	7.828482178	7.819789878	7.809122772
Rrp9	8.340645658	8.319198169	8.506677708	8.480511117	8.436398655	8.397306481
Rrs1	7.870716138	7.784254977	7.770083076	7.751288915	7.818115393	7.816135582
Rs1	7.966561172	7.825999	7.823931729	7.918452234	7.814052095	7.8517155
Rsad1	8.697836536	8.67803143	8.662234261	8.702368895	8.67016033	8.640032138
Rsad2	11.21488445	9.503584905	11.83649042	10.71586115	11.13289909	9.41294861
Rsbn1	8.271048972	8.182588718	8.175618105	8.033083217	8.367117232	8.206986902
Rsbn1l	7.752259178	7.773045923	7.756214753	7.787045208	7.745476316	7.806420985
Rsc1a1	8.362517973	8.346028273	8.312496356	8.411674446	8.293852091	8.313585922
Rsf1	7.979599977	7.937293758	7.890244993	7.923195362	8.001770059	8.017925276
Rsl1	7.746153153	7.804284021	7.732977743	7.795720342	7.806011666	7.743805778
Rsl1d1	10.92716945	10.97777626	10.74447799	10.81862507	10.88268732	11.03597012
Rsph1	8.158841737	8.125875489	8.234843027	8.26653162	8.055778912	8.160087205
Rspo1	7.900021941	8.097261887	8.054260872	7.92991985	7.924913999	8.117064962
Rspo2	7.737111741	7.803026777	7.865605784	7.833208964	7.82971789	7.775477015
Rspo3	7.840726947	7.943065524	7.878277307	8.282907906	7.789227734	7.893924646
Rspo4	7.928285824	7.855412682	7.866558192	7.801572602	7.849439667	7.796372619
Rspry1	7.849439667	7.859649581	7.935921798	7.979924274	7.921806782	7.996888523
Rsrc1	10.25790572	10.17230609	10.07554437	10.22394836	10.28108175	9.954471373
Rsrc2	9.94433092	10.11016472	9.688355372	9.735099151	10.00571564	9.981351529
Rsu1	8.397058398	8.364067749	8.473080211	8.439013737	8.601437119	8.555224424
Rtbdn	7.757067589	7.705377248	7.754330673	7.750227713	7.699104219	7.792940906
Rtdr1	7.773192184	7.707313012	7.700445118	7.77329141	7.744348302	7.698653503
Rtel1	8.777467012	8.748198882	8.683651315	8.613266444	8.704510763	8.717164354
Rtkn	9.674453491	9.399643091	9.502058032	8.724712185	9.642174775	9.419112901
Rtkn2	8.996632458	8.511357674	9.175473256	8.976890892	9.098320871	8.511983299
Rtl1	8.20917801	8.262097265	8.277234199	9.505703155	8.086551317	8.300952659
Rtn1	9.09168819	8.855672296	9.003460016	8.427297983	9.048554638	8.888922021
Rtn2	8.235666222	8.770293873	8.615976573	10.96695491	8.221561507	8.762152993
Rtn3	12.06230287	11.88260045	11.63368042	11.43322446	12.1076135	11.97473962
Rtn4	8.690259072	8.702807451	8.714605437	9.873316438	8.765812154	8.882568838
Rtn4ip1	8.279792172	8.205854952	8.17094394	8.219969294	8.104101374	8.163210809
Rtn4r	7.777532936	7.75283885	7.74693068	7.742639097	7.756792881	7.741632469
Rtn4rl1	7.92729389	8.0648879	7.991994386	8.236578294	7.881863634	8.019112994
Rtn4rl2	7.804284021	7.79031021	7.791830105	7.765067892	7.750268066	7.72793074
Rtp1	7.761941686	7.730816651	7.734154762	7.686194404	7.775477015	7.689171484
Rtp2	7.791348169	7.794680749	7.729023792	7.823379226	7.861516509	7.800842398
Rtp3	7.739637468	7.680059439	7.678635484	7.738012484	7.693476267	7.710752726
Rtp4	7.830091061	7.851761968	7.950744089	7.909054232	7.796787596	7.910241409
Rttn	8.322926866	8.244766298	8.165527024	8.176725917	8.268286024	8.191237425
Rufy1	8.794711127	8.895281515	8.765752877	8.871212467	8.757015886	8.832296383
Rufy2	7.703822355	7.720524329	7.698254517	7.706208446	7.742216315	7.691925831
Rufy3	8.180596356	8.06453579	8.067781652	7.985696906	8.241559813	8.192803986
Rufy4	7.895070081	7.902081473	7.838726537	7.870614323	7.774374832	7.818669863
Rundc1	8.41672597	8.446358178	8.438614094	8.298417508	8.374248443	8.394796635
Rundc3b	7.839134819	7.792228525	7.836487406	7.85334565	7.858562359	7.820093913
Runx1	7.864769268	7.922759867	7.816300214	7.893924646	7.897033297	7.832856889
Runx1t1	9.075843423	9.119981271	8.991492846	9.150414298	9.053242891	9.160082245
Runx2	7.787804645	7.840019205	7.776047673	7.741093471	7.890631852	7.844139245
Runx3	7.608678564	7.668097438	7.725571297	7.636984789	7.630029658	7.635949724
Rusc1	8.260700639	8.252262107	8.253119543	8.172546823	8.292439051	8.137192132
Rusc2	9.404846041	9.600613957	9.573473806	9.570336829	9.452752209	9.48105462
Ruvbl1	9.849357234	9.888893025	9.758889185	9.992351781	9.924533524	9.852605454
Ruvbl2	8.91824577	8.869102081	8.84222749	9.071944101	8.842104425	8.800303208
Rwdd1	11.96416673	12.06792864	12.14780494	12.09002292	12.07789275	12.14519308
Rwdd2b	7.809039248	7.863412654	7.845732264	7.895555689	7.809311063	7.882520839
Rwdd3	8.340090857	8.228954712	8.239486544	8.123742281	8.19769802	8.20917801
Rwdd4a	8.269580392	8.090140146	8.347301664	8.215224734	8.233183271	8.335757089
Rxfp1	7.647143601	7.714775631	7.799654491	7.757422427	7.746108819	7.725571297
Rxfp2	7.646355632	7.640510594	7.71637418	7.571948621	7.59269803	7.587117243
Rxfp3	7.609540064	7.615070614	7.653136332	7.683642969	7.630029658	7.683486013
Rxfp4	7.800953543	7.729445599	7.756214753	7.745476316	7.75558571	7.744541408
Rxra	7.893398019	7.883272852	7.799219925	7.840181096	7.842822735	7.831100982
Rxrb	9.917829067	10.06615669	10.28713112	10.03511892	9.840696037	10.03640181
Rxrg	8.526040572	8.311934585	8.475162591	8.410636664	8.437799603	8.229005636
Rybp	9.254729458	9.368607348	9.123528956	9.243866902	9.28246916	9.383676647
Ryk	11.80433677	11.74333171	11.78764583	11.39717984	11.75582183	11.64994606
Ryr1	8.010695069	8.624577565	8.451039695	10.71181106	7.965874994	8.588111656
Ryr2	7.638158715	7.732338665	7.730718234	7.721667648	7.726108572	7.772423076
Ryr3	7.834618643	7.80796721	7.834794915	8.155847044	7.88092494	7.870483196
S100a1	10.85167188	10.66998963	10.84946567	10.71805288	10.79243708	10.69623016
S100a10	10.79793237	10.82259361	11.27123404	11.75115364	11.0125454	11.02987985
S100a11	13.16545355	13.19999297	13.2634898	13.58196042	13.05179522	13.05179522
S100a13	10.43470981	10.43818227	10.55605956	10.90036081	10.50687528	10.51831014
S100a14	7.882076389	7.870800754	7.930997907	7.960033785	7.868610293	7.831697736
S100a16	8.858817148	8.942821099	9.02415974	9.141867052	9.02865555	9.042917381
S100a3	8.162860696	8.03432399	8.241559813	8.553213949	8.153060786	8.110675085
S100a4	8.443458696	8.555558151	8.356192032	8.242357319	8.643417539	8.604803494
S100a5	7.834618643	7.836992883	7.804284021	7.735132488	7.804284021	7.798109787
S100a6	12.21356685	12.22857558	12.50514607	12.33803113	12.4129557	12.22327353
S100a7a	7.847129348	7.780517041	7.726108572	7.806011666	7.863320052	7.845581312
S100a8	11.3257204	9.873418689	10.54024152	10.93015425	11.41871777	9.794460947
S100a9	10.09102339	8.804490824	9.365743432	9.724988034	10.15278089	8.848383895
S100b	8.080544835	8.098571315	8.197554749	7.859477088	8.252312792	8.067613676
S100g	7.776733237	7.743761382	7.740483012	7.799654491	7.771528233	7.824806553
S100pbp	7.909879925	7.97571646	7.879832738	7.912914815	7.982125262	7.908754436
S1pr1	7.713487096	7.74638303	7.772165281	7.723411144	7.761133704	7.712604403
S1pr3	7.879962548	7.885850514	7.80138447	7.848353308	7.7790994	7.786819955
S1pr4	7.816729599	7.744440815	7.760070653	7.81669079	7.81298765	7.644812509
Saa1	7.815622832	7.931891909	7.937043156	7.844506011	7.876409414	7.935039877
Saa2	7.845454087	7.848268608	7.779193533	7.805120557	7.863320052	7.830043886
Saa3	9.029659932	7.851761968	7.804804378	7.896828237	8.982371528	7.790285929
Saa4	7.695194936	7.721807629	7.729023792	7.742216315	7.785577678	7.746108819
Saal1	10.10249187	10.19784863	10.17459928	10.3382708	10.11595042	10.16177909
Sac3d1	8.046779229	8.303235813	8.268303836	8.286178216	8.257598167	8.216144946
Sacm1l	11.18394586	11.35788994	11.11585829	11.1097377	11.19289799	11.24488139
Sacs	7.637382033	7.650875338	7.649347468	7.676799925	7.66547344	7.633988816
Sae1	9.053343245	9.073690236	8.98473914	8.804394037	9.127619548	8.9673615
Safb	8.609343358	8.6352135	8.608823805	8.669871347	8.717818256	8.660027835
Safb2	7.753565475	7.765787972	7.822365779	7.868201124	7.77595846	7.872135606
Sag	7.939656861	7.943065524	7.995052236	7.911788026	7.903872948	7.94291857
Sall1	7.882076389	7.916262237	7.905156092	7.880841544	7.880448022	7.795759637
Sall2	8.476136365	8.519603564	8.484926681	8.504994594	8.417974386	8.495341846
Sall3	7.616817391	7.664936527	7.675521769	7.621833908	7.637888773	7.682471405
Sall4	7.625425127	7.686852822	7.734154762	7.750227713	7.66672081	7.791439931
Samd1	7.978227183	7.918958683	7.960306193	7.987099934	7.920512218	7.847261486
Samd10	8.056584201	8.049106759	7.954577484	8.064628351	8.043812989	7.992617514
Samd11	7.909353993	7.795952035	7.882131063	7.865801034	7.945191258	7.839087929
Samd12	7.6943852	7.685097697	7.74638303	7.756844546	7.773379336	7.739872301
Samd14	9.741271118	9.78166751	10.0450806	10.19204107	9.774451594	9.826974384
Samd3	7.815086773	7.73151009	7.723978731	7.73420142	7.792802529	7.795759637
Samd4	8.725631415	8.744088938	8.740472716	8.472165931	8.666879381	8.643728967
Samd4b	8.383900352	8.483978415	8.506677708	8.662063006	8.249638201	8.400995741
Samd5	8.178139958	8.059956934	8.076545054	7.837127045	8.097447637	8.076256708
Samd7	7.700207693	7.811819791	7.797439408	7.76714795	7.819789878	7.748288959
Samd8	8.116902955	8.199760248	8.087552552	7.990914391	7.982673571	8.187018839
Samd9l	11.29827696	11.34560167	11.17046684	11.11516488	11.18522547	11.34447261
Samhd1	7.880448022	7.93773839	7.957950421	8.027767119	7.926555952	7.895638247
Samm50	7.893398019	7.874278492	7.833114175	7.851800338	7.914651156	7.876409414
Samsn1	8.306252501	8.419333928	8.287568262	8.689961946	8.338735637	8.385262289
Sap130	9.6824536	9.676298169	9.7356194	9.599189611	9.63220825	9.647656708
Sap18	7.821715525	7.919687868	7.905156092	7.85897558	7.845581312	7.877166248
Sap30	9.360406518	9.584286131	9.454686568	10.02782189	9.33381785	9.590834929
Sap30bp	8.119917941	8.224694726	8.186746326	8.019440891	7.996570761	8.084623676
Sap30l	10.68837858	10.88938375	11.12069697	10.95502702	10.70552934	10.74252283
Sar1a	12.23951667	12.1748616	12.22756779	11.97816624	12.22471691	12.20597326
Sar1b	12.23091148	12.22327353	12.23248195	12.50514607	12.27380602	12.27202637
Sardh	7.908215942	7.896166146	7.82971789	7.793828689	7.871139081	7.862162107
Sarm1	7.856809423	7.818115393	7.872182521	7.786478773	7.842822735	7.877698645
Sars	9.343065473	9.310821211	9.528169649	9.226992226	9.428816844	9.318346485
Sars2	8.102707653	7.972655103	8.142983472	8.025096934	8.000214054	7.998504681
Sart1	8.308426261	8.431781779	8.418144951	8.379924611	8.325065084	8.422321596
Sart3	10.26571433	10.21713909	10.25098933	10.39804137	10.20172148	10.3190986
Sash1	7.920314171	7.880654596	7.910319247	7.932105407	7.914168583	7.832856889
Sass6	8.240039467	8.202295489	8.126176007	8.023510214	8.169492245	8.236819822
Sat2	9.431396137	9.314959452	9.443841702	9.196321578	9.422926337	9.32046673
Satb1	8.67321016	8.563743488	8.36431071	7.875657804	8.603448825	8.616936854
Satb2	7.62845836	7.615775396	7.642852992	7.627854624	7.613422585	7.693584886
Satl1	7.696746253	7.710156326	7.727869276	7.732097943	7.675671817	7.679441302
Sav1	9.437660531	10.39205419	9.584672445	10.5785569	9.54418395	10.39549447
Sbds	11.00354617	10.86063487	10.86063487	10.40874262	11.09420819	10.68506725
Sbf1	9.229943797	9.392870683	9.543369217	9.478101674	9.184668577	9.381154227
Sbf2	8.375222855	8.24193764	8.03547802	8.071170344	8.332034735	8.192803986
Sbno1	8.133918661	8.148167536	8.015026328	7.887362597	8.210439477	8.141842046
Sbno2	7.879317059	7.999402473	7.89810327	7.892604702	7.98890692	7.889311643
Sbp	7.821715525	7.717202064	7.736891047	7.808096938	7.78434414	7.780139998
Sbsn	7.937422086	7.934376903	7.919994238	7.947541952	7.977369998	7.92010214
Sc4mol	13.69755392	13.48970314	13.38637974	10.77623261	13.75223425	13.55725357
Sc5d	8.976719929	8.698904162	8.761123036	8.138190978	8.92584022	8.81504729
Scaf1	8.615664843	8.653645217	8.687536889	8.778057664	8.675606055	8.622222756
Scamp1	11.44763866	11.27802291	11.2108694	11.23317685	11.4382074	11.34660295
Scamp2	11.02384746	11.09181133	11.0052611	11.02053844	10.94700964	11.07369869
Scamp3	8.549516581	8.588770223	8.547824329	8.531251001	8.663124622	8.52582815
Scamp4	9.454501026	9.551160464	9.591310772	9.387649955	9.422505416	9.447945467
Scamp5	11.44906907	11.3195	11.21951787	10.13693305	11.40784	11.20310256
Scand1	10.48310667	10.49661419	10.85427348	10.63122481	10.50037327	10.45998922
Scap	8.667680106	8.577034545	8.830520221	8.691529063	8.580573339	8.676949448
Scaper	8.631766105	8.59083775	8.59600474	8.641437273	8.591590827	8.586331205
Scara3	11.40848979	11.7978134	11.61454433	11.93872146	11.33223058	11.68223802
Scara5	10.46335998	10.90090364	11.19471354	11.28780484	10.45064172	10.95280718
Scarb1	7.884425752	7.922759867	7.892604702	7.782985588	7.945740243	7.958414918
Scarb2	9.362362513	9.350957728	9.291503756	9.082121121	9.492765547	9.441345784
Scarf1	8.164065007	8.237263523	8.30353412	8.679744193	8.095813702	8.197210507
Scarf2	11.63115191	11.85769786	12.01994126	12.29619743	11.58722257	11.91592747
Sccpdh	12.92838267	12.72205152	12.42061828	11.31214421	12.87408821	12.62224649
Scd1	12.14119294	12.00522346	12.18197901	11.65722548	12.25215529	11.95075566
Scd2	10.95837751	10.77433241	10.52243311	8.665472755	10.98797544	10.4845864
Scd3	7.813364846	7.811305521	7.799219925	7.723978731	7.723791103	7.738644265
Scd4	7.706023141	7.739097732	7.846669709	7.737426973	7.816135582	7.823196719
Scel	7.754869288	7.830243508	7.797439408	7.872856244	7.769040314	7.796979932
Scfd1	8.803002317	8.693720759	9.000953581	8.698830066	8.926340245	8.819509196
Scfd2	7.787237733	7.81688961	7.79495574	7.798716391	7.817517598	7.748920258
Scg2	7.64290989	7.708111284	7.73012983	7.735132488	7.750758021	7.703667014
Scg3	8.617112444	8.650306731	8.538400958	8.570149311	8.565157182	8.515492431
Scg5	8.141380309	8.090140146	8.213783748	8.064096841	8.171517489	8.090504838
Scgb1a1	7.896873478	7.883937413	7.847129348	7.873744444	7.904957185	7.851000864
Scgb1c1	7.637382033	7.643586412	7.653835154	7.623469928	7.649879573	7.665572701
Scgb2b1	7.717848789	7.814462013	7.761749995	7.728607743	7.756214753	7.753852147
Scgb3a1	7.793930353	7.757422427	7.711693309	7.758392533	7.71556937	7.778043615
Scgb3a2	7.804284021	7.710850085	7.819033142	7.799654491	7.750758021	7.72895232
Scgn	7.683329935	7.647641668	7.72497272	7.647143601	7.711882575	7.684556648
Schip1	11.50727427	11.04025599	11.19289799	10.5774078	11.53271904	11.28504228
Scin	7.8517155	7.97124675	7.993462184	8.068824714	7.8505171	7.90330421
Sclt1	7.829602448	7.717202064	7.813591515	7.688681848	7.786671373	7.820647647
Scly	8.446736975	8.467906007	8.510121506	8.293189816	8.333946918	8.41846471
Scmh1	8.357775542	8.454979415	8.371906798	8.487198754	8.242357319	8.279892939
Scml2	8.035157488	8.005499463	7.952268357	7.923711907	7.995386128	8.01376473
Scml4	7.941215809	7.902081473	7.891367367	7.889179966	7.889225168	7.867743128
Scn10a	7.770372239	7.776047673	7.793887175	7.750227713	7.698822403	7.806979847
Scn11a	7.605319193	7.727489901	7.787317381	7.719075054	7.677384182	7.698653503
Scn1a	7.861038888	7.812376619	7.779193533	7.861038888	7.839448575	7.736335629
Scn1b	7.82907132	7.776618003	7.803444379	7.820586675	7.8037437	7.815580166
Scn2a1	7.923195362	7.86395044	7.990725965	7.857082238	7.907707052	7.911266861
Scn2b	8.031481078	8.073562363	8.001237861	8.032238318	7.965874994	8.007589913
Scn3a	7.717062581	7.7280185	7.733567725	7.765737672	7.78263945	7.748920258
Scn3b	9.511012181	8.971918388	8.879206824	7.905697868	9.360882035	8.809252392
Scn4a	7.792710019	7.740411749	7.803763255	7.832429466	7.752883623	7.833929824
Scn4b	7.769613456	7.865394417	7.738059003	8.787574158	7.708703989	7.857307891
Scn5a	7.697452966	7.652446139	7.744750147	7.619867001	7.719729434	7.69750698
Scn7a	8.68057876	8.522083831	8.328847808	7.94131869	8.714540069	8.396868955
Scn8a	7.793930353	7.851761968	7.727341232	7.84355095	7.843326017	7.782940501
Scn9a	7.847129348	7.828899054	7.851348464	7.76402713	7.817517598	7.771801802
Scnm1	9.921658898	9.835320604	9.984221628	9.890480596	9.941134845	9.85633972
Scnn1a	7.792056121	7.782372498	7.848992503	7.809680615	7.816585676	7.748920258
Scnn1b	7.770372239	7.772423076	7.789601388	7.756844546	7.702017905	7.704118213
Scnn1g	7.789070085	7.747558666	7.752303967	7.750798361	7.745476316	7.751248572
Sco1	8.841120661	8.961205737	8.878620233	9.038046411	8.808826672	8.951336241
Scoc	11.26870019	11.48581611	11.02765066	11.06840896	11.21951787	11.42567472
Scp2	12.05623317	12.01052075	11.87164726	11.99608611	12.07067215	12.07893139
Scpep1	7.740411749	7.710850085	7.795382226	7.778142501	7.682254501	7.778043615
Scrg1	7.856259484	7.798853324	7.733567725	7.815106324	7.792802529	7.681183413
Scrib	9.286149676	9.404137763	9.329165346	8.795799266	9.293777899	9.477612081
Scrn1	9.283864842	9.163005181	9.210199724	8.339207118	9.286149676	9.146741736
Scrn2	8.007715661	8.067144858	8.03547802	8.142834559	7.930742827	8.022940915
Scrn3	7.772037084	7.734221786	7.884467809	7.711348887	7.8076447	7.765297882
Scrt1	7.814511404	7.772423076	7.816300214	7.687691225	7.774996843	7.760557272
Scrt2	7.786671373	7.737920525	7.791830105	7.785577678	7.765297882	7.803586916
Sct	7.843727284	7.931891909	8.099733429	8.568317828	7.971202708	7.905503368
Sctr	7.902566433	7.885347247	7.798070345	7.963468525	7.838269811	7.963468525
Scube1	7.839634613	7.909857404	7.885085136	7.902566433	7.909716218	7.867743128
Scube2	7.969993279	7.908488702	7.928867091	8.091137015	7.835986347	8.055690582
Scube3	8.038540192	8.008973997	8.018749431	7.930438387	8.013880023	7.961955118
Scx	7.77433504	7.907221513	7.890759955	8.431901864	7.785577678	7.870483196
Scyl1	8.406577076	8.458001614	8.59753021	8.655569044	8.427480537	8.48105348
Scyl2	7.85373687	7.843368042	7.876409414	7.830956565	7.887000497	7.823196719
Scyl3	8.776332934	8.650690032	8.603556514	8.336610274	8.735587423	8.644257753
Sdad1	8.770891468	8.769082935	8.816017717	8.948589641	8.756723579	8.81140771
Sdc1	7.739637468	7.840019205	7.754330673	7.82291866	7.75558571	7.772423076
Sdc2	10.54795748	10.7694623	10.78701671	11.10423634	10.59473749	10.87023514
Sdc3	10.21775803	10.236048	10.1424291	9.496086499	10.21351292	10.34654875
Sdc4	9.535344918	9.602862024	9.501606702	9.201786138	9.393915427	9.505452591
Sdcbp	11.22472946	11.26366771	10.80161441	11.10622761	11.16153646	11.34281575
Sdcbp2	8.208640189	8.241354813	8.256388659	8.261475807	8.274804971	8.245961633
Sdccag3	8.590468093	8.633734561	8.5966642	8.508408655	8.605679058	8.56977751
Sdccag8	7.692169079	7.714180849	7.761749995	7.78142383	7.763826463	7.744541408
Sdf2	11.37733792	11.63578044	11.46925144	11.51179163	11.51694359	11.60926566
Sdf2l1	8.21358018	8.321444705	8.327702184	8.26653162	8.233183271	8.324623063
Sdf4	9.504046304	9.613701128	9.379203162	9.372302537	9.394631282	9.707745714
Sdha	7.831622201	7.79031021	7.788459498	7.746530632	7.734788207	7.779620153
Sdhb	10.51011757	10.47208143	10.74532711	11.38614681	10.4945163	10.64241284
