Genes	HN_1	DCIS_1	HN_2	DCIS_2	HN_3	DCIS_3	HN_4	DCIS_4	HN_5	DCIS_5	HN_6	DCIS_6
9726	7.259766073	7.289914664	7.019893497	7.178338519	6.983235004	7.182810648	7.603877993	7.595199073	6.87716502	6.815214927	6.78445553	7.009595799
9727	8.032040845	7.780918816	7.42313699	7.357595692	7.573083587	7.692509096	8.143667048	8.324797699	7.570406972	7.661755447	7.742656296	7.725192858
9728	8.003220947	7.717064424	7.216241669	7.359144453	8.568390084	8.560177649	8.072824219	7.796304914	7.644157535	7.769821952	8.155878569	7.845771861
9729	6.553423751	6.287018456	6.27377922	6.20539205	6.647996564	6.704727765	6.624138102	6.726573229	6.522119873	6.710758834	6.803715524	6.936757304
972	9.80283018	9.175739176	9.024861287	8.337926992	8.991906612	10.10482827	9.524735062	9.051279713	8.685717453	9.210786967	7.865107921	7.748737301
9730	7.921666878	7.156613034	7.966315875	7.754020204	7.642371518	7.494642032	7.845655693	7.142393371	7.374410329	7.174389679	7.313355765	7.240855183
9731	7.433176463	7.582787667	7.461911805	7.549778625	7.566016919	7.86452292	7.475444734	7.619097934	8.361212076	8.185168575	8.547486975	8.661947227
9732	7.57666183	7.720647541	7.613440226	6.935144406	8.024071386	7.745308351	7.573158656	7.002645689	8.138077038	7.8679212	7.720723123	7.355154042
9733	8.006451464	8.092743825	8.661938728	8.48648963	8.9280483	8.436471173	7.947304205	7.752302183	8.796389245	8.817593627	8.826444623	8.691760076
9734	7.317403507	7.261697976	7.073286913	6.911274901	7.192576179	7.473992942	7.064450607	7.256113436	7.128184419	7.262026052	7.000237978	7.206439573
9735	7.238545286	7.298836807	7.664298269	7.495357826	7.404144674	7.442283662	7.232159015	7.338989921	7.54702298	7.569138227	7.557648676	7.646721492
9736	8.13309794	8.337075458	8.669391385	8.599644914	8.18830885	8.23392811	8.206025259	8.264340049	9.499977873	8.80913721	9.081401044	8.928550632
9737	7.959999928	7.832089818	8.449140628	7.135883696	8.549385194	7.577936349	7.788680039	7.201008848	8.851437062	7.792844651	8.478622183	7.90561133
9738	8.314111672	8.404100636	8.036502767	8.111496994	8.73305921	8.273606393	8.528290661	8.116096447	8.211566072	8.368784093	8.14347116	8.265691993
9739	7.670413645	7.495944033	7.256977983	7.148393732	7.260571284	7.238644214	8.147248288	7.733826856	6.855408141	6.824780286	6.864408921	6.976495989
973	7.664301656	7.240470048	7.26178381	7.125149692	7.203693401	7.283167345	7.66528808	7.646956136	7.119704861	7.095237823	7.214421503	7.253360203
9741	9.830764034	11.67687516	10.60322808	10.74966995	10.88148236	10.88614526	9.177887727	9.262601101	11.45794846	11.40814188	11.30009673	11.5493738
9742	6.6639474	6.680208666	6.687193505	6.700081269	6.676405977	6.607672115	6.709085264	6.718348028	6.669123198	6.686808386	6.660377262	6.73747613
9743	6.650938979	7.582199656	8.526324532	8.70180136	7.954493151	7.622445737	7.123779654	6.888677742	8.824614006	9.471124147	8.928977258	9.501971285
9744	7.282149115	7.1723582	7.1390412	7.076624013	7.036830142	7.097439462	7.569210892	7.483665972	7.000209645	6.878268313	7.037313222	7.09753755
9745	8.014582204	7.787629425	7.213760058	7.241461697	7.476986362	7.440705819	8.3736369	8.389365178	7.166718619	6.927903296	7.313819854	7.163240335
9746	7.667881783	7.485373627	7.324164448	7.278556766	7.246382924	7.330506498	7.839365565	7.846836571	7.234415064	7.246419187	7.276615858	7.270745707
9748	7.806631863	8.951632246	7.424290325	7.240601101	8.504456888	7.838766174	7.045323472	7.333223169	8.967226236	8.827736343	8.797344991	8.951651192
9749	7.830283226	8.038171303	7.7533275	7.694178224	7.594896348	7.327160116	7.607136071	8.190357579	7.888303425	7.336529604	7.462133291	7.280130431
974	7.007328377	6.898938924	7.082134226	7.036997019	6.710427411	6.804803895	7.293680256	7.146964805	6.636984471	6.514853588	6.606496348	6.758793075
9750	7.690175818	7.062736189	7.140524485	6.999618407	7.198771514	7.098811476	7.65183641	7.537041104	6.919601693	6.958042417	7.156288822	6.996882791
9751	8.100560006	8.426556121	7.323693808	7.585825741	7.372647167	7.704243498	8.379635624	8.18408738	7.303686022	7.449553851	7.451454585	7.469795095
9752	7.185334453	6.898639088	6.89958085	6.862802617	7.004115506	7.067401762	7.306612283	7.282169173	6.948751106	6.879947584	6.96363851	7.108161938
9753	6.588460488	6.554331068	6.546585208	6.533743767	6.565035372	6.581150972	6.609725189	6.638195427	6.562998593	6.601560461	6.579290379	6.615661666
9754	7.769372439	7.539471882	7.329119461	7.21701012	7.356845106	7.35597798	8.074724862	7.830372494	7.153046382	7.05662493	7.167151937	7.290022856
9755	7.422762499	7.361567641	7.269335478	7.248613388	7.307179451	7.298695261	7.578662375	7.595723954	7.247862087	7.119547184	7.257538366	7.150373782
9757	7.361227834	7.409173307	6.959579834	6.96714037	6.827646594	6.758917603	7.754542578	8.12889247	6.610657409	6.638087221	6.682830024	6.715444907
9759	6.951952152	7.019108751	7.790453391	7.592581719	7.771334561	7.6104418	7.048922828	6.946443916	8.485817059	8.538894565	7.973082574	8.188418714
975	11.63879987	11.78696002	11.18564759	11.17127104	10.25331606	10.34182726	11.40755708	11.54404647	10.61682871	10.17438796	10.26372876	10.60827289
9760	6.765329965	6.51239835	6.612389674	6.454880599	6.769244079	6.747544079	6.678637539	6.555252661	6.497703626	6.482116796	6.571406384	6.52090265
9761	9.450934584	10.30791546	8.030268895	8.760576775	7.444915397	7.775096701	9.43883527	10.01314964	8.624022812	8.439836031	8.25028972	8.739329038
9762	8.377890235	7.575849365	8.235778957	7.512729857	8.158302135	7.667786036	8.209435807	7.866417154	7.640038841	7.737185269	7.592843876	7.511426582
9764	7.813562839	8.21992149	7.84575762	7.984284736	7.849791738	8.131563899	6.681062214	7.003753263	8.0596982	8.017163917	7.961480442	7.605855683
9765	7.687976841	7.869946065	8.798318431	8.68626724	9.532813663	9.585224385	7.829500989	7.626955234	9.28983738	9.28666769	9.085743735	9.38195316
9766	9.5203852	9.896119088	8.794629919	9.138149458	9.215769472	9.264195192	9.62281886	9.227442448	9.381947319	9.296280775	9.343097935	9.192288405
9767	7.10066228	7.603784564	7.769149385	7.712552861	8.228888409	7.609281404	7.123551759	6.878466988	8.547276625	8.74912868	8.479474901	9.435824704
9768	7.329366795	9.626267848	7.422042102	7.769950549	6.846085632	8.799716941	6.527776983	8.313815635	7.926288102	8.317679456	7.731398039	8.50553639
976	8.323596012	7.842439291	7.21049303	7.685757869	7.494206242	7.529558363	8.299699089	8.205224979	7.132604644	7.032961746	7.233504811	7.036628769
9770	7.187054884	7.322343413	7.570396643	7.853590667	7.49895579	7.905799384	7.144845595	7.18719717	7.46190598	7.801350049	7.341203945	7.456528145
9771	6.959332548	8.041686691	7.758455678	8.610520678	7.431045298	7.750004406	6.92264469	6.887893842	7.692776509	7.280828625	7.464474188	7.547351341
9772	7.602149336	7.48969668	7.748888919	8.001032844	7.474509815	7.444558385	8.03186162	7.89245884	7.293070905	7.375275128	7.273316773	7.543330049
9774	7.16707782	8.411908079	9.035534853	8.712212953	8.903610857	8.624912602	6.747049691	6.271440288	9.76661721	9.879933112	9.696514797	9.829574329
9775	9.186103983	9.317988974	8.834499173	9.224391657	9.370609466	9.143750972	9.157059472	8.920733856	9.566540624	9.880502687	9.506797054	9.434688658
9776	7.995373582	7.970198756	7.764710915	7.932499167	7.479625227	7.462792179	8.035881608	8.160447492	7.378656376	7.466674279	7.458730835	7.40752253
9777	7.077084684	7.858034494	7.47820343	7.969623246	8.051552284	8.173977692	6.997524595	7.457516533	7.967645754	8.153176951	8.095732078	7.717397621
9778	8.743306075	9.273543947	8.542511707	8.780203687	8.885628317	9.031539504	8.610626755	8.712416527	9.4026989	9.479184598	9.447514913	9.725462949
9779	7.370930517	7.082085658	9.16165157	8.585145489	7.623910241	7.358888427	7.182049054	7.652254396	7.673001113	7.5681506	7.8422694	7.812882874
977	8.668934777	8.67059493	7.902309035	8.15072224	7.982016739	8.014991977	8.63400839	9.214312611	8.348041736	7.885062324	8.17495682	8.454470682
9780	9.254775307	8.353733685	7.418375066	7.739524143	7.03342888	7.223064741	9.634223422	10.42320003	7.190345768	7.06474004	6.83961862	6.869782068
9781	8.130292189	7.722555182	7.524192432	6.599662372	8.220125434	7.571280156	8.406490342	8.834084709	7.846756471	7.570926022	7.183960319	6.614441614
9782	8.922568943	10.06920662	9.953836739	9.876773064	9.903991088	9.283581548	8.148364941	7.751259674	10.33618041	10.55641406	9.987408926	9.71815785
9783	7.9820176	6.787512625	7.921945925	7.706613879	8.199783617	8.073847946	7.733886643	7.013549996	8.183948824	7.596139961	8.001654157	7.874872941
9784	9.044434734	9.28240277	9.437835121	9.541515498	8.645705203	8.758488984	9.155168987	9.354811254	9.41697819	9.557823936	9.33275959	9.558805974
9785	7.883808885	7.726559685	7.653099032	7.631458738	7.560163216	7.607357041	7.915083657	7.865598561	7.569057612	7.567452478	7.510660372	7.525654479
9786	7.487120115	7.419591985	7.492636591	7.489465821	7.351865786	7.409500117	7.693548243	7.894828313	7.258055637	7.29538255	7.321360136	7.371317285
9787	6.806775967	7.045512599	6.735039159	7.01443094	6.70316908	7.090838817	6.675471932	7.464939887	6.659781582	6.804069926	6.762786209	6.886284682
9788	7.446946251	7.48039405	7.436518451	7.387951827	7.288173179	7.257461456	7.675482039	7.716473243	7.153715927	7.057789494	7.146198249	7.21079074
978	6.876780814	6.874304779	7.108518981	7.000787995	6.872622809	6.804256456	6.992343289	6.951611344	6.737367975	6.838360249	6.669059877	6.754482621
9790	9.251261851	8.806420866	8.099459746	8.257693959	8.259450537	8.258212549	9.51177677	8.997687628	7.656412932	7.52526577	7.704847835	7.760249024
9791	9.115475815	8.865549525	10.45365284	11.11611775	10.09811509	10.07407183	8.739926337	8.90665078	10.62251605	10.16935058	10.21705625	10.20800858
9792	7.814593871	8.560767922	8.698483207	8.209393681	9.511809175	9.564532795	7.821989649	7.640927028	9.688260796	9.622979438	9.48513208	9.627746086
9793	8.404512132	8.629199149	8.185684065	8.373502146	8.532632542	8.545069321	8.210057054	8.815755116	8.457993021	8.523501054	8.28624905	8.450844487
9794	8.68616628	8.929674573	8.447132174	8.376689287	8.933568358	8.575900211	8.854739393	8.806839338	8.776763714	8.69997373	8.763450459	8.627467811
9796	9.217394167	7.246544901	7.135938157	6.832481464	7.064532301	7.022943945	7.56316528	7.163682024	7.145274073	6.834450122	7.049012176	6.946261645
9797	8.812933705	8.820125539	8.436133727	8.613568468	8.377203622	8.355772223	9.108315317	8.971124666	8.415872847	8.460765598	8.342004055	8.355489732
9798	9.572648489	9.335543071	9.706408258	9.166283623	9.669733296	9.603825278	9.87863304	9.624751563	9.437439764	9.052584871	9.678594564	9.500522026
97	7.914151126	8.131034305	7.580202701	7.50559501	8.367731905	7.784287873	7.160250117	6.787019951	8.207869381	8.177603634	8.10424969	7.994074823
9801	6.748961691	7.534038307	7.0839206	7.608627349	7.155946956	7.08956042	6.640622184	6.877529542	7.499683474	7.859173596	7.066135311	7.16249245
9802	8.879622286	9.433632402	9.617970523	9.786799164	10.13122416	10.11757195	8.672247953	8.290603293	10.39097715	10.71674135	10.08608566	10.64597903
9804	8.977720342	9.749304565	9.963671405	9.65897761	10.08974719	9.262874408	7.884518016	8.223232169	10.33059914	10.71255514	10.11326254	10.05076671
9805	8.943050877	8.089033323	8.393148066	8.788333916	8.531959999	9.710990085	8.276712869	8.666584095	10.26456511	10.41961261	9.50970267	9.925956709
9806	7.94342721	7.760925511	7.24490901	7.170646045	7.523129647	7.641060051	8.269875574	8.226973532	7.353526535	7.227258153	7.403850525	7.410781466
9807	8.25648261	7.965044704	8.606185954	8.604632043	8.772114443	8.744474786	8.606871328	7.914209272	8.716319173	8.571207907	8.612419708	8.73584081
9810	7.758897095	7.691142606	7.751788025	7.65155099	7.774860799	7.731874588	7.802564068	7.737218834	7.861450804	8.036540711	7.797452136	7.842462515
9811	7.655555986	7.484562015	7.326169918	7.414168194	7.414523929	7.331252314	7.765513944	7.689738195	7.299623582	7.169075536	7.268366782	7.382253908
9812	7.689170668	7.703964143	7.953749045	8.013975652	7.957191902	7.903217744	7.741422041	7.782832792	7.929805281	7.952864352	7.939414373	7.963867183
9813	8.200673882	8.008360987	8.596368835	8.519887153	8.431552921	8.477302845	8.022225684	8.289341254	8.653824822	8.604293623	8.587245707	8.718647637
9814	7.942690593	7.697598362	7.166888965	7.638610607	7.104329113	6.986436424	8.707835073	8.599872523	6.759596237	6.78078101	6.738086351	6.839862255
9815	7.183716292	7.053222234	6.921940905	6.894176366	6.951650388	7.051593493	7.380137522	7.220115478	6.729179231	6.778710404	6.784333062	6.820891658
9816	7.776262727	7.641779698	7.866891885	8.019425863	7.765677522	7.826274311	7.72319319	7.861693717	7.775126435	7.805646964	7.735860874	7.607019785
9817	8.790175332	8.825510085	8.390542653	8.522089632	7.722416764	7.964486081	8.981428214	9.033606175	7.694243754	7.622297715	7.566397085	7.583634805
9819	6.479461492	6.58929501	7.192680771	7.630663844	7.644456694	7.859206107	6.429319774	7.355636073	7.506842624	7.614010177	7.199208863	7.737084358
9820	7.990728161	7.924459319	7.738282567	7.805846989	7.377778571	7.473221539	8.074435588	8.614336416	7.361810558	7.450942082	7.325170906	7.401203343
9821	7.469063991	7.847923436	7.503892921	8.312413751	7.640432002	7.455434256	7.398072127	7.392373079	7.559040306	7.720075563	7.411190587	7.627366829
9823	7.216741629	7.932131795	8.014615559	7.773580516	7.956133029	7.924857444	7.050279697	6.92411008	8.945562537	8.804382532	8.841667595	8.790544708
9824	6.572247488	6.553734045	6.55771681	6.550909711	6.562500912	6.576430241	6.555969624	6.573865481	6.561121592	6.55541239	6.560219318	6.570866928
9825	7.323737535	7.14437839	7.574200929	7.730922302	7.735628129	7.653563879	7.376402614	7.296257326	8.069432844	8.429216002	8.23580688	8.256815014
9826	7.476184238	7.302933636	7.252090523	7.190766594	7.351936241	7.327017009	7.724959868	7.638546648	7.173091623	7.11305183	7.192052751	7.265992048
9828	8.845768184	8.808468714	8.176017466	8.136103729	8.329521601	8.327860682	8.830529982	8.933903223	8.263690129	8.13935607	8.328662682	8.35576598
9829	6.588089056	6.488745271	6.841769503	7.441183191	7.02115479	7.290639866	6.813890672	6.614291356	7.199784313	7.101811305	7.259020594	7.089739532
9830	7.615264332	8.31548098	7.567233566	8.322891021	7.579995883	7.682621487	7.256476019	7.958672083	7.501855801	7.790848278	7.300930807	7.549833828
9832	7.02038186	6.967562879	7.051800418	6.990105821	6.954929221	6.943351073	7.095866485	7.066931788	6.934210197	6.935756119	6.973314011	6.940478406
9833	7.282120642	7.824102409	7.527709279	7.728666675	6.943305504	7.913595119	6.873324851	8.306832663	7.15740605	7.378204693	6.99193458	7.561476738
9836	7.407508828	8.353093278	8.560853106	8.800705417	8.238219485	7.855804501	7.092169293	7.278492988	8.761351394	9.567992955	8.600811424	8.645320793
9837	7.089205149	7.846629978	7.638627408	7.491737508	7.551992658	7.973789603	7.236776844	8.508114501	7.488117519	7.934138086	7.484582995	7.747007362
9839	6.986946089	6.760231565	6.55175693	6.32959066	6.878407417	7.055237134	6.567648921	6.508803853	6.601211875	6.761904925	6.572081504	6.52051367
983	6.869783343	7.307352401	6.873409353	7.067585228	6.849678438	7.074026918	7.068355194	7.266794523	6.752073885	6.897411511	6.763476566	6.890383897
9841	8.067398001	8.215301817	7.96558137	8.135027979	8.521609667	8.345800045	8.107047874	8.061706601	8.535111477	8.622055329	8.505501317	8.568094605
9842	8.310334963	7.88941477	7.808888934	7.938496302	8.296499766	8.276514366	8.599105548	7.867095318	7.904397141	7.49440181	7.811240625	8.046764583
9843	8.06285615	7.742292004	8.783548608	7.690813659	8.074808042	7.022459991	7.693132228	6.958204904	8.647911777	7.181735385	8.692875855	7.683477191
9844	7.592506425	6.962745522	6.956972845	6.848700607	7.041013958	7.147956479	7.377540902	7.78341781	6.950317241	7.169587542	7.243957213	7.028842399
9846	7.406333228	7.994517459	7.895819962	8.432395082	8.093063136	8.783148666	7.245289501	6.799216069	7.703746993	7.591370194	7.68217569	7.713636613
9847	8.415962856	9.128141568	8.569028682	8.501826259	8.977921885	8.720674525	8.578922902	8.139422392	9.34117913	9.244667244	8.999003356	8.822037524
9848	6.261050636	6.122287712	6.921494375	7.212678598	7.341171674	6.108834982	6.440215555	6.851652324	7.133778065	7.016595481	7.501310676	7.72003234
9849	7.157270767	7.351050578	7.3487713	7.197048887	7.654896741	7.251985621	7.187108858	7.145261551	7.703075468	7.679328712	7.51140271	7.319077617
9851	8.181307584	8.069750839	7.803404136	7.782404709	7.981832572	8.056768508	8.920478503	8.528321601	7.884519071	7.861072155	7.724619682	7.621891218
9852	8.367594675	8.942603248	9.193889874	8.542717619	8.542025029	7.761657263	7.963560159	7.170189934	9.449492763	9.292073824	9.208182402	8.983149765
9853	7.760712999	7.627542209	7.646352437	7.657500271	7.63565692	7.558449276	7.802700748	7.718751681	7.55026538	7.520515457	7.531511265	7.536499918
9854	7.880009457	7.791827094	7.665867695	7.832800326	7.639043568	7.576760204	7.743927164	7.983665411	7.465243195	7.486208002	7.499420162	7.577752587
9855	8.211423532	8.128473296	7.513163653	7.67422551	7.55481198	7.545607016	8.84729729	8.937614158	7.429760718	7.497479522	7.47441831	7.585768357
9856	6.830151511	6.791007259	6.769028493	6.782810562	6.749588729	6.811261807	6.853359243	6.850183444	6.759892211	6.760872481	6.773624313	6.766234068
9857	7.449260262	7.825878879	7.378716479	7.410715352	8.834167644	8.440417464	7.274538527	6.977859335	9.175883394	9.037836432	9.02483063	9.091742751
9858	7.689457239	7.782815144	8.925487704	8.688665873	8.728448667	8.811244936	7.97546699	8.05332923	9.261552978	9.376178696	9.035582675	9.363592053
9860	7.664437085	7.443928004	7.323370672	7.263951811	7.442589071	7.505038498	8.011576129	7.619449737	7.291576188	7.333132224	7.416346856	7.377628105
9861	7.725246276	8.789084773	8.636109869	8.888188372	8.693121344	8.646074068	7.298053476	7.525689394	9.678069315	10.19567575	9.582337962	9.744797677
9862	8.859482292	8.877826871	8.004341264	7.804940889	8.273352912	8.580113737	8.201044173	8.520397	8.305179413	8.431805512	8.310552357	8.143176376
9863	6.794447039	8.556677994	7.215811743	6.546158426	7.652918383	6.896345209	6.709316045	6.595963358	8.396696953	7.833204029	7.779755444	7.639590675
9865	7.786845819	8.718007216	9.084175832	7.551290828	8.637759581	7.975702248	7.874800067	8.161064455	8.853132302	8.710103495	9.098581246	9.042056632
9866	7.607685046	7.587773284	7.859570028	8.061418525	8.126450308	7.712457842	7.973636654	7.505121838	8.438712778	8.075140717	8.371633968	8.52382371
9867	7.863765867	8.6355566	7.927143956	7.79988637	8.810606635	8.33340541	7.69285606	7.503031776	8.735521103	8.848629885	8.798718354	8.884710041
9868	7.980211011	8.640281275	9.231900671	9.161709904	9.413585168	9.48497858	7.816321264	8.355131523	9.4176985	9.465203501	9.53017655	9.376242527
9869	7.97647727	8.187040284	8.073766053	7.892762392	8.313187599	8.36127585	8.383783595	7.920172118	8.179495518	8.269470364	8.291304781	8.177002083
9870	7.443788709	7.566622526	7.97008157	8.294451337	8.962221026	9.264788246	7.271536302	7.536658151	8.673195997	8.886965283	8.613774989	8.911260691
9871	7.298048149	7.802356399	7.337272959	7.441563574	7.355921374	7.894675999	6.681273122	6.94800963	7.393820994	7.951389448	7.382719457	7.388175656
9873	7.670059149	7.691092686	7.764732116	7.661793015	8.056947534	8.02130489	8.08680262	7.968900404	8.021104532	8.106852567	7.773885708	7.839176461
9874	6.47791787	7.749832547	7.541349692	7.14694095	7.57927382	7.087678268	6.088149396	6.114637753	8.275980879	8.586875813	7.895978329	8.344906694
9877	8.136117024	8.204437965	8.176900859	8.150673369	8.217898	8.19289817	8.126329075	8.140008485	8.229281056	8.188895203	8.209195732	8.20180392
9878	7.392858081	7.678720851	7.836904012	7.950778526	8.113616337	7.655187622	7.358357461	7.220342879	8.31799803	8.503356351	8.205710373	8.189256977
9879	9.000235484	9.373872249	8.94573861	8.861212605	9.033561616	8.854875766	8.977687827	8.670998752	9.12032671	9.351296838	8.932047403	9.13777533
987	8.301440761	9.307238045	9.211837	9.426179614	9.660656074	9.728534969	8.027464321	8.17783388	10.22386216	10.87809573	10.36617101	10.74992367
9880	7.503290922	7.13384123	7.964031151	7.695665328	8.412510781	8.14946377	7.09618564	7.413294871	8.308259775	8.157053617	8.118932341	8.197158885
9881	7.839835566	7.624508382	7.275456203	7.163736159	7.27105599	7.315717434	7.934992453	7.908907933	6.99450603	7.002182419	6.991844514	7.003774555
9882	7.836280565	7.846317255	9.688125405	7.852182669	9.572520889	8.071782435	8.202377644	6.768950512	9.427661983	8.210874554	9.501749992	8.514132471
9885	7.693921169	7.843217539	8.22034635	8.515583469	8.558285622	8.644194935	7.771078447	7.95531674	8.482766831	8.791377114	8.487358621	8.835858227
9886	7.26193161	7.512569664	7.408948725	7.606844381	7.602866347	7.570407427	7.163682836	7.652833802	8.092247069	8.248743922	7.522185678	7.789039956
9887	7.221931881	7.587150122	7.677024568	7.943440377	8.027083311	8.05161122	7.252234995	7.099011168	7.854790688	7.950997906	7.835948176	7.737963341
9889	6.611290348	6.678325868	6.875874305	7.033028442	7.35541245	7.414202531	6.284708012	6.397298892	7.4015297	7.707146689	7.255118997	7.388643801
988	7.673535004	8.095152856	8.101869293	8.003786928	8.585324915	8.589299065	7.134590536	7.255145602	8.711639387	8.736818877	8.810302405	8.785197633
9890	7.067634733	7.298999346	6.525577242	6.589548665	6.931422376	6.71488454	7.082992267	6.947913279	6.84939126	6.683716127	6.900139706	6.80239436
9891	7.726217034	7.914208802	7.716775877	7.863352906	7.64114091	7.821198911	8.406498661	8.078119362	7.457637879	7.726968164	7.359771893	7.357757157
9892	6.895639366	6.773523983	6.722574058	6.626372476	6.836126161	6.794044104	6.940059782	7.024711299	6.798054011	6.83801119	6.959282994	6.835341116
9894	8.16389106	7.690566988	7.315314132	7.33228625	7.771855166	7.68115711	8.865041151	8.779995885	7.426518833	7.356695884	7.359813371	7.628678013
9895	8.926411378	8.012123399	7.727442617	7.548385701	8.385064415	7.992613188	9.371010194	8.271955211	7.719623571	7.280782824	7.58633345	7.381288826
9896	8.486369903	8.382861922	8.565109234	9.300214223	8.042847857	8.187715176	8.710859214	8.890238477	8.617442819	8.962110105	8.136542041	9.190878306
9897	8.486163934	9.039877312	8.907733398	9.356523275	9.02336449	8.664333946	8.132111423	7.843551328	9.164599545	9.385659308	9.002964723	9.218368923
9898	7.541747304	7.49499629	7.645641731	7.69983924	7.59145258	7.614290187	7.534466369	7.633091821	7.514231162	7.440236455	7.464549216	7.50040939
989	8.178253919	9.475591023	8.789686884	8.44574091	8.639602611	8.458510274	7.811867586	7.798591691	9.075348458	9.102510297	8.747454388	8.928990118
98	7.241580817	7.6526905	8.035388902	7.949910538	7.897802035	7.515068538	6.76398687	7.068827073	8.198640354	8.199400479	7.944679245	7.550194532
9900	7.319626794	7.280463764	7.309948055	7.242246647	7.16738944	7.276563675	7.331953352	7.320245273	7.226864538	7.162277021	7.241319964	7.225482916
9901	8.071423835	8.169108398	9.197001479	7.415365049	9.051538929	8.911560542	8.808897488	8.324873516	8.682153553	8.643859978	9.239853488	8.776728142
9902	9.440337985	9.053806304	8.51249141	8.425972891	8.320710645	7.731857576	9.227949697	8.508903083	7.61908642	7.236998067	7.701055162	7.307774759
9903	8.883046634	8.087091763	9.704552134	9.020996463	8.832304842	8.112968154	9.725469063	8.08586616	8.407330422	7.785378845	8.695602176	7.97924313
9904	7.205899459	7.082148674	7.525973517	7.627701923	7.329127978	7.466732339	7.217468268	7.198750735	7.375903351	7.24813343	7.285395558	7.259969216
9905	10.07867404	9.475707561	9.14608701	9.088577058	8.893748365	8.808275582	10.29246931	9.424066555	8.842220563	8.492984891	8.839817133	8.582401672
9906	6.865749184	6.695205967	7.731523587	7.432549596	7.025875945	6.891025681	7.240796835	7.016352011	6.823036727	6.84354666	6.733592826	6.834861464
9907	7.716170807	7.483782208	6.827874564	6.944144494	7.028331438	7.236138867	8.377745423	8.057597958	6.660359191	6.624821873	6.642284204	6.597477531
9908	7.274997023	7.605033495	7.924256745	8.34097203	7.875675963	7.691151242	6.691708451	6.561579516	8.153909453	8.435003916	8.164677226	8.23884164
9909	9.020637648	8.621797284	8.273486276	8.327427976	8.503214106	8.747769983	9.449438129	8.998790131	7.965987741	7.942134683	8.031606051	7.93985461
990	6.797931327	6.80108699	6.76868864	6.956895888	6.817168073	7.094045202	6.784460507	6.939479018	6.827341899	6.901014108	6.778605999	6.791944057
9910	7.606773983	7.286468236	7.240468612	7.127613274	7.167676695	7.760875913	7.09215712	7.178296172	7.128765925	7.152734909	7.023436023	7.059619711
9911	8.044363794	7.83360815	7.474488605	7.388502157	7.471303906	7.521086038	8.234157312	8.313930917	7.412638349	7.28561324	7.414373184	7.465706379
9912	7.314595983	7.167922745	6.831700437	7.705880565	7.486086277	7.632682646	7.302643164	7.453206763	7.641979119	6.761395122	7.280269366	7.840807501
9913	7.062257668	7.116675313	8.227343557	7.917927863	7.894612511	7.677474342	7.061264342	7.042669854	8.833822369	8.89963657	8.440612416	8.657418019
9914	7.434970836	7.742789754	7.352449536	7.276492675	7.094207802	7.857226166	8.309671851	9.259214129	7.329065055	6.976340843	7.549525634	7.54591604
9915	7.372527066	8.636848674	7.500455763	8.594558517	7.167139757	7.405051907	7.170921028	7.674479861	7.381831732	9.023701511	7.225151907	7.55075692
9917	7.065665328	7.280063133	7.476989431	7.834720932	7.828495764	7.762242547	6.979802795	6.861114517	7.912920813	7.954663933	7.644492746	8.028177081
9918	7.652655962	7.386362348	7.862752458	7.715249172	7.15297074	7.046054131	7.684252376	7.787502581	7.065380717	6.961059222	7.004475979	7.003354013
9919	8.565159747	9.245361222	9.512807313	10.00652767	9.332675478	9.185791653	8.623422874	9.036577318	9.948363804	10.35546091	10.10410893	10.18913461
991	7.287275127	7.275626399	6.968140853	7.366622628	6.676387215	6.970671352	7.241325882	9.209845664	6.578133183	6.662570392	6.639724017	6.639365291
9920	6.994469849	7.127076637	7.077543433	7.21430233	6.949733024	7.207345663	6.956804187	7.125814725	7.110670097	7.286794863	6.891708459	6.988670059
9921	7.233311275	7.4118271	8.431887674	8.799058945	7.843766397	7.80924909	7.329520439	7.060520622	8.456291556	8.711460431	8.210608229	8.585518233
9922	7.641634762	7.617143792	7.818555404	7.959646777	7.849348869	7.776869212	7.658763977	7.477906782	7.941289123	7.929703024	7.845389715	7.827272085
9923	8.39036818	8.184940592	8.013412357	8.028386318	8.270068477	8.217211074	8.645871215	8.266714208	8.175605378	8.017961023	8.104859582	8.107258528
9924	7.880806752	7.655203712	8.272958627	8.108622713	8.296519061	8.039359409	7.982758911	7.773041634	8.309388983	8.194444374	8.317433535	8.22047407
9925	8.06429594	8.202937616	8.859789117	8.742243604	8.863778369	8.728176214	8.005999368	7.875916828	9.182079104	9.243871068	9.192968514	9.279584598
9926	6.674991312	7.947163183	6.54861088	6.735847808	6.846013747	6.814531647	6.343617468	6.605094865	7.308592051	7.956846276	6.799690467	7.236805985
9927	8.140444714	8.082508175	8.150613288	8.16550095	8.162682761	8.037857694	8.148626742	8.069007905	8.099667341	8.080572283	8.100095422	8.113803741
9928	6.393818588	6.976903608	6.267112886	6.43866007	6.84491075	7.991219996	6.273218428	7.622558169	6.835223011	7.132311651	6.618424265	6.969411409
9929	8.481936013	8.091305441	7.80645904	7.80223522	7.807548304	7.819378705	8.344459255	8.497266888	7.755932352	7.646609519	7.797024992	7.816433803
9931	7.771254897	8.378827613	8.181948475	8.264419384	7.771738153	7.880985345	7.468674147	7.551126306	7.918355745	7.858007712	7.726705255	7.718047678
