Compound ID	exp1	exp2
C02249	-2.059360671	0.570341134
C00854	-0.619807814	0.284889466
C03657	-0.317521981	0.670181116
C06518	0.669031728	-0.131405658
C02843	0.286169001	-1.147964933
C03066	0.47778056	-1.034597089
C07734	-0.185789735	-0.560988798
C03527	1.850582143	-0.189677152
C01125	0.174448025	-0.512337491
C00793	-1.124212692	-0.256515335
C14414	0.064110272	-0.665844329
C00145	-0.009403063	0.294765133
C08866	1.658627906	0.34875906
C04934	-0.251747757	0.462507933
C16144	-0.300063245	0.843310385
C01508	-0.054730078	-0.722897046
C00092	2.975083431	-0.457980374
C00599	2.22670026	-0.706926933
C07359	-0.884157423	-1.716556991
C01359	-0.016994425	-0.570333324
C10210	0.352939386	0.082341507
C04855	-0.727592887	0.499060037
C00751	-0.901500688	0.577705624
C00388	0.234922313	-0.138030229
C08742	-0.382873158	1.646865663
C01073	-0.918872249	-0.297716131
C05999	1.172421657	-0.831909835
C02724	-0.258345218	1.835128267
C02872	0.763339186	-0.515770329
C13645	-1.644581849	1.184241916
C10829	-0.407414976	0.489069507
C01231	-2.068831088	-1.054957433
C05140	1.132630207	-0.547967418
C11805	0.188467393	-1.396874664
C02944	-0.49812239	-0.249733657
C16545	-1.546353542	-0.744645621
C15607	0.271887704	0.135444821
C06157	-0.323695212	0.912556434
C03577	0.61042838	0.004409094
C06740	0.836825303	-0.253481001
C08355	0.46129615	-0.576129566
C08819	0.815969258	0.358625934
C00850	-0.540004097	-1.125996888
C01499	-0.022844384	0.399895212
C15543	-0.725183583	-1.362832165
C01169	0.030526335	-0.462340245
C02678	-0.0640979	1.024110469
C01528	0.081792344	1.640395204
C01937	-0.975098524	-1.650028169
C04884	1.588954697	1.09397855
C05714	1.545422847	-0.00518647
C03910	0.960651114	2.27463904
C02590	1.021600808	1.454982193
C06178	0.097989991	-0.618107981
C10379	-1.515921254	-0.66110281
C10890	0.165644378	-0.482607334
C06770	-0.703285335	1.19812087
C10078	0.024785011	-0.35439813
C08816	1.141526169	0.513529204
C08103	1.323246644	0.673934005
C06061	1.021600808	-1.442668213
C03077	-0.445721249	-0.735922376
C02895	-0.104945629	-1.254028069
C08086	-1.010559126	0.339000592
C07778	0.287768299	0.311702073
C05130	-0.270308314	-0.226209409
C04442	1.428090408	-0.721471834
C00113	-1.013839313	0.630991896
C00662	0.649585427	0.89812331
C02632	-1.722891299	0.680675402
C05727	-1.119719225	-0.704569468
C12370	-0.305713862	-0.659383849
C00448	-0.236924039	-0.240486104
C01342	-0.050109971	-1.294268434
C02948	1.736895153	-0.142797202
C07434	-0.5651947	-0.074713011
C06961	-0.654026403	-0.297716131
C06160	-1.054957433	0.797935726
C01008	-0.028025426	0.006645632
C01263	0.511480348	0.205154982
C11808	-1.232416389	0.410617452
C06957	-0.136255703	1.69921437
C05767	0.39885283	-0.46039498
C08874	0.836825303	-0.952070047
C06056	1.102248361	-1.695848217
C00545	1.487290996	-0.785914425
C14592	-1.763531528	-0.251747757
C09832	1.758131177	0.274148637
C07254	0.870630879	-1.508775532
C04101	0.568237094	-1.076021545
C01672	0.319670095	-2.290118973
C11473	0.90021078	-0.332193663
C05263	-0.421902654	1.581101926
C03985	0.535311448	-0.113770845
C11436	0.511021275	-0.593485402
C03164	-0.32714911	-1.17823136
C00338	0.697023828	0.70703831
C00697	0.765913982	0.356502885
C00200	-0.983634527	0.061307899
C03884	0.665340719	-0.125870018
C17715	0.893399213	-0.650518452
C05399	0.414682306	-1.570538036
C04775	-0.55657009	1.146157921
C09982	-0.097514456	2.55992472
C02197	-0.392876379	-0.785914425
C13258	1.669775824	0.14713775
C01326	-0.796192149	1.657200514
C01785	0.961341761	0.231671897
C05466	0.15009179	0.562110681
C04191	-0.013697747	0.028170368
C01227	1.152421612	-0.22664406
C02718	-1.181724011	0.606081758
C06876	0.07205144	-0.460485187
C07588	-1.232416389	-0.887677625
C01795	0.766754268	-0.340242631
C07486	-0.108191834	-1.81698348
C06330	-0.022691788	0.921575716
C01834	0.117007616	-0.667799623
C05766	-1.049557957	-1.123467455
C10409	0.467635993	0.004274093
C14394	-0.624703678	-0.222124802
C01328	0.624843298	0.416752494
C06511	-0.864056736	-1.283514976
C00010	0.513171144	-1.078100175
C16495	-0.220789069	-0.229743187
C09094	-0.197478638	0.294725723
C07967	-0.364923098	-0.810320585
C01144	-2.468406774	0.409855367
C04530	0.522909798	-0.508971467
C03012	0.925728279	0.679345637
C05996	-0.147110805	-0.561098478
C06309	0.786946458	-1.234566191
C02879	-1.24208775	0.352939386
C00156	0.731612473	1.798457074
C04732	-0.975098524	-0.671443982
C11525	0.81523111	-0.133854147
C17541	-0.350776652	-0.79529989
C02115	0.214842766	-0.017682951
C16433	0.336417629	0.02041577
C06265	0.765553667	0.878792149
C03997	0.37205974	0.571453538
C14355	0.097989991	0.644310435
C05300	1.406669247	0.07553984
C03736	0.036218172	0.039893222
C08404	-0.614964441	0.141191252
C18411	-0.418350884	-0.922072717
C01504	-0.268494009	-1.076021545
C01875	-0.598527824	-1.011109087
C08187	-0.687749631	1.04797641
C00196	0.211559473	-0.887677625
C07519	-0.253481001	-0.668618525
C01135	1.935519891	-0.149525909
C07584	-1.129725738	0.236060355
C08409	0.661242529	0.375197843
C10772	-1.363150732	0.250603577
C06197	0.13258769	-0.438481891
C09675	1.798457074	1.087321257
C13976	-1.294973625	-1.108842439
C06808	0.3578927	0.714788709
C03004	0.538140975	-0.216148833
C13553	1.693447821	-0.704569468
C07338	-0.012483207	1.065612582
C12833	-1.614753313	0.74077837
C05272	-0.489977644	1.086710188
C09023	-0.205726144	0.735466772
C13129	-0.075801194	-0.105518884
C04534	-0.984676102	0.511441111
C14142	0.46391424	-0.172648882
C03112	-0.33151261	-0.674280987
C02675	-0.136255703	-2.719359512
C14707	-0.614221567	1.189812444
C08423	-0.845330248	-1.991793113
C00171	-0.607452698	-1.729539157
C12083	-0.243549589	-0.022844384
C06131	1.146157921	0.514889764
C00376	1.558156833	0.848029703
C02674	0.156616443	1.229638721
C04352	-1.099297673	-0.934434956
C02027	-0.986648492	-0.219235856
C04785	-0.643507355	0.238148145
C13828	-1.024740483	0.885554563
C02700	2.003281574	0.010501745
C08353	-0.236924039	-0.685650192
C07639	-1.495886747	0.313658859
C00725	1.658627906	-0.020823806
C02419	0.295763524	1.038092588
C08142	-0.503883754	0.294725723
C07221	-0.081875589	-0.713176884
C02557	-0.413018711	-0.850474601
C00570	0.332772466	1.759625586
C10017	1.051317399	-0.577684355
C10350	-0.155436554	2.056504138
C14387	-0.254628218	0.670181116
C01596	-0.139539099	2.381308176
C05349	-0.666409414	1.040774568
C08382	1.87473144	-1.142470939
C01798	0.135444821	-1.079269018
C02567	0.681329378	-1.149401792
C08645	-1.352205056	-0.697616743
C06603	-0.051613285	-0.703285335
C02493	-0.463774796	-0.342496567
C04205	-1.524957401	-0.545694469
C17571	0.53605095	-0.261181165
C07729	-0.703285335	0.738665218
C05265	0.029732051	0.120995641
C04366	-0.735922376	-0.791825104
C00332	2.008505763	-1.100035563
C11887	-1.170020319	0.683965448
C00337	-0.882629273	1.100366287
C00879	0.932992454	1.197532807
C16741	-0.578747736	0.132488561
C01146	-1.703816376	-0.722897046
C12640	-0.56448397	0.512765036
C00927	0.426890126	0.165648786
C07452	0.498823426	0.709638115
C07631	0.699980727	-0.138788332
C05554	-0.32714911	0.033561349
C03832	0.878125315	0.856822479
C00022	0.384741315	0.26381497
C01710	0.823515957	0.623100615
C01931	-0.195712404	-0.55810518
C04348	1.016973339	1.253744271
C04039	-0.36356473	0.716443565
C03042	-0.442872233	0.926295027
C00958	0.602856326	1.685581536
C03221	-1.22707334	1.585457975
C07022	-1.255956584	0.570341134
C02076	-0.462370906	-0.606381379
C14021	-0.021784883	-0.23713892
C00361	-0.899478754	0.903418393
C10243	0.825343305	-0.429672239
C03590	1.626486634	-0.710681933
C00209	0.191209192	-2.010677181
C08810	0.81307504	0.004274093
C00748	0.004274093	-1.444075203
C06150	1.011167591	-1.692081069
C03466	-0.421902654	-1.559484707
C01119	0.707545358	-0.907056038
C07329	-0.46039498	0.271887704
C11316	0.615267744	-0.824999808
C08835	0.703446823	-0.42762164
C03199	0.192186913	-0.783926622
C02180	-0.497656489	-0.489708278
C14899	0.606419765	-1.579452299
C06465	1.350796514	-0.982444238
C03733	1.865462453	1.083992363
C04068	0.166798808	-0.561098478
C02379	-0.531688681	-0.695423538
C06084	0.314467969	0.192186913
C03765	-0.79910071	-0.590776502
C00405	-0.523093404	-0.619851743
C08964	-0.887972518	-1.538910645
C03347	-0.864523499	-0.393711619
C11523	0.81523111	-1.680323666
C00323	-1.001974369	0.24623962
C05625	-0.022844384	-0.504314834
C05905	-0.446655516	-0.286023436
C09964	1.736895153	-0.715741221
C07177	1.102177222	0.680550674
C11868	-0.727559825	-0.36031216
C00527	-0.705849246	-0.864523499
C02669	-0.106838347	-0.71218007
C06507	0.367111734	0.063185373
C14252	-0.505643562	0.489069507
C05923	-0.236623267	0.039893222
C07881	0.850634279	-1.039013355
C04824	0.384124154	-1.053336349
C05003	1.139538496	-0.249733657
C14217	-0.221630961	1.970317014
C10096	-1.140631053	-1.412365483
C06817	-0.0221735	-0.236924039
C12369	-0.981464528	-1.324697846
C03664	-1.181642888	1.427597106
C10303	-1.147150748	0.772321937
C07277	-1.841758415	-0.218307914
C01804	-0.182969474	0.084973243
C02686	-1.221380039	0.123937707
C04314	0.021689481	-0.345944055
C00034	-0.038411397	-1.130288284
C15589	0.469245106	-0.950821338
C01218	-1.124111117	-0.233130892
C12212	-0.53527166	0.680550674
C08508	0.409819749	-0.769024431
C06394	-2.75797299	0.656502359
C09251	0.843310385	-1.355368975
C02679	-0.113770845	1.280998306
C01095	0.848617575	2.278398122
C02372	-1.935345626	-0.042147441
C06215	2.948852917	0.379814003
C01349	0.099417316	-1.236182039
C00800	1.848653514	0.489946393
C09319	-2.462807493	-0.097550642
C03203	0.130643169	-0.486886996
C09893	0.353831314	1.668353587
C06112	-0.407147683	2.263532697
C06736	0.809645233	0.863015967
C04894	0.871638735	0.642357644
C02735	-0.807803775	-0.618107981
C05803	-1.108842439	-0.6475689
C05316	0.850183999	-0.161438818
C00069	-1.233277241	-1.547217892
C07315	0.571784922	-0.864523499
C08733	1.563619971	-0.297716131
C08092	-0.339686254	1.28150904
C08650	0.234475347	0.405031898
C02855	0.564366291	1.021600808
C06872	-2.468406774	-0.546543225
C02405	0.385160044	-0.667799623
C04140	-0.679873971	0.028170368
C14108	1.038092588	-1.981221487
C05781	0.47778056	1.046161782
C10410	-0.195712404	-1.985443585
C09143	0.274148637	-0.721661017
C11535	-0.008479175	1.187737709
C07553	0.505905306	-1.003837929
C06503	-1.054957433	-0.519868953
C00883	0.321808037	0.499060037
C07391	2.078510267	-0.352252564
C04332	-0.986648492	-0.791843401
C01531	-0.662628446	0.244805168
C16515	0.823647001	0.912556434
C05336	-1.079269018	-0.209210364
C01066	2.281105149	-0.208087267
C14362	0.338693968	-0.063773642
C07758	0.383254499	-1.359639327
C01744	-1.048286575	-0.157045559
C04536	-0.217044868	-0.120213146
C08327	1.227290406	1.161062517
C06393	-0.35519572	-1.614753313
C11243	-0.063773642	-0.783926622
C00234	0.100266914	-1.349651915
C00760	0.74303783	0.111095724
C00658	1.22484998	-0.047608152
C07660	-1.10561652	-0.005050529
C07544	1.631522368	1.568235717
C01143	0.569869969	1.046161782
C00757	-0.689325791	-0.013697747
C11541	-2.103585958	0.735103158
C13595	0.563582209	0.486578747
C13630	-0.948655997	2.086775808
C09916	1.147191242	-1.042345094
C14711	-1.107204928	1.053285879
C08324	-0.577684355	0.85644462
C15523	-1.280559259	2.059517921
C14579	-1.039013355	1.197532807
C07880	0.804569223	0.313658859
C03993	1.083978657	0.731190069
C06083	-1.050597022	0.378877481
C07535	-0.007317743	-0.015185813
C03672	-0.33876243	0.484952396
C02170	-1.961170555	0.570834784
C02166	0.2821374	0.477890024
C00263	-2.323605011	0.544240334
C07865	0.130643169	-1.254028069
C17500	-1.013839313	1.148758155
C02359	-0.272816376	0.144333934
C09684	-1.179610862	1.327404225
C01192	-0.337875358	0.126616555
C05159	0.335391989	-0.628201875
C09676	1.065612582	0.50421358
C06928	-0.38648954	0.802655321
C13168	-0.614120751	0.081792344
C12636	-0.704146005	-1.09850646
C08406	-0.381700744	-1.421852088
C11738	-0.348813705	-0.289243101
C03682	-0.412104031	-0.160792659
C15650	1.193207665	-0.908462815
C05114	0.242194202	-2.317127019
C00826	-0.703548282	-1.832342801
C07224	-2.068831088	0.03617514
C13245	0.037260102	2.133550552
C04835	0.130643169	-0.224603488
C06399	1.268580073	0.501710006
C06135	-0.517241265	1.139538496
C07569	1.518217682	1.588954697
C01726	-1.51808565	-0.525326004
C02389	1.865462453	1.514968332
C00602	-0.350924193	-1.296550324
C06244	-0.251943524	0.842014985
C06909	0.447110236	0.315249849
C07246	1.640395204	-0.267244581
C09682	0.287307159	1.200681512
C11138	-1.274635515	0.174448025
C00356	0.073655649	0.104358963
C00239	1.366844857	0.375197843
C08417	-1.155652115	-0.068487989
C09836	-0.427443347	-0.599747131
C09018	1.013170788	0.390559412
C01226	-0.616976909	-2.007772175
C01823	0.487331823	0.431576979
C03888	-1.108842439	0.215787943
C05324	0.464160706	-0.476776882
C14815	0.53007244	-0.090311952
C06420	0.763339186	-1.504813359
C07809	-0.668536461	0.051641129
C13309	-1.2826342	1.339963157
C04269	-0.628201875	0.493726857
C05376	-1.050597022	-0.99118919
C02108	-0.574537966	-1.222846029
C02885	-1.359639327	-0.848122882
C03948	0.031368301	-0.270308314
C06567	-0.112048858	-0.36031216
C02667	-0.540616369	-1.052212053
C06077	1.280421001	-0.683247413
C14818	0.763339186	-0.966584821
C00633	0.3385759	0.126041445
C07276	-2.566534209	-0.13296078
C02752	-0.108433586	0.155027232
C00071	1.697259655	-0.295062691
C00665	-0.00518647	-0.481911966
C04862	1.229638721	-0.125870018
C02291	0.44115507	0.211559473
C04181	-0.87449956	-0.054974277
C08309	0.494129341	0.778329228
C05242	0.503475863	-1.18307693
C00169	-0.25043978	1.631522368
C01419	0.812803518	0.120995641
C06543	1.003271095	0.85309138
C11591	1.588954697	-0.517241265
C05772	-0.653920849	0.851226518
C03575	0.104261849	-0.421902654
C07072	-1.063787623	0.371728877
C01616	-0.017368215	0.451896809
C01659	-0.79910071	0.623100615
C13569	-0.864056736	0.211461914
C06545	-0.839063369	-2.413408206
C05425	0.534288663	0.568237094
C01569	-0.709988924	1.394847972
C14054	1.100366287	-1.81698348
C03926	-0.208087267	-1.063189201
C01518	1.802608679	-0.161438818
C03242	-0.980343037	-0.540616369
C06196	-0.793579831	2.242741187
C05402	0.693489739	0.381491725
C00416	0.42461027	0.547622433
C13140	0.216989246	-1.461147201
C06235	-0.038411397	0.272352956
C04850	-0.771495285	-2.451482161
C00999	0.117363933	-0.870192863
C06264	0.026887498	0.083003553
C16260	0.010501745	-0.659383849
C12249	-0.56967064	0.44115507
C08885	-2.089231174	-0.537790327
C04148	-0.323695212	0.384100973
C02370	-0.473145127	-0.223458173
C08240	-1.362832165	-2.068831088
C00550	-0.466119537	0.972800239
C06205	-1.138034887	-1.220890098
C03124	0.267806926	-1.04352383
C00042	0.132488561	-0.339686254
C11071	0.336417629	-0.609039998
C08592	0.663593411	-0.974622674
C02494	0.121947049	0.7355661
C04575	-1.112614284	-2.468406774
C05575	0.416752494	1.323246644
C03088	-0.470041223	0.804569223
C06310	2.278398122	-1.411098404
C02932	0.063185373	-0.628201875
C06115	-0.595343236	-0.749812842
C02591	-1.486378811	-0.637996197
C06186	-1.684381283	0.787771051
C02647	-0.446655516	0.020878593
C08163	-1.175664469	0.926295027
C06259	0.276666769	0.367111734
C00412	1.259976493	-0.655065344
C05005	-0.685667632	-0.988269917
C09382	-0.145840516	0.699287722
C11718	-1.508775532	-0.470041223
C06710	0.950917578	-0.595343236
C04592	0.950917578	0.121256016
C00577	0.275848811	0.581309687
C08378	-0.470041223	0.130643169
C03659	0.577854307	0.082940695
C00671	-0.326627869	1.280421001
C02203	-0.143370347	0.385160044
C00279	0.244805168	-2.069055601
C02430	0.769910668	-0.602572114
C15569	-0.959540342	-0.300063245
C02305	0.61229557	-1.294973625
C11388	-0.653912542	0.365536985
C05662	-2.527728676	-0.430666963
C01301	-0.650559274	0.231682367
C11135	1.32545897	1.835128267
C01952	0.993791195	0.34686491
C05001	0.897223819	0.70703831
C07354	1.069397817	-0.412451988
C06387	-0.317521981	-1.142470939
C03000	-1.322115275	1.088350412
C16776	-0.278564642	-0.767393603
C06944	0.677986005	-0.729348224
C02141	-0.268687137	1.474490727
C07530	1.088516402	0.148930253
C03516	0.823515957	-0.476776882
C02052	0.442039379	0.928080815
C10874	0.190717432	-1.217276628
C09164	0.854348936	-1.175393136
C09666	-1.294634874	-0.561098478
C08373	0.950917578	-0.664138927
C06241	-0.420973869	-1.043622485
C00780	-1.093936095	0.796541796
C16261	0.419230081	-0.094022605
C11570	2.239197344	-1.349392823
C04657	0.915166294	-0.146267163
C00762	-0.051922216	0.69341061
C11078	0.136005231	-0.321539926
C06560	-1.010559126	0.64333333
C14749	-1.178537516	0.874165098
C08983	0.512765036	-0.125870018
C02451	0.118000054	-1.001974369
C11160	2.607474665	-0.213033196
C03040	-0.108191834	-1.301098282
C14746	0.121947049	-0.201834086
C02926	0.436584497	1.189812444
C03328	-0.791843401	-0.633834481
C04932	-0.842004751	0.656502359
C01796	-0.56967064	0.893414285
C07464	0.642516726	0.960651114
C04546	0.647362197	1.080665285
C05849	-0.161324245	1.366844857
C01722	1.697924858	-1.079269018
C02921	0.235731158	-1.49572445
C03082	0.082940695	-0.980343037
C06597	-0.607816183	0.002744619
C02277	-1.296550324	0.263465219
C07876	0.679345637	-1.579452299
C05378	1.717409546	0.803073334
C08083	1.47955823	-0.710141362
C07819	0.681928471	-0.010633997
C06377	0.009920589	-0.218307914
C07174	0.375197843	0.530070025
C04204	-0.313848123	-2.323605011
C00937	1.226524729	-0.01453418
C06887	0.3764026	-0.917469583
C11144	-0.042254299	-0.850366557
C12063	0.384124154	1.504438623
