gene.ens	data
	-0.592609419
ENSMUSG00000055594	-0.975194761
	-1.394722839
ENSMUSG00000037944	0.03406515
ENSMUSG00000067818	0.294200554
	0.503250139
	-0.854494624
ENSMUSG00000029097	-2.120909374
	0.056678344
	-1.285162872
	-0.834848108
	0.616767015
	0.31279177
	0.886590865
	0.511830005
ENSMUSG00000041058	1.379962993
ENSMUSG00000027902	-1.345268592
ENSMUSG00000056797	-1.078076578
ENSMUSG00000032512	0.237304997
	0.358321406
ENSMUSG00000046999	0.62531119
ENSMUSG00000096550	-1.044378732
ENSMUSG00000038148	-1.267481586
ENSMUSG00000041126	0.387710856
	1.285620045
	1.360975949
ENSMUSG00000037997	-0.599281643
	-0.633053401
ENSMUSG00000023403	-2.438155878
ENSMUSG00000048602	0.38476118
ENSMUSG00000025243	1.47961316
ENSMUSG00000040236	0.126781092
ENSMUSG00000034738	-1.2572672
ENSMUSG00000031400	-0.917938031
ENSMUSG00000086741	-0.092236592
	-0.591020674
	-1.385664285
	-0.342138967
	0.027244198
	-1.725884197
	0.914183733
	0.772948419
ENSMUSG00000037600	-0.666659457
ENSMUSG00000045165	0.181781146
	1.533484455
ENSMUSG00000022860	-0.696365478
ENSMUSG00000030407	-0.721853843
ENSMUSG00000045007	-0.759301568
	0.172001612
ENSMUSG00000026395	-0.804379284
ENSMUSG00000070953	-0.179986533
	0.483474647
	-0.954739824
ENSMUSG00000031330	-1.723689048
	-0.356698721
	1.485152994
ENSMUSG00000029814	-0.984232805
	0.370872836
	0.871604081
	-0.854018294
ENSMUSG00000044798	1.202155141
	-1.109334974
	-1.348221286
	1.424474395
ENSMUSG00000065578	-0.556882989
	-0.202559642
	-0.334976142
ENSMUSG00000053483	-0.797740404
ENSMUSG00000023274	-0.402368584
	0.986280792
ENSMUSG00000022035	-0.346893456
	-0.626423016
	-0.323201927
ENSMUSG00000024593	-0.064963486
	0.066700806
ENSMUSG00000037253	-1.358550015
	2.113013434
ENSMUSG00000079469	0.404091174
ENSMUSG00000026676	0.048087603
	-0.6154175
ENSMUSG00000023846	-0.727049033
ENSMUSG00000028532	0.044792719
	0.678288676
	-0.449996271
	0.34889282
	-2.947169336
	-0.282639919
ENSMUSG00000061809	-1.791470389
	1.028718007
	-1.345262487
	-0.699102585
	2.10410876
ENSMUSG00000000552	-0.730917191
ENSMUSG00000025927	1.603830373
ENSMUSG00000008682; ENSMUSG00000058443	1.323205986
ENSMUSG00000058709	-1.48660039
	0.112240056
	-0.199227315
ENSMUSG00000041134	-2.514173594
	-0.96672751
ENSMUSG00000033213	0.214153464
	1.983551509
	-0.283824149
ENSMUSG00000008206	-0.190448631
ENSMUSG00000026155	-0.601277655
ENSMUSG00000063060	-0.333355614
ENSMUSG00000030345	-0.306431596
ENSMUSG00000000959	-0.431144843
	-0.980696465
	0.470791016
ENSMUSG00000047539	-1.797448656
	-0.936763669
ENSMUSG00000026200	0.100439689
ENSMUSG00000058254	-0.722235078
ENSMUSG00000075573	0.00772994
	-1.229831326
	-0.633701105
ENSMUSG00000026755	0.755079713
	0.612478321
ENSMUSG00000028125	0.891754712
ENSMUSG00000020372	-1.677871949
	2.336117792
	-3.518847974
ENSMUSG00000022762	-1.143890212
ENSMUSG00000024369	-0.749034485
	-0.433332632
ENSMUSG00000034639	-1.212480531
ENSMUSG00000033063	-2.259260328
	-0.172240181
ENSMUSG00000025812	-1.495853799
ENSMUSG00000029655	-0.690119288
ENSMUSG00000002455	-0.31331045
	1.074108628
ENSMUSG00000046110	-0.137135014
ENSMUSG00000040759	-2.812409287
	0.88142798
ENSMUSG00000029423	-0.240111046
ENSMUSG00000025534	-2.19992089
ENSMUSG00000096773	-0.436575452
ENSMUSG00000000708	1.556190073
	-0.236458146
ENSMUSG00000049502	0.945569633
ENSMUSG00000022174	1.221331796
	-0.43857716
ENSMUSG00000086957	1.5097456
	0.365021014
	0.015701906
	-0.428969277
	1.790722652
ENSMUSG00000096527; ENSMUSG00000079093	-0.604507463
ENSMUSG00000073471	0.413137749
ENSMUSG00000091572	-0.470965418
ENSMUSG00000037197	-2.02260882
ENSMUSG00000027540	1.072503543
	-0.008243988
ENSMUSG00000034163	0.372582593
ENSMUSG00000051396	-1.118629833
ENSMUSG00000048960	1.472713442
ENSMUSG00000032894	-2.059058248
ENSMUSG00000042997	-0.978303103
	-0.436920025
ENSMUSG00000066671	2.145328987
ENSMUSG00000000326; ENSMUSG00000098892	-0.457089687
	0.375246538
ENSMUSG00000028003	1.245250974
ENSMUSG00000096069	0.114838335
	-1.212399801
ENSMUSG00000091859	1.864351551
ENSMUSG00000063765	-1.331488698
ENSMUSG00000005656	-1.999479732
ENSMUSG00000030786	1.198700053
	-0.899129271
	0.414396492
	-0.167719318
ENSMUSG00000094744; ENSMUSG00000095443; ENSMUSG00000096552; ENSMUSG00000095808; ENSMUSG00000094839; ENSMUSG00000096034	0.560535366
	-0.658131517
	-1.902526544
	-0.475903024
	1.126647773
ENSMUSG00000027210	-0.727068064
ENSMUSG00000039913	0.077946931
ENSMUSG00000043065	-1.471471612
ENSMUSG00000073555	0.363810369
	1.654467291
	0.578895756
ENSMUSG00000048027	1.601468843
	-0.030484739
ENSMUSG00000022603	0.043617506
ENSMUSG00000051146	0.201420133
ENSMUSG00000029202	-1.397556395
	0.806988747
ENSMUSG00000066150	-0.641548725
	0.62276779
	2.12540642
ENSMUSG00000031886	1.591978377
ENSMUSG00000094553	-1.454467704
	1.141950998
	-0.7561768
	0.880014321
ENSMUSG00000041605	-0.867400316
ENSMUSG00000009927	0.238550709
ENSMUSG00000060771	-1.197910989
	-0.8983611
	-0.571274215
ENSMUSG00000021608	-1.105277719
	0.284097861
	-0.121402773
ENSMUSG00000021007	-0.162893361
ENSMUSG00000071226	-1.209952413
ENSMUSG00000050645	0.700487696
	-1.858251201
	1.007602024
ENSMUSG00000020925	0.013917424
ENSMUSG00000033491	0.409874491
	-0.950652858
	-0.604104737
ENSMUSG00000070972	0.80436751
ENSMUSG00000079109	-1.421770637
ENSMUSG00000040520	-0.567064538
ENSMUSG00000050188	-0.875932261
ENSMUSG00000020691	0.313239197
ENSMUSG00000065410	-0.013528232
	0.277548911
ENSMUSG00000063193	1.056827257
	0.13951223
	2.07934041
	0.656221804
	0.305334839
ENSMUSG00000067872	-0.809020492
ENSMUSG00000067194	-0.306756724
ENSMUSG00000091212	0.213227092
ENSMUSG00000057554	0.117386794
ENSMUSG00000026623	-0.865937745
	2.560798957
ENSMUSG00000095362	1.064495526
	0.365778865
ENSMUSG00000032615	0.805007234
ENSMUSG00000022286	-0.348851513
ENSMUSG00000019814	2.245070951
	0.033719102
	-1.094780774
	0.0168008
ENSMUSG00000009030	0.054368317
	0.054478349
ENSMUSG00000024863	1.891016125
ENSMUSG00000040495	-1.736691101
	-0.347375174
ENSMUSG00000059049	-0.132902497
ENSMUSG00000026883	0.486897344
ENSMUSG00000032047	1.019182333
	-0.871321713
ENSMUSG00000047155	1.134214916
ENSMUSG00000038014	-0.346727352
	-0.117120497
ENSMUSG00000096424	0.089887531
	0.897272934
ENSMUSG00000067158	0.459662011
	0.771629846
ENSMUSG00000014550	1.360216024
ENSMUSG00000021576	1.478263996
	-0.618879901
ENSMUSG00000097403	1.425334832
ENSMUSG00000022449	-0.767750096
	1.245960872
	0.543056051
ENSMUSG00000074607	0.852061396
	1.036157415
ENSMUSG00000038692	0.397662549
ENSMUSG00000016255	0.64570387
ENSMUSG00000079487	-0.340143972
ENSMUSG00000037938	-0.584117453
ENSMUSG00000038843	-0.256569473
	-0.935980817
ENSMUSG00000059862	0.209268305
ENSMUSG00000027692	-0.562447598
ENSMUSG00000059920	-0.417418882
	0.003868589
ENSMUSG00000066242	-0.365735136
ENSMUSG00000044083	1.105610247
ENSMUSG00000036960	-0.410308906
	0.696134737
ENSMUSG00000034793	0.985448828
ENSMUSG00000024653	-1.791204508
ENSMUSG00000026602	-1.449874463
ENSMUSG00000032103	-1.51334854
	-1.959137646
ENSMUSG00000001847	1.302222048
ENSMUSG00000042262	-1.122807254
	-0.690775199
ENSMUSG00000036968	0.214136435
	-0.104381419
ENSMUSG00000075084	1.299495457
ENSMUSG00000027652	0.926303329
ENSMUSG00000022469	0.150240657
ENSMUSG00000036648	1.221784981
ENSMUSG00000028798	-0.486007286
ENSMUSG00000004948	-0.271947117
ENSMUSG00000049334	-1.602741718
ENSMUSG00000020463	1.084501915
ENSMUSG00000031255	0.28122436
	-1.005952626
	-0.408672188
	-0.260483613
	-2.589127015
ENSMUSG00000023057	-0.500526515
ENSMUSG00000027788	0.810328926
ENSMUSG00000074957	0.977838275
	-0.72529844
ENSMUSG00000089687	0.813508231
ENSMUSG00000054072	0.882320719
ENSMUSG00000031358	1.455166735
	0.831204587
ENSMUSG00000066677	0.362449124
	-0.0881325
ENSMUSG00000010492	1.420337579
	0.827748539
	-1.271217
ENSMUSG00000019842	-1.446730719
	-0.97860345
ENSMUSG00000028995	-0.678279544
	0.728728304
ENSMUSG00000095886	-0.261007053
ENSMUSG00000048153	-0.030426238
	-1.566564161
ENSMUSG00000062070; ENSMUSG00000066632	-0.159905578
ENSMUSG00000005370	1.542709948
ENSMUSG00000043969	-1.132403466
ENSMUSG00000020658	0.347602168
ENSMUSG00000036197	1.494448934
ENSMUSG00000045092	0.625942504
ENSMUSG00000022108	1.286163118
	-1.857992985
ENSMUSG00000084885	0.780801618
	0.207383493
ENSMUSG00000052730	0.577735772
	-0.540352149
	-0.082944533
ENSMUSG00000039391	-0.339140516
ENSMUSG00000002504	1.146102259
	-0.237571253
ENSMUSG00000029020	-0.900989204
ENSMUSG00000096846	0.284983816
ENSMUSG00000009614	0.318236037
ENSMUSG00000049928	0.046050718
ENSMUSG00000052605	1.012077766
	0.809626226
	-0.175672509
ENSMUSG00000039233	0.615136014
	0.765178996
ENSMUSG00000090115	0.825467861
ENSMUSG00000074622	-1.987702653
	-0.363415667
ENSMUSG00000041775	2.348083058
ENSMUSG00000021078	-0.534270019
ENSMUSG00000048424	-0.503669073
ENSMUSG00000073811	-2.060332693
ENSMUSG00000098721	0.102870688
ENSMUSG00000092815	0.191922264
	0.704999104
ENSMUSG00000001655	0.052833738
ENSMUSG00000072995	0.635287084
ENSMUSG00000008496	1.004547329
ENSMUSG00000023224	-0.119528095
ENSMUSG00000063458	-0.933300268
ENSMUSG00000022026	0.60885109
	1.090964302
ENSMUSG00000022982	0.711761078
ENSMUSG00000035601	0.200052086
ENSMUSG00000041997	-1.129806449
	0.832767936
	0.044622731
ENSMUSG00000091735	-0.558737801
ENSMUSG00000017774	-0.536274005
ENSMUSG00000023051	0.510360927
	-1.714626311
ENSMUSG00000064325	1.575837923
	-1.29379465
ENSMUSG00000033053	-1.856210801
ENSMUSG00000054715	1.221745854
ENSMUSG00000046997	0.079693105
ENSMUSG00000084966	-2.274187562
ENSMUSG00000031885	-0.551613488
ENSMUSG00000046668	-1.524052197
ENSMUSG00000096788; ENSMUSG00000051827	1.841146906
	-1.260099688
	-0.983127691
	0.313029393
	0.20427591
	-0.957070751
ENSMUSG00000027215	0.643034495
	-1.892848245
ENSMUSG00000046300	-0.603712487
ENSMUSG00000026393	1.840824822
	0.42730443
ENSMUSG00000045466	1.208990857
	1.921822626
ENSMUSG00000045733	-1.029860602
	-0.342960628
ENSMUSG00000034107	0.031796951
ENSMUSG00000030385	-0.684215629
ENSMUSG00000098457	1.542636198
ENSMUSG00000067215	0.921818686
	-1.179861339
	-0.205113199
ENSMUSG00000054863	1.55872016
ENSMUSG00000033697	-2.435647852
	1.519577786
	-0.33565244
ENSMUSG00000024976	-0.788039962
ENSMUSG00000020270	-2.255498895
ENSMUSG00000050251	0.894591933
ENSMUSG00000041707	-2.07188538
	-1.68987757
ENSMUSG00000019278	-1.249799022
ENSMUSG00000031371	0.216452724
ENSMUSG00000027170	0.204947781
ENSMUSG00000046204	-1.291092098
ENSMUSG00000028028	0.654001586
ENSMUSG00000079642	0.220093248
ENSMUSG00000046768	0.222184093
	-0.798832681
	-0.778254234
ENSMUSG00000025389	0.203268741
	0.038445296
	0.222510142
ENSMUSG00000033156	-1.696032277
ENSMUSG00000060969	-0.201497801
	-0.274608141
ENSMUSG00000045333	-0.55063075
ENSMUSG00000032002	-0.816676314
ENSMUSG00000060862	-0.576147635
ENSMUSG00000074437	0.114778063
ENSMUSG00000097553	1.005256222
ENSMUSG00000031848	-0.592891272
ENSMUSG00000031953	-0.728191872
ENSMUSG00000016526	-0.398787455
ENSMUSG00000087475	-0.808040287
ENSMUSG00000021066	-0.233622611
	0.40937148
	-0.299072884
ENSMUSG00000037660	-0.652777286
	1.453212522
	-0.729302446
	1.555019756
ENSMUSG00000075225	-1.178999146
	0.39569065
	0.280127784
ENSMUSG00000039244	-0.647029569
	0.211181157
	-0.697377907
ENSMUSG00000019188	1.149809253
ENSMUSG00000022243	1.643352597
ENSMUSG00000031549	-0.356949761
ENSMUSG00000035354	0.784402757
ENSMUSG00000029121	1.326116877
ENSMUSG00000096029	0.450224402
ENSMUSG00000068167	-1.407370776
	-1.140233197
ENSMUSG00000049538	-1.367063619
ENSMUSG00000042308	0.35405554
	0.126678001
ENSMUSG00000099005	0.597583485
ENSMUSG00000061479	1.525676454
ENSMUSG00000029192	-1.036721613
ENSMUSG00000020638	-0.345776809
ENSMUSG00000025192	-0.599677657
ENSMUSG00000032115	-1.085947558
	0.40129193
ENSMUSG00000092579; ENSMUSG00000096776	0.775006134
ENSMUSG00000038764	0.439320987
ENSMUSG00000085395	-2.245656901
ENSMUSG00000033083	0.686320931
ENSMUSG00000078439	1.915745753
	-0.882327483
ENSMUSG00000090124	-2.69804831
ENSMUSG00000085186	-0.456336721
ENSMUSG00000041782	-1.018612956
ENSMUSG00000036934	0.236743619
ENSMUSG00000028758	0.835369602
ENSMUSG00000028702	1.162837809
	1.386417302
	-0.200051642
ENSMUSG00000058270	0.000266837
ENSMUSG00000029470	-1.786100557
ENSMUSG00000020310	-0.888379742
	-0.262033494
ENSMUSG00000029994	-0.571019904
ENSMUSG00000027014	0.384588293
ENSMUSG00000032449	-0.668039499
ENSMUSG00000019066	0.26620988
ENSMUSG00000024032	0.193134357
	0.44996024
ENSMUSG00000028339	-0.683065533
	-0.977453008
ENSMUSG00000010051	-1.262165946
ENSMUSG00000031200; ENSMUSG00000090110	0.563819506
ENSMUSG00000030801	-0.498999521
ENSMUSG00000075194	1.225316045
ENSMUSG00000001175; ENSMUSG00000036438; ENSMUSG00000019370	0.832964404
	0.575381497
	-0.173779525
	1.258058802
	-1.103433846
ENSMUSG00000094549; ENSMUSG00000095888; ENSMUSG00000095038; ENSMUSG00000096122; ENSMUSG00000096058; ENSMUSG00000094246; ENSMUSG00000095617; ENSMUSG00000095405	-0.449072648
ENSMUSG00000078253	-0.187981836
	0.820183737
ENSMUSG00000066235	-0.302111414
ENSMUSG00000068646	0.123820175
ENSMUSG00000051550	0.594127924
	-0.557636459
	0.253731911
ENSMUSG00000089857	-0.947975153
ENSMUSG00000009248	-1.372345814
ENSMUSG00000033417	0.525008593
ENSMUSG00000085016	0.471979365
ENSMUSG00000044795	2.12171938
	-2.290147498
ENSMUSG00000018999	-0.519093107
ENSMUSG00000097056	0.100321796
ENSMUSG00000055024	-0.350406841
ENSMUSG00000020912	-1.318113502
	1.588925728
	-0.906968865
ENSMUSG00000038354	-0.659510265
	-2.413438447
	-0.289534915
ENSMUSG00000047528	1.02927242
	0.819895849
ENSMUSG00000045421	0.382128916
ENSMUSG00000071645	-1.708767708
	1.133991584
	-1.467772803
	-0.446655915
ENSMUSG00000074995	-1.379073514
ENSMUSG00000031731	0.937858316
	-0.424866679
	0.257706853
ENSMUSG00000091725	1.77621561
ENSMUSG00000032487	-0.053337947
ENSMUSG00000021948	-0.444545241
ENSMUSG00000053094	0.786907606
ENSMUSG00000028786	0.191167083
	-1.086841814
ENSMUSG00000054320	1.73451355
ENSMUSG00000074771	0.136989992
	-0.811545984
	-1.801141785
ENSMUSG00000050014	1.78833808
ENSMUSG00000027720	-0.381814239
ENSMUSG00000040412	-0.01457499
ENSMUSG00000030522	0.058680593
ENSMUSG00000075097	-1.213033349
ENSMUSG00000025317	-0.834625018
ENSMUSG00000078484	0.744799668
	-1.72821181
	-0.238476327
ENSMUSG00000095322	-0.011926104
ENSMUSG00000038663	-0.830673105
ENSMUSG00000062285	1.398564794
	-0.013734577
	0.026775555
	-0.910613551
ENSMUSG00000028341	-1.562904024
ENSMUSG00000038618	0.605660519
	-1.358923139
ENSMUSG00000035640	1.866544088
ENSMUSG00000073455	1.231208984
ENSMUSG00000072930	-0.39187288
ENSMUSG00000091685	-1.455890782
ENSMUSG00000061979	-0.246877434
	1.398342894
ENSMUSG00000020363	0.600396516
ENSMUSG00000015668	0.933478535
ENSMUSG00000000325; ENSMUSG00000098615	0.708564137
ENSMUSG00000006005	0.032343464
	-0.660884153
ENSMUSG00000020181	1.029606636
ENSMUSG00000031996	0.216362761
ENSMUSG00000016257	-1.978616493
ENSMUSG00000061755	-0.594689539
ENSMUSG00000070047	1.12770772
ENSMUSG00000041777	0.303570804
	-0.904003599
	-0.790428166
ENSMUSG00000026527	0.657981162
ENSMUSG00000063447	1.015134726
	-0.459704439
	0.186810695
ENSMUSG00000027806	-0.494128697
	0.908344409
ENSMUSG00000019851	-0.292088953
ENSMUSG00000002057	1.641248045
	0.22031477
	-0.678560786
ENSMUSG00000097918	0.843969705
	1.773123485
ENSMUSG00000062546	1.103138124
ENSMUSG00000035121	-3.072481597
ENSMUSG00000045294	2.117095146
ENSMUSG00000070871	0.810621116
ENSMUSG00000062751	0.150693386
	-0.423833178
	1.135410653
ENSMUSG00000069895	0.828479691
	2.583194178
ENSMUSG00000026988	1.386283606
ENSMUSG00000078671	0.352958824
	-1.886310576
ENSMUSG00000000804	0.408769219
	-0.163477006
	2.870575371
ENSMUSG00000079531	-1.56926838
ENSMUSG00000024826	0.888659435
	-0.76912751
	-2.055424066
ENSMUSG00000074289	0.207746829
ENSMUSG00000058030	0.893588999
	3.033819801
ENSMUSG00000060261	-1.024686923
	-0.804668253
	-0.628374276
	0.719386458
ENSMUSG00000061222	-0.363681327
	-0.643811525
	0.043144227
	-0.332502372
ENSMUSG00000025474	1.580304351
ENSMUSG00000053012	0.02859389
	0.13956235
ENSMUSG00000040138	-0.642733384
ENSMUSG00000047721	0.851123604
	-1.431282233
	-0.396952806
ENSMUSG00000027933	-0.676104754
ENSMUSG00000073678	0.319386693
ENSMUSG00000033368	0.486820192
	-0.928747265
	-1.446138776
	2.009431243
ENSMUSG00000068407	0.204034968
ENSMUSG00000068329	-1.13598591
	-0.362075517
ENSMUSG00000070699	1.924735524
ENSMUSG00000054720	-0.637807275
ENSMUSG00000060565	2.989486266
ENSMUSG00000096276	-0.002754622
ENSMUSG00000020801	-1.655839847
	0.277636728
ENSMUSG00000018171	-0.457258148
ENSMUSG00000037940	-0.034260371
ENSMUSG00000025082	0.324208229
	0.33851286
	-0.32532474
ENSMUSG00000049109	-0.05922871
ENSMUSG00000071177; ENSMUSG00000066366	2.278291453
	0.327695524
ENSMUSG00000025151	2.222955336
ENSMUSG00000089879	-1.849577742
	1.944835375
ENSMUSG00000097043	-0.526191139
	0.759901453
ENSMUSG00000020216	0.344553701
	0.334720755
ENSMUSG00000096442	-0.765105588
	-0.162386118
	-1.084242234
ENSMUSG00000054266	-0.339753218
	-1.268959023
ENSMUSG00000025314	0.286458379
ENSMUSG00000057981	0.437402356
	-0.409528735
	0.032719559
ENSMUSG00000039488	1.527950069
ENSMUSG00000069184	-0.118279881
	1.157415002
	-0.454954658
ENSMUSG00000052997	-0.722332802
	-1.066269814
ENSMUSG00000021907	0.114257282
ENSMUSG00000021062	-0.538208593
	-1.028870195
	0.647877724
	2.016403586
	-2.50162281
	-1.411465479
	1.014882749
	0.414535843
ENSMUSG00000032034	1.053836845
	0.265205869
	-2.135838171
	-1.106627579
ENSMUSG00000070639	1.401515137
ENSMUSG00000078640	1.12327304
ENSMUSG00000022781	-0.926589593
	0.633031018
ENSMUSG00000003123	-0.337002917
ENSMUSG00000003849	0.136441896
ENSMUSG00000040423	1.09423522
ENSMUSG00000093483	0.234546091
	-1.356870833
ENSMUSG00000086221	-0.187165123
	0.409810127
ENSMUSG00000007122	0.530290377
ENSMUSG00000020078	1.465038098
ENSMUSG00000029640	0.717663943
ENSMUSG00000014846	0.847046453
ENSMUSG00000086955	2.030006642
ENSMUSG00000062914	0.428759129
ENSMUSG00000004360	-0.291148925
ENSMUSG00000092043	-0.685157421
ENSMUSG00000075081	2.334349119
ENSMUSG00000033209	-1.021130211
ENSMUSG00000040105	-0.398449764
ENSMUSG00000052301	-0.622334627
ENSMUSG00000018286	-0.643695952
ENSMUSG00000049008	0.714976332
ENSMUSG00000056673	0.379661955
ENSMUSG00000023073	-0.259356285
ENSMUSG00000098873	1.454213601
ENSMUSG00000087820	1.129337199
	-0.007440867
ENSMUSG00000022681	1.219761432
ENSMUSG00000021760	0.509043979
ENSMUSG00000040152	1.092548044
	0.480803982
ENSMUSG00000025035	-0.833648293
ENSMUSG00000000938	1.946668964
	-1.451953045
	-1.274468546
ENSMUSG00000037157	-0.265171528
	-0.321479676
ENSMUSG00000002588	-1.616276358
ENSMUSG00000020799	-0.727140915
ENSMUSG00000055679	1.452674239
ENSMUSG00000065435	-0.099488344
ENSMUSG00000046836	-0.683178363
ENSMUSG00000096348; ENSMUSG00000096164	0.275592811
ENSMUSG00000014601	-0.168000154
ENSMUSG00000032020	-1.294331761
ENSMUSG00000079806	0.343810881
ENSMUSG00000063142	0.230074792
ENSMUSG00000073197	0.69296836
	-1.81949725
	0.602919633
ENSMUSG00000028106	-0.40590921
ENSMUSG00000052012	-0.419097572
ENSMUSG00000042596	0.420336658
ENSMUSG00000077847	1.687814837
	-2.217162112
ENSMUSG00000037722	-1.008981268
ENSMUSG00000063047	-0.275503391
ENSMUSG00000022364	1.732040206
ENSMUSG00000000184	0.544692528
ENSMUSG00000020982	-1.145068012
	0.224186936
ENSMUSG00000094399; ENSMUSG00000095153; ENSMUSG00000094746; ENSMUSG00000093993; ENSMUSG00000094570; ENSMUSG00000096518; ENSMUSG00000095606; ENSMUSG00000096650; ENSMUSG00000095793	-1.200892282
ENSMUSG00000021638	-0.629301301
	-0.145334944
ENSMUSG00000063052	1.446210331
ENSMUSG00000039478	-0.183638899
ENSMUSG00000002980	-0.419997018
ENSMUSG00000051853	0.221027624
ENSMUSG00000044322	-0.741965414
	-0.893476531
ENSMUSG00000014837	1.371052709
ENSMUSG00000039419	0.240484424
ENSMUSG00000034509	-0.019605461
ENSMUSG00000018865	0.852451321
	-0.555999463
ENSMUSG00000064247	0.217847404
	-0.070020061
ENSMUSG00000097593	0.52486869
	-0.641040168
ENSMUSG00000082853	1.220402934
	0.307292113
	-1.808340467
ENSMUSG00000024486	-0.265113026
	0.633541777
ENSMUSG00000049517	0.797027072
ENSMUSG00000075273	-0.291441216
ENSMUSG00000027322	0.487188562
	1.225126116
ENSMUSG00000029757	-1.40422903
ENSMUSG00000028019	0.594120914
ENSMUSG00000098771	-0.729681157
	0.070965632
ENSMUSG00000002458	0.552782306
ENSMUSG00000002699	0.456737311
ENSMUSG00000074695	-1.608284763
	0.642436542
	-1.278559869
ENSMUSG00000027778	0.381282107
	0.994655754
	0.517973935
	0.110550331
ENSMUSG00000031536	0.474444723
ENSMUSG00000085427	2.396858399
	-0.854657317
ENSMUSG00000045594	-0.295274865
	-0.084318703
	-1.699589265
	-0.34218231
ENSMUSG00000055138	-0.562240138
ENSMUSG00000040181	-1.843057325
ENSMUSG00000029320	-0.138309256
	-0.790283601
ENSMUSG00000023977	-1.181182037
ENSMUSG00000040018	0.248458133
	0.075074209
ENSMUSG00000098407	0.213042339
ENSMUSG00000096540	-0.965688035
	1.173993988
ENSMUSG00000092164	0.341125385
	0.280129372
ENSMUSG00000027238	1.018890233
ENSMUSG00000015316	-0.481293802
ENSMUSG00000029211	0.826392431
	-1.740343983
	0.297214182
ENSMUSG00000093445; ENSMUSG00000029720	0.305976903
ENSMUSG00000070072	-1.335350169
ENSMUSG00000026083	1.707246546
ENSMUSG00000028641	1.09005906
	-0.403046448
	-0.248341243
	-1.493084486
ENSMUSG00000079421	-0.723725506
	1.237444435
	-1.255142178
ENSMUSG00000051234	-0.120566923
ENSMUSG00000039485	1.704861046
ENSMUSG00000034908	1.429640831
ENSMUSG00000022437	-1.046264374
	-1.178330491
ENSMUSG00000030105	1.540753242
	-1.584387392
	-1.734315088
ENSMUSG00000020950	0.934692388
ENSMUSG00000078441	1.075809195
ENSMUSG00000057143	-0.601386306
ENSMUSG00000062105	-1.258835629
ENSMUSG00000024220	0.265433964
ENSMUSG00000031450	0.021233917
	-0.531412871
	0.8239198
ENSMUSG00000026335	1.239059973
	-1.49008053
	-0.708825175
	-0.750719848
	0.928520742
ENSMUSG00000035161	1.194583242
	0.083904561
ENSMUSG00000095680	0.261122106
ENSMUSG00000074211	-0.727830731
	0.961036999
ENSMUSG00000030654	1.416121467
ENSMUSG00000008035	0.734588567
	0.186410063
ENSMUSG00000028670	0.428050811
	-0.47466958
ENSMUSG00000068523	-0.972866031
ENSMUSG00000051190	0.042131721
ENSMUSG00000062328	-1.696241986
ENSMUSG00000041341	-0.724986932
	1.848789684
ENSMUSG00000032936	1.421957326
	-0.99931918
	1.271775567
ENSMUSG00000053024	0.42834553
	0.430951057
	-0.164204012
	0.196217437
ENSMUSG00000093938	-0.787776799
ENSMUSG00000058812	-0.312951133
ENSMUSG00000021416	0.745948692
	-0.978499097
	0.583258937
	0.309628047
	-1.437612988
ENSMUSG00000045330	-2.724218891
	-0.140628095
ENSMUSG00000024501	0.308478916
ENSMUSG00000057836	-0.194086659
	0.783837757
	-0.534302339
	-0.088780215
ENSMUSG00000031821	0.187339581
ENSMUSG00000044674	-0.643886121
	-0.693113184
	-2.258853382
ENSMUSG00000026815	1.715509023
ENSMUSG00000095105	0.349457584
ENSMUSG00000029188	0.841445473
ENSMUSG00000056569	-0.346159215
ENSMUSG00000025776	1.353386853
ENSMUSG00000020420	1.229194069
ENSMUSG00000098252	0.160943827
	-0.257479607
	-0.050176609
ENSMUSG00000058546; ENSMUSG00000063556; ENSMUSG00000078126	1.530813305
ENSMUSG00000030587	1.056098117
ENSMUSG00000060594	1.395274211
ENSMUSG00000032480	0.226969292
ENSMUSG00000044148	-0.426427531
	0.603712075
ENSMUSG00000047053	-0.273131721
	-1.676179307
ENSMUSG00000027938	-0.608852729
	0.566307655
ENSMUSG00000026271	-1.93333076
	-0.410910325
ENSMUSG00000030546	-1.495337049
	-1.814303961
ENSMUSG00000043929	-0.882842901
ENSMUSG00000078903; ENSMUSG00000078887; ENSMUSG00000078862	0.030658093
ENSMUSG00000065557	-0.05489903
ENSMUSG00000027848	0.551004572
	-0.539560885
ENSMUSG00000040118	-0.189048136
ENSMUSG00000051832	0.173728976
	-0.228648294
ENSMUSG00000027443	0.843627698
ENSMUSG00000065521	0.400243433
ENSMUSG00000032298	-0.101263251
	0.049261153
	-0.083009893
ENSMUSG00000085785	-1.099031208
	0.420413989
ENSMUSG00000001065	1.433063439
ENSMUSG00000062478	1.604390152
ENSMUSG00000018417	0.626820648
ENSMUSG00000070661	0.923976
ENSMUSG00000022372	1.468377036
	1.348605267
ENSMUSG00000095114; ENSMUSG00000095302; ENSMUSG00000094611	0.609517637
ENSMUSG00000094142	-0.222751929
ENSMUSG00000009535	0.788911023
ENSMUSG00000009073	0.47023512
ENSMUSG00000005897	-0.624915379
	1.512884021
	0.035201047
ENSMUSG00000020780	0.005696161
	0.210927995
ENSMUSG00000014592	1.237498771
	1.111675587
ENSMUSG00000085653	0.100835508
ENSMUSG00000050840	0.20816612
